737	839	ἰδὼν
738	840	ὅτι
739	841	ἐνεπαίχθη
740	842	ὑπὸ
741	843	τῶν
742	844	μάγων
743	845	ἐθυμώθη
744	846	λίαν
745	848	καὶ
746	849	ἀποστείλας
747	850	ἀνεῖλεν
748	851	πάντας
749	852	τοὺς
750	853	παῖδας
751	854	τοὺς
752	855	ἐν
753	856	Βηθλέεμ
754	857	καὶ
755	858	ἐν
756	859	πᾶσιν
757	860	τοῖς
758	861	ὁρίοις
759	862	αὐτῆς
760	863	ἀπὸ
761	864	διετοῦς
762	865	καὶ
763	866	κατωτέρω
764	868	κατὰ
765	869	τὸν
766	870	χρόνον
767	871	ὃν
768	872	ἠκρίβωσεν
769	873	παρὰ
770	874	τῶν
771	875	μάγων
772	877	τότε
773	878	ἐπληρώθη
774	879	τὸ
775	880	ῥηθὲν
776	881	διὰ
777	882	Ἰερεμίου
778	883	τοῦ
779	884	προφήτου
780	885	λέγοντος
781	887	φωνὴ
782	888	ἐν
783	889	Ῥαμὰ
784	890	ἠκούσθη
785	892	κλαυθμὸς
786	893	καὶ
787	894	ὀδυρμὸς
788	895	πολύς
789	897	Ῥαχὴλ
790	898	κλαίουσα
791	899	τὰ
792	900	τέκνα
793	901	αὐτῆς
794	903	καὶ
795	904	οὐκ
796	905	ἤθελεν
797	906	παρακληθῆναι
798	907	ὅτι
799	908	οὐκ
800	909	εἰσίν
801	911	Τελευτήσαντος
802	912	δὲ
803	913	τοῦ
804	914	Ἡρῴδου
805	915	ἰδοὺ
806	916	ἄγγελος
807	917	κυρίου
808	918	φαίνεται
809	919	κατ᾽
810	920	ὄναρ
811	921	τῷ
812	922	Ἰωσὴφ
813	923	ἐν
814	924	Αἰγύπτῳ
815	925	λέγων
816	927	ἐγερθεὶς
817	928	παράλαβε
818	929	τὸ
819	930	παιδίον
820	931	καὶ
821	932	τὴν
822	933	μητέρα
823	934	αὐτοῦ
824	935	καὶ
825	936	πορεύου
826	937	εἰς
827	938	γῆν
828	939	Ἰσραήλ
829	941	τεθνήκασιν
830	942	γὰρ
831	943	οἱ
832	944	ζητοῦντες
833	945	τὴν
834	946	ψυχὴν
835	947	τοῦ
836	948	παιδίου
837	950	ὁ
838	951	δὲ
839	952	ἐγερθεὶς
840	953	παρέλαβεν
841	954	τὸ
842	955	παιδίον
843	956	καὶ
844	957	τὴν
845	958	μητέρα
846	959	αὐτοῦ
847	960	καὶ
848	961	εἰσῆλθεν
849	962	εἰς
850	963	γῆν
851	964	Ἰσραήλ
852	966	Ἀκούσας
853	967	δὲ
854	968	ὅτι
855	969	Ἀρχέλαος
856	970	βασιλεύει
857	971	τῆς
858	972	Ἰουδαίας
859	973	ἀντὶ
860	974	τοῦ
861	975	πατρὸς
862	976	αὐτοῦ
863	977	Ἡρῴδου
864	978	ἐφοβήθη
865	979	ἐκεῖ
866	980	ἀπελθεῖν
867	982	χρηματισθεὶς
868	983	δὲ
869	984	κατ᾽
870	985	ὄναρ
871	986	ἀνεχώρησεν
872	987	εἰς
873	988	τὰ
874	989	μέρη
875	990	τῆς
876	991	Γαλιλαίας
877	993	καὶ
878	994	ἐλθὼν
879	995	κατῴκησεν
880	996	εἰς
881	997	πόλιν
882	998	λεγομένην
883	999	Ναζαρέτ
884	1001	ὅπως
885	1002	πληρωθῇ
886	1003	τὸ
887	1004	ῥηθὲν
888	1005	διὰ
889	1006	τῶν
890	1007	προφητῶν
891	1008	ὅτι
892	1009	Ναζωραῖος
893	1010	κληθήσεται
894	1012	Ἐν
895	1013	δὲ
896	1014	ταῖς
897	1015	ἡμέραις
898	1016	ἐκείναις
899	1017	παραγίνεται
900	1018	Ἰωάννης
901	1019	ὁ
902	1020	βαπτιστὴς
903	1021	κηρύσσων
904	1022	ἐν
905	1023	τῇ
906	1024	ἐρήμῳ
907	1025	τῆς
908	1026	Ἰουδαίας
909	1027	καὶ
910	1028	λέγων
911	1030	μετανοεῖτε
912	1032	ἤγγικεν
913	1033	γὰρ
914	1034	ἡ
915	1035	βασιλεία
916	1036	τῶν
917	1037	οὐρανῶν
918	1039	οὗτος
919	1040	γάρ
920	1041	ἐστιν
921	1042	ὁ
922	1043	ῥηθεὶς
923	1044	διὰ
924	1045	Ἠσαΐου
925	1046	τοῦ
926	1047	προφήτου
927	1048	λέγοντος
928	1050	φωνὴ
929	1051	βοῶντος
930	1052	ἐν
931	1053	τῇ
932	1054	ἐρήμῳ
933	1056	ἑτοιμάσατε
934	1057	τὴν
935	1058	ὁδὸν
936	1059	κυρίου
937	1061	εὐθείας
938	1062	ποιεῖτε
939	1063	τὰς
940	1064	τρίβους
941	1065	αὐτοῦ
942	1067	αὐτὸς
