46	14	34	OGNT = ἀλλὰ		NA = ἀλλ᾽
46	15	10	OGNT = ἀλλὰ		NA = ἀλλ᾽
46	15	35	OGNT = Ἀλλὰ		NA = Ἀλλ᾽
46	15	39	OGNT = ἀλλὰ		NA = ἀλλ᾽
46	15	40	OGNT = ἀλλὰ		NA = ἀλλ᾽
47	1	9	OGNT = ἀλλὰ		NA = ἀλλ᾽
47	2	5	OGNT = ἀλλὰ		NA = ἀλλ᾽
47	2	13	OGNT = ἀλλὰ		NA = ἀλλ᾽
47	3	2	OGNT = ἐνγεγραμμένη		NA = ἐγγεγραμμένη
47	3	3	OGNT = ἐνγεγραμμένη		NA = ἐγγεγραμμένη
47	3	14	OGNT = Ἀλλὰ		NA = Ἀλλ᾽
47	4	2	OGNT = ἀλλὰ		NA = ἀλλ᾽
47	4	5	OGNT = ἀλλὰ		NA = ἀλλ᾽
47	5	12	OGNT = ἀλλὰ		NA = ἀλλ᾽
47	6	16	OGNT = συνκατάθεσις		NA = συγκατάθεσις
47	7	11	OGNT = ἀλλὰ		NA = ἀλλ᾽
47	7	11	OGNT = ἀλλὰ		NA = ἀλλ᾽
47	7	11	OGNT = ἀλλὰ		NA = ἀλλ᾽
47	7	11	OGNT = ἀλλὰ		NA = ἀλλ᾽
47	10	12	OGNT = ἐνκρῖναι		NA = ἐγκρῖναι
47	10	12	OGNT = ἀλλὰ		NA = ἀλλ᾽
47	10	18	OGNT = ἀλλὰ		NA = ἀλλ᾽
47	12	14	OGNT = ἀλλὰ		NA = ἀλλ᾽
47	12	14	OGNT = ἀλλὰ		NA = ἀλλ᾽
47	12	16	OGNT = ἀλλὰ		NA = ἀλλ᾽
47	13	8	OGNT = ἀλλὰ		NA = ἀλλ᾽
48	1	17	OGNT = ἀλλὰ		NA = ἀλλ᾽
48	3	23	OGNT = συνκλειόμενοι		NA = συγκλειόμενοι
48	4	2	OGNT = ἀλλὰ		NA = ἀλλ᾽
48	4	7	OGNT = ἀλλὰ		NA = ἀλλ᾽
48	4	14	OGNT = ἀλλὰ		NA = ἀλλ᾽
48	4	17	OGNT = ἀλλὰ		NA = ἀλλ᾽
48	6	9	OGNT = ἐνκακῶμεν·		NA = ἐγκακῶμεν·
49	2	19	OGNT = ἀλλὰ		NA = ἀλλ᾽
49	3	6	OGNT = συνκληρονόμα		NA = συγκληρονόμα
49	3	13	OGNT = ἐνκακεῖν		NA = ἐγκακεῖν
49	4	29	OGNT = ἀλλὰ		NA = ἀλλ᾽
49	5	11	OGNT = συνκοινωνεῖτε		NA = συγκοινωνεῖτε
49	5	24	OGNT = ἀλλὰ		NA = ἀλλ᾽
49	5	29	OGNT = ἀλλὰ		NA = ἀλλ᾽
49	6	4	OGNT = ἀλλὰ		NA = ἀλλ᾽
50	1	7	OGNT = συνκοινωνούς		NA = συγκοινωνούς
50	2	7	OGNT = ἀλλὰ		NA = ἀλλ᾽
50	2	17	OGNT = Ἀλλὰ		NA = Ἀλλ᾽
50	2	17	OGNT = συνχαίρω		NA = συγχαίρω
50	2	18	OGNT = συνχαίρετέ		NA = συγχαίρετέ
50	2	27	OGNT = ἀλλὰ		NA = ἀλλ᾽
50	3	7	OGNT = Ἀλλὰ		NA = Ἀλλ᾽
50	4	14	OGNT = συνκοινωνήσαντές		NA = συγκοινωνήσαντές
50	4	17	OGNT = ἀλλὰ		NA = ἀλλ᾽
52	2	7	OGNT = Ἀλλὰ		NA = Ἀλλ᾽
52	5	9	OGNT = ἀλλὰ		NA = ἀλλ᾽
53	1	4	OGNT = ἐνκαυχᾶσθαι		NA = ἐγκαυχᾶσθαι
53	2	12	OGNT = ἀλλὰ		NA = ἀλλ᾽
54	1	9	OGNT = ἀσεβέσι		NA = ἀσεβέσιν
54	1	13	OGNT = ἀλλὰ		NA = ἀλλ᾽
54	3	3	OGNT = ἀλλὰ		NA = ἀλλ᾽
54	4	3	OGNT = ἐπεγνωκόσι		NA = ἐπεγνωκόσιν
54	5	23	OGNT = ἀλλὰ		NA = ἀλλ᾽
55	1	8	OGNT = συνκακοπάθησον		NA = συγκακοπάθησον
