＊11231	εἰσελθεῖν	12819
＊11232	εἰς	12820
＊11233	τὴν	12821
＊11234	ζωὴν	12822
11231	εἰς
11232	τὴν
11233	ζωὴν
11234	εἰσελθεῖν

＊11957	Κύριε	13649
＊11958	ἐλέησον	13651
＊11959	ἡμᾶς	13652
11957	ἐλέησον
11958	ἡμᾶς
11959	Κύριε

＊20111	κύκλῳ	22956
＊20112	τοὺς	22957
＊20113	περὶ	22958
＊20114	αὐτὸν	22959
20111	τοὺς
20112	περὶ
20113	αὐτὸν
20114	κύκλῳ

＊23598	αὐτὸν	26956
＊23599	ὁ	26957
＊23600	Πέτρος	26958
23598	ὁ
23599	Πέτρος
23600	αὐτὸν

＊26157	αὐτόν	29902
＊26158	ἀπέκτειναν	29903
26157	ἀπέκτειναν
26158	αὐτόν

＊56425	ἐλοιδόρησαν	64559
＊56426	καὶ	64560
56425	καὶ
56426	ἐλοιδόρησαν

＊57130	μεῖζόν	65376
＊57131	πάντων	65377
57130	πάντων
57131	μεῖζόν

＊65901	ὁ	75479
＊65902	θεός	75480
＊65903	ἐποίησεν	75481
65901	ἐποίησεν
65902	ὁ
65903	θεός

＊110232	θλίψει	126083
＊110233	καὶ	126084
110232	καὶ
110233	θλίψει

＊114394	μου	130941
＊114395	ἀναλύσεώς	130942
114394	ἀναλύσεώς
114395	μου

＊121039	ἐκεῖ	138593
＊121040	ἢ	138594
＊121041	κάθου	138595
121039	ἢ
121040	κάθου
121041	ἐκεῖ

＊127326	καινήν	145814
＊127327	γράφων	145815
＊127328	σοι	145816
127326	γράφων
127327	σοι
127328	καινήν

＊127476	πεπληρωμένη	145985
＊127477	ᾖ	145986
127476	ᾖ
127477	πεπληρωμένη

＊127788	πάντα	146351
＊127789	ὅτι	146353
＊127790	Ἰησοῦς	146355
＊127791	ἅπαξ	146356
127788	ἅπαξ
127789	πάντα
127790	ὅτι
127791	Ἰησοῦς
