GrkSortIncl	OGNT	N1904
48079	αὐτοῦ	αὐτοῦ
48080	πρὸς	πρὸς
48081	αὐτόν	αὐτόν
48082	Κύριε	“Κύριε,
48083	δίδαξον	δίδαξον
48084	ἡμᾶς	ἡμᾶς
48085	προσεύχεσθαι	προσεύχεσθαι,
48086	καθὼς	καθὼς
48087	καὶ	καὶ
48088	Ἰωάννης	Ἰωάννης
48089	ἐδίδαξεν	ἐδίδαξεν
48090	τοὺς	τοὺς
48091	μαθητὰς	μαθητὰς
48092	αὐτοῦ	αὐτοῦ.
48097	Εἶπεν	Εἶπεν
48098	δὲ	δὲ
48099	αὐτοῖς	αὐτοῖς
48100	Ὅταν	“Ὅταν
48101	προσεύχησθε	προσεύχησθε,
48102	λέγετε	λέγετε
48103	Πάτερ	‘Πάτερ,
48109	ἁγιασθήτω	ἁγιασθήτω
48110	τὸ	τὸ
48111	ὄνομά	ὄνομά
48112	σου	σου·
48113	Ἐλθέτω	Ἐλθέτω*
48114	ἡ	ἡ
48115	βασιλεία	βασιλεία
48116	σου	σου·
48132	Τὸν	Τὸν
48133	ἄρτον	ἄρτον
48134	ἡμῶν	ἡμῶν
48135	τὸν	τὸν
48136	ἐπιούσιον	ἐπιούσιον
48137	δίδου	δίδου
48138	ἡμῖν	ἡμῖν
48139	τὸ	τὸ
48140	καθ᾽	καθ᾽
48141	ἡμέραν	ἡμέραν·
48146	Καὶ	Καὶ
48147	ἄφες	ἄφες
48148	ἡμῖν	ἡμῖν
48149	τὰς	τὰς
48150	ἁμαρτίας	ἁμαρτίας
48151	ἡμῶν	ἡμῶν,
48152	Καὶ	Καὶ
48153	γὰρ	γὰρ
48154	αὐτοὶ	αὐτοὶ
48155	ἀφίομεν	ἀφίομεν
48156	παντὶ	παντὶ
48157	ὀφείλοντι	ὀφείλοντι
48158	ἡμῖν	ἡμῖν·
48159	Καὶ	Καὶ
48160	μὴ	μὴ
48161	εἰσενέγκῃς	εἰσενέγκῃς
48162	ἡμᾶς	ἡμᾶς
48163	εἰς	εἰς
48164	πειρασμόν	πειρασμόν.᾽”
48175	Καὶ	Καὶ
48176	εἶπεν	εἶπεν
48177	πρὸς	πρὸς
48178	αὐτούς	αὐτούς
48179	Τίς	“Τίς
48180	ἐξ	ἐξ
48181	ὑμῶν	ὑμῶν
48182	ἕξει	ἕξει
48183	φίλον	φίλον,
48184	καὶ	καὶ
48185	πορεύσεται	πορεύσεται
48186	πρὸς	πρὸς
48187	αὐτὸν	αὐτὸν
48188	μεσονυκτίου	μεσονυκτίου
48189	καὶ	καὶ
48190	εἴπῃ	εἴπῃ
48191	αὐτῷ	αὐτῷ
48192	Φίλε	‘Φίλε,
48193	χρῆσόν	χρῆσόν
48194	μοι	μοι
48195	τρεῖς	τρεῖς
48196	ἄρτους	ἄρτους,
48201	ἐπειδὴ	ἐπειδὴ
48202	φίλος	φίλος
48203	μου	μου
48204	παρεγένετο	παρεγένετο
48205	ἐξ	ἐξ
48206	ὁδοῦ	ὁδοῦ
48207	πρός	πρός
48208	με	με
48209	καὶ	καὶ
48210	οὐκ	οὐκ
48211	ἔχω	ἔχω
48212	ὃ	ὃ
48213	παραθήσω	παραθήσω
48214	αὐτῷ	αὐτῷ·
48219	Κἀκεῖνος	Κἀκεῖνος
48220	ἔσωθεν	ἔσωθεν
48221	ἀποκριθεὶς	ἀποκριθεὶς
48222	εἴπῃ	εἴπῃ
48223	Μή	‘Μή
48224	μοι	μοι
48225	κόπους	κόπους
48226	πάρεχε	πάρεχε·
48227	ἤδη	ἤδη
48228	ἡ	ἡ
48229	θύρα	θύρα
48230	κέκλεισται	κέκλεισται,
48231	καὶ	καὶ
48232	τὰ	τὰ
48233	παιδία	παιδία
48234	μου	μου
48235	μετ᾽	μετ᾽
48236	ἐμοῦ	ἐμοῦ
48237	εἰς	εἰς
48238	τὴν	τὴν
48239	κοίτην	κοίτην
48240	εἰσίν	εἰσίν·
48241	οὐ	οὐ
48242	δύναμαι	δύναμαι
48243	ἀναστὰς	ἀναστὰς
48244	δοῦναί	δοῦναί
48245	σοι	σοι.
48250	Λέγω	Λέγω
48251	ὑμῖν	ὑμῖν,
48252	εἰ	εἰ
48253	καὶ	καὶ
48254	οὐ	οὐ
48255	δώσει	δώσει
48256	αὐτῷ	αὐτῷ
48257	ἀναστὰς	ἀναστὰς
48258	διὰ	διὰ
48259	τὸ	τὸ
48260	εἶναι	εἶναι
48261	φίλον	φίλον
48262	αὐτοῦ	αὐτοῦ,
48263	διά	διά
48264	γε	γε
48265	τὴν	τὴν
48266	ἀναίδειαν	ἀναίδειαν
48267	αὐτοῦ	αὐτοῦ
48268	ἐγερθεὶς	ἐγερθεὶς
48269	δώσει	δώσει
48270	αὐτῷ	αὐτῷ
48271	ὅσων	ὅσων
48272	χρῄζει	χρῄζει.
48277	Κἀγὼ	Κἀγὼ
48278	ὑμῖν	ὑμῖν
48279	λέγω	λέγω,
48280	αἰτεῖτε	αἰτεῖτε,
48281	καὶ	καὶ
48282	δοθήσεται	δοθήσεται
48283	ὑμῖν	ὑμῖν·
48284	ζητεῖτε	ζητεῖτε,
48285	καὶ	καὶ
48286	εὑρήσετε	εὑρήσετε·
48287	κρούετε	κρούετε,
48288	καὶ	καὶ
48289	ἀνοιγήσεται	ἀνοιγήσεται
48290	ὑμῖν	ὑμῖν·
48295	πᾶς	πᾶς
48296	γὰρ	γὰρ
48297	ὁ	ὁ
48298	αἰτῶν	αἰτῶν
48299	λαμβάνει	λαμβάνει,
48300	καὶ	καὶ
48301	ὁ	ὁ
48302	ζητῶν	ζητῶν
48303	εὑρίσκει	εὑρίσκει,
48304	καὶ	καὶ
48305	τῷ	τῷ
48306	κρούοντι	κρούοντι
48307	ἀνοιγήσεται	ἀνοιγήσεται.
48312	Τίνα	Τίνα
48313	δὲ	δὲ
48314	ἐξ	ἐξ
48315	ὑμῶν	ὑμῶν
48316	τὸν	τὸν
48317	πατέρα	πατέρα
48318	αἰτήσει	αἰτήσει
48319	ὁ	ὁ
48320	υἱὸς	υἱὸς
48321	ἰχθύν	ἰχθύν,
48322	καὶ	καὶ*
48323	ἀντὶ	ἀντὶ
48324	ἰχθύος	ἰχθύος
48325	ὄφιν	ὄφιν
48326	αὐτῷ	αὐτῷ
48327	ἐπιδώσει	ἐπιδώσει;
48332	ἢ	ἢ
48333	καὶ	καὶ
48334	αἰτήσει	αἰτήσει
48335	ᾠόν	ᾠόν,
48336	ἐπιδώσει	ἐπιδώσει
48337	αὐτῷ	αὐτῷ
48338	σκορπίον	σκορπίον;
48343	εἰ	εἰ
48344	οὖν	οὖν
48345	ὑμεῖς	ὑμεῖς
48346	πονηροὶ	πονηροὶ
48347	ὑπάρχοντες	ὑπάρχοντες
48348	οἴδατε	οἴδατε
48349	δόματα	δόματα
48350	ἀγαθὰ	ἀγαθὰ
48351	διδόναι	διδόναι
48352	τοῖς	τοῖς
48353	τέκνοις	τέκνοις
48354	ὑμῶν	ὑμῶν,
48355	πόσῳ	πόσῳ
48356	μᾶλλον	μᾶλλον
48357	ὁ	ὁ
48358	Πατὴρ	Πατὴρ
48359	ὁ	ὁ
48360	ἐξ	ἐξ
48361	οὐρανοῦ	οὐρανοῦ
48362	δώσει	δώσει
48363	Πνεῦμα	Πνεῦμα
48364	Ἅγιον	Ἅγιον
48365	τοῖς	τοῖς
48366	αἰτοῦσιν	αἰτοῦσιν
48367	αὐτόν	αὐτόν.
48372	Καὶ	Καὶ
48373	ἦν	ἦν
48374	ἐκβάλλων	ἐκβάλλων
48375	δαιμόνιον	δαιμόνιον,
48376	καὶ	καὶ
48377	αὐτὸ	αὐτὸ
48378	ἦν	ἦν
48379	κωφόν	κωφόν·
48380	ἐγένετο	ἐγένετο
48381	δὲ	δὲ
48382	τοῦ	τοῦ
48383	δαιμονίου	δαιμονίου
48384	ἐξελθόντος	ἐξελθόντος
48385	ἐλάλησεν	ἐλάλησεν
48386	ὁ	ὁ
48387	κωφός	κωφός.
48388	καὶ	καὶ
48389	ἐθαύμασαν	ἐθαύμασαν
48390	οἱ	οἱ
48391	ὄχλοι	ὄχλοι·
48396	τινὲς	τινὲς
48397	δὲ	δὲ
48398	ἐξ	ἐξ
48399	αὐτῶν	αὐτῶν
48400	εἶπον	εἶπον*
48401	Ἐν	“Ἐν
48402	Βεελζεβοὺλ	Βεελζεβοὺλ
48403	τῷ	τῷ
48404	ἄρχοντι	ἄρχοντι
48405	τῶν	τῶν
48406	δαιμονίων	δαιμονίων
48407	ἐκβάλλει	ἐκβάλλει
48408	τὰ	τὰ
48409	δαιμόνια	δαιμόνια·
48414	ἕτεροι	ἕτεροι
48415	δὲ	δὲ
48416	πειράζοντες	πειράζοντες
48417	σημεῖον	σημεῖον
48418	ἐξ	ἐξ
48419	οὐρανοῦ	οὐρανοῦ
48420	ἐζήτουν	ἐζήτουν
48421	παρ᾽	παρ᾽
48422	αὐτοῦ	αὐτοῦ.
48427	Αὐτὸς	Αὐτὸς
48428	δὲ	δὲ
48429	εἰδὼς	εἰδὼς
48430	αὐτῶν	αὐτῶν
48431	τὰ	τὰ
48432	διανοήματα	διανοήματα
48433	εἶπεν	εἶπεν
48434	αὐτοῖς	αὐτοῖς
48435	Πᾶσα	“Πᾶσα
48436	βασιλεία	βασιλεία
48437	ἐφ᾽	ἐφ᾽
48438	ἑαυτὴν	ἑαυτὴν
48439	διαμερισθεῖσα	διαμερισθεῖσα
48440	ἐρημοῦται	ἐρημοῦται,
48441	καὶ	καὶ
48442	οἶκος	οἶκος
48443	ἐπὶ	ἐπὶ
48444	οἶκον	οἶκον
48445	πίπτει	πίπτει.
48450	εἰ	εἰ
48451	δὲ	δὲ
48452	καὶ	καὶ
48453	ὁ	ὁ
48454	Σατανᾶς	Σατανᾶς
48455	ἐφ᾽	ἐφ᾽
48456	ἑαυτὸν	ἑαυτὸν
48457	διεμερίσθη	διεμερίσθη,
48458	πῶς	πῶς
48459	σταθήσεται	σταθήσεται
48460	ἡ	ἡ
48461	βασιλεία	βασιλεία
48462	αὐτοῦ	αὐτοῦ;
48463	ὅτι	ὅτι
48464	λέγετε	λέγετε
48465	ἐν	ἐν
48466	Βεελζεβοὺλ	Βεελζεβοὺλ
48467	ἐκβάλλειν	ἐκβάλλειν
48468	με	με
48469	τὰ	τὰ
48470	δαιμόνια	δαιμόνια.
48475	εἰ	εἰ
48476	δὲ	δὲ
48477	ἐγὼ	ἐγὼ
48478	ἐν	ἐν
48479	Βεελζεβοὺλ	Βεελζεβοὺλ
48480	ἐκβάλλω	ἐκβάλλω
48481	τὰ	τὰ
48482	δαιμόνια	δαιμόνια,
48483	οἱ	οἱ
48484	υἱοὶ	υἱοὶ
48485	ὑμῶν	ὑμῶν
48486	ἐν	ἐν
48487	τίνι	τίνι
48488	ἐκβάλλουσιν	ἐκβάλλουσιν;
48489	διὰ	διὰ
48490	τοῦτο	τοῦτο
48491	αὐτοὶ	αὐτοὶ
48492	ὑμῶν	ὑμῶν
48493	κριταὶ	κριταὶ
48494	ἔσονται	ἔσονται.
48499	εἰ	εἰ
48500	δὲ	δὲ
48501	ἐν	ἐν
48502	δακτύλῳ	δακτύλῳ
48503	Θεοῦ	Θεοῦ
48504	ἐγὼ	ἐγὼ
48505	ἐκβάλλω	ἐκβάλλω
48506	τὰ	τὰ
48507	δαιμόνια	δαιμόνια,
48508	ἄρα	ἄρα
48509	ἔφθασεν	ἔφθασεν
48510	ἐφ᾽	ἐφ᾽
48511	ὑμᾶς	ὑμᾶς
48512	ἡ	ἡ
48513	βασιλεία	βασιλεία
48514	τοῦ	τοῦ
48515	Θεοῦ	Θεοῦ.
48520	Ὅταν	Ὅταν
48521	ὁ	ὁ
48522	ἰσχυρὸς	ἰσχυρὸς
48523	καθωπλισμένος	καθωπλισμένος
48524	φυλάσσῃ	φυλάσσῃ
48525	τὴν	τὴν
48526	ἑαυτοῦ	ἑαυτοῦ
48527	αὐλήν	αὐλήν,
48528	ἐν	ἐν
48529	εἰρήνῃ	εἰρήνῃ
48530	ἐστὶν	ἐστὶν
48531	τὰ	τὰ
48532	ὑπάρχοντα	ὑπάρχοντα
48533	αὐτοῦ	αὐτοῦ·
48538	ἐπὰν	ἐπὰν
48539	δὲ	δὲ
48540	ἰσχυρότερος	ἰσχυρότερος
48541	αὐτοῦ	αὐτοῦ
48542	ἐπελθὼν	ἐπελθὼν
48543	νικήσῃ	νικήσῃ
48544	αὐτόν	αὐτόν,
48545	τὴν	τὴν
48546	πανοπλίαν	πανοπλίαν
48547	αὐτοῦ	αὐτοῦ
48548	αἴρει	αἴρει
48549	ἐφ᾽	ἐφ᾽
48550	ᾗ	ᾗ
48551	ἐπεποίθει	ἐπεποίθει,
48552	καὶ	καὶ
48553	τὰ	τὰ
48554	σκῦλα	σκῦλα
48555	αὐτοῦ	αὐτοῦ
48556	διαδίδωσιν	διαδίδωσιν.
48561	Ὁ	Ὁ
48562	μὴ	μὴ
48563	ὢν	ὢν
48564	μετ᾽	μετ᾽
48565	ἐμοῦ	ἐμοῦ
48566	κατ᾽	κατ᾽
48567	ἐμοῦ	ἐμοῦ
48568	ἐστιν	ἐστιν,
48569	καὶ	καὶ
48570	ὁ	ὁ
48571	μὴ	μὴ
48572	συνάγων	συνάγων
48573	μετ᾽	μετ᾽
48574	ἐμοῦ	ἐμοῦ
48575	σκορπίζει	σκορπίζει.
48580	Ὅταν	Ὅταν
48581	τὸ	τὸ
48582	ἀκάθαρτον	ἀκάθαρτον
48583	πνεῦμα	πνεῦμα
48584	ἐξέλθῃ	ἐξέλθῃ
48585	ἀπὸ	ἀπὸ
48586	τοῦ	τοῦ
48587	ἀνθρώπου	ἀνθρώπου,
48588	διέρχεται	διέρχεται
48589	δι᾽	δι᾽
48590	ἀνύδρων	ἀνύδρων
48591	τόπων	τόπων
48592	ζητοῦν	ζητοῦν
48593	ἀνάπαυσιν	ἀνάπαυσιν,
48594	καὶ	καὶ
48595	μὴ	μὴ
48596	εὑρίσκον	εὑρίσκον
48597	τότε	＊
48598	λέγει	λέγει
48599	Ὑποστρέψω	‘Ὑποστρέψω
48600	εἰς	εἰς
48601	τὸν	τὸν
48602	οἶκόν	οἶκόν
48603	μου	μου
48604	ὅθεν	ὅθεν
48605	ἐξῆλθον	ἐξῆλθον·
48610	καὶ	καὶ
48611	ἐλθὸν	ἐλθὸν
48612	εὑρίσκει	εὑρίσκει
48614	σεσαρωμένον	σεσαρωμένον
48615	καὶ	καὶ
48616	κεκοσμημένον	κεκοσμημένον.
48621	τότε	τότε
48622	πορεύεται	πορεύεται
48623	καὶ	καὶ
48624	παραλαμβάνει	παραλαμβάνει
48625	ἕτερα	ἕτερα
48626	πνεύματα	πνεύματα
48627	πονηρότερα	πονηρότερα
48628	ἑαυτοῦ	ἑαυτοῦ
48629	ἑπτά	ἑπτά,
48630	καὶ	καὶ
48631	εἰσελθόντα	εἰσελθόντα
48632	κατοικεῖ	κατοικεῖ
48633	ἐκεῖ	ἐκεῖ,
48634	καὶ	καὶ
48635	γίνεται	γίνεται
48636	τὰ	τὰ
48637	ἔσχατα	ἔσχατα
48638	τοῦ	τοῦ
48639	ἀνθρώπου	ἀνθρώπου
48640	ἐκείνου	ἐκείνου
48641	χείρονα	χείρονα
48642	τῶν	τῶν
48643	πρώτων	πρώτων.
48648	Ἐγένετο	Ἐγένετο
48649	δὲ	δὲ
48650	ἐν	ἐν
48651	τῷ	τῷ
48652	λέγειν	λέγειν
48653	αὐτὸν	αὐτὸν
48654	ταῦτα	ταῦτα
48655	ἐπάρασά	ἐπάρασά
48656	τις	τις
48657	φωνὴν	φωνὴν
48658	γυνὴ	γυνὴ
48659	ἐκ	ἐκ
48660	τοῦ	τοῦ
48661	ὄχλου	ὄχλου
48662	εἶπεν	εἶπεν
48663	αὐτῷ	αὐτῷ
48664	Μακαρία	“Μακαρία
48665	ἡ	ἡ
48666	κοιλία	κοιλία
48667	ἡ	ἡ
48668	βαστάσασά	βαστάσασά
48669	σε	σε
48670	καὶ	καὶ
48671	μαστοὶ	μαστοὶ
48672	οὓς	οὓς
48673	ἐθήλασας	ἐθήλασας.
48678	Αὐτὸς	Αὐτὸς
48679	δὲ	δὲ
48680	εἶπεν	εἶπεν
48681	Μενοῦν	“Μενοῦν
48682	μακάριοι	μακάριοι
48683	οἱ	οἱ
48684	ἀκούοντες	ἀκούοντες
48685	τὸν	τὸν
48686	λόγον	λόγον
48687	τοῦ	τοῦ
48688	Θεοῦ	Θεοῦ
48689	καὶ	καὶ
48690	φυλάσσοντες	φυλάσσοντες.
48695	Τῶν	Τῶν
48696	δὲ	δὲ
48697	ὄχλων	ὄχλων
48698	ἐπαθροιζομένων	ἐπαθροιζομένων
48699	ἤρξατο	ἤρξατο
48700	λέγειν	λέγειν
48701	Ἡ	“Ἡ
48702	γενεὰ	γενεὰ
48703	αὕτη	αὕτη
48704	γενεὰ	γενεὰ
48705	πονηρά	πονηρά
48706	ἐστιν	ἐστιν·
48707	σημεῖον	σημεῖον
48708	ζητεῖ	ζητεῖ,
48709	καὶ	καὶ
48710	σημεῖον	σημεῖον
48711	οὐ	οὐ
48712	δοθήσεται	δοθήσεται
48713	αὐτῇ	αὐτῇ
48714	εἰ	εἰ
48715	μὴ	μὴ
48716	τὸ	τὸ
48717	σημεῖον	σημεῖον
48718	Ἰωνᾶ	Ἰωνᾶ.
48723	καθὼς	καθὼς
48724	γὰρ	γὰρ
48725	ἐγένετο	ἐγένετο
48727	Ἰωνᾶς	Ἰωνᾶς
48728	τοῖς	τοῖς
48729	Νινευίταις	Νινευίταις
48730	σημεῖον	σημεῖον,
48731	οὕτως	οὕτως
48732	ἔσται	ἔσται
48733	καὶ	καὶ
48734	ὁ	ὁ
48735	Υἱὸς	Υἱὸς
48736	τοῦ	τοῦ
48737	ἀνθρώπου	ἀνθρώπου
48738	τῇ	τῇ
48739	γενεᾷ	γενεᾷ
48740	ταύτῃ	ταύτῃ.
48745	Βασίλισσα	Βασίλισσα
48746	νότου	νότου
48747	ἐγερθήσεται	ἐγερθήσεται
48748	ἐν	ἐν
48749	τῇ	τῇ
48750	κρίσει	κρίσει
48751	μετὰ	μετὰ
48752	τῶν	τῶν
48753	ἀνδρῶν	ἀνδρῶν
48754	τῆς	τῆς
48755	γενεᾶς	γενεᾶς
48756	ταύτης	ταύτης
48757	καὶ	καὶ
48758	κατακρινεῖ	κατακρινεῖ
48759	αὐτούς	αὐτούς·
48760	ὅτι	ὅτι
48761	ἦλθεν	ἦλθεν
48762	ἐκ	ἐκ
48763	τῶν	τῶν
48764	περάτων	περάτων
48765	τῆς	τῆς
48766	γῆς	γῆς
48767	ἀκοῦσαι	ἀκοῦσαι
48768	τὴν	τὴν
48769	σοφίαν	σοφίαν
48770	Σολομῶνος	Σολομῶνος,
48771	καὶ	καὶ
48772	ἰδοὺ	ἰδοὺ
48773	πλεῖον	πλεῖον
48774	Σολομῶνος	Σολομῶνος
48775	ὧδε	ὧδε.
48780	ἄνδρες	ἄνδρες
48781	Νινευῖται	Νινευῖται
48782	ἀναστήσονται	ἀναστήσονται
48783	ἐν	ἐν
48784	τῇ	τῇ
48785	κρίσει	κρίσει
48786	μετὰ	μετὰ
48787	τῆς	τῆς
48788	γενεᾶς	γενεᾶς
48789	ταύτης	ταύτης
48790	καὶ	καὶ
48791	κατακρινοῦσιν	κατακρινοῦσιν
48792	αὐτήν	αὐτήν·
48793	ὅτι	ὅτι
48794	μετενόησαν	μετενόησαν
48795	εἰς	εἰς
48796	τὸ	τὸ
48797	κήρυγμα	κήρυγμα
48798	Ἰωνᾶ	Ἰωνᾶ,
48799	καὶ	καὶ
48800	ἰδοὺ	ἰδοὺ
48801	πλεῖον	πλεῖον
48802	Ἰωνᾶ	Ἰωνᾶ
48803	ὧδε	ὧδε.
48808	Οὐδεὶς	Οὐδεὶς
48809	λύχνον	λύχνον
48810	ἅψας	ἅψας
48811	εἰς	εἰς
48812	κρύπτην	κρύπτην
48813	τίθησιν	τίθησιν
48814	οὐδὲ	οὐδὲ
48815	ὑπὸ	ὑπὸ
48816	τὸν	τὸν
48817	μόδιον	μόδιον,
48818	ἀλλ᾽	ἀλλ᾽
48819	ἐπὶ	ἐπὶ
48820	τὴν	τὴν
48821	λυχνίαν	λυχνίαν,
48822	ἵνα	ἵνα
48823	οἱ	οἱ
48824	εἰσπορευόμενοι	εἰσπορευόμενοι
48825	τὸ	τὸ
48826	φῶς	φέγγος
48827	βλέπωσιν	βλέπωσιν.
48832	Ὁ	Ὁ
48833	λύχνος	λύχνος
48834	τοῦ	τοῦ
48835	σώματός	σώματός
48836	ἐστιν	ἐστιν
48837	ὁ	ὁ
48838	ὀφθαλμός	ὀφθαλμός
48839	σου	σου.
48840	ὅταν	ὅταν
48841	ὁ	ὁ
48842	ὀφθαλμός	ὀφθαλμός
48843	σου	σου
48844	ἁπλοῦς	ἁπλοῦς
48845	ᾖ	ᾖ,
48846	καὶ	καὶ
48847	ὅλον	ὅλον
48848	τὸ	τὸ
48849	σῶμά	σῶμά
48850	σου	σου
48851	φωτεινόν	φωτεινόν
48852	ἐστιν	ἐστιν·
48853	ἐπὰν	ἐπὰν
48854	δὲ	δὲ
48855	πονηρὸς	πονηρὸς
48856	ᾖ	ᾖ,
48857	καὶ	καὶ
48858	τὸ	τὸ
48859	σῶμά	σῶμά
48860	σου	σου
48861	σκοτεινόν	σκοτεινόν.
48866	σκόπει	σκόπει
48867	οὖν	οὖν
48868	μὴ	μὴ
48869	τὸ	τὸ
48870	φῶς	φῶς
48871	τὸ	τὸ
48872	ἐν	ἐν
48873	σοὶ	σοὶ
48874	σκότος	σκότος
48875	ἐστίν	ἐστίν.
48880	εἰ	εἰ
48881	οὖν	οὖν
48882	τὸ	τὸ
48883	σῶμά	σῶμά
48884	σου	σου
48885	ὅλον	ὅλον
48886	φωτεινόν	φωτεινόν,
48887	μὴ	μὴ
48888	ἔχον	ἔχον
48889	μέρος	μέρος
48890	τι	τι
48891	σκοτεινόν	σκοτεινόν,
48892	ἔσται	ἔσται
48893	φωτεινὸν	φωτεινὸν
48894	ὅλον	ὅλον
48895	ὡς	ὡς
48896	ὅταν	ὅταν
48897	ὁ	ὁ
48898	λύχνος	λύχνος
48899	τῇ	τῇ
48900	ἀστραπῇ	ἀστραπῇ
48901	φωτίζῃ	φωτίζῃ
48902	σε	σε.
48907	Ἐν	Ἐν
48908	δὲ	δὲ
48909	τῷ	τῷ
48910	λαλῆσαι	λαλῆσαι
48911	ἐρωτᾷ	ἐρωτᾷ
48912	αὐτὸν	αὐτὸν
48913	Φαρισαῖος	Φαρισαῖος
48914	ὅπως	ὅπως
48915	ἀριστήσῃ	ἀριστήσῃ
48916	παρ᾽	παρ᾽
48917	αὐτῷ	αὐτῷ·
48918	εἰσελθὼν	εἰσελθὼν
48919	δὲ	δὲ
48920	ἀνέπεσεν	ἀνέπεσεν.
48925	ὁ	ὁ
48926	δὲ	δὲ
48927	Φαρισαῖος	Φαρισαῖος
48928	ἰδὼν	ἰδὼν
48929	ἐθαύμασεν	ἐθαύμασεν
48930	ὅτι	ὅτι
48931	οὐ	οὐ
48932	πρῶτον	πρῶτον
48933	ἐβαπτίσθη	ἐβαπτίσθη
48934	πρὸ	πρὸ
48935	τοῦ	τοῦ
48936	ἀρίστου	ἀρίστου.
48941	Εἶπεν	Εἶπεν
48942	δὲ	δὲ
48943	ὁ	ὁ
48944	Κύριος	Κύριος
48945	πρὸς	πρὸς
48946	αὐτόν	αὐτόν
48947	Νῦν	“Νῦν
48948	ὑμεῖς	ὑμεῖς
48949	οἱ	οἱ
48950	Φαρισαῖοι	Φαρισαῖοι
48951	τὸ	τὸ
48952	ἔξωθεν	ἔξωθεν
48953	τοῦ	τοῦ
48954	ποτηρίου	ποτηρίου
48955	καὶ	καὶ
48956	τοῦ	τοῦ
48957	πίνακος	πίνακος
48958	καθαρίζετε	καθαρίζετε,
48959	τὸ	τὸ
48960	δὲ	δὲ
48961	ἔσωθεν	ἔσωθεν
48962	ὑμῶν	ὑμῶν
48963	γέμει	γέμει
48964	ἁρπαγῆς	ἁρπαγῆς
48965	καὶ	καὶ
48966	πονηρίας	πονηρίας.
48971	ἄφρονες	ἄφρονες,
48972	οὐχ	οὐχ
48973	ὁ	ὁ
48974	ποιήσας	ποιήσας
48975	τὸ	τὸ
48976	ἔξωθεν	ἔξωθεν
48977	καὶ	καὶ
48978	τὸ	τὸ
48979	ἔσωθεν	ἔσωθεν
48980	ἐποίησεν	ἐποίησεν;
48985	πλὴν	πλὴν
48986	τὰ	τὰ
48987	ἐνόντα	ἐνόντα
48988	δότε	δότε
48989	ἐλεημοσύνην	ἐλεημοσύνην,
48990	καὶ	καὶ
48991	ἰδοὺ	ἰδοὺ
48992	πάντα	πάντα
48993	καθαρὰ	καθαρὰ
48994	ὑμῖν	ὑμῖν
48995	ἐστιν	ἐστιν.
49000	Ἀλλὰ	Ἀλλὰ
49001	οὐαὶ	οὐαὶ
49002	ὑμῖν	ὑμῖν
49003	τοῖς	τοῖς
49004	Φαρισαίοις	Φαρισαίοις,
49005	ὅτι	ὅτι
49006	ἀποδεκατοῦτε	ἀποδεκατοῦτε
49007	τὸ	τὸ
49008	ἡδύοσμον	ἡδύοσμον
49009	καὶ	καὶ
49010	τὸ	τὸ
49011	πήγανον	πήγανον
49012	καὶ	καὶ
49013	πᾶν	πᾶν
49014	λάχανον	λάχανον,
49015	καὶ	καὶ
49016	παρέρχεσθε	παρέρχεσθε
49017	τὴν	τὴν
49018	κρίσιν	κρίσιν
49019	καὶ	καὶ
49020	τὴν	τὴν
49021	ἀγάπην	ἀγάπην
49022	τοῦ	τοῦ
49023	Θεοῦ	Θεοῦ·
49024	ταῦτα	ταῦτα
49025	δὲ	δὲ
49026	ἔδει	ἔδει
49027	ποιῆσαι	ποιῆσαι
49028	κἀκεῖνα	κἀκεῖνα
49029	μὴ	μὴ
49030	παρεῖναι	παρεῖναι.
49035	Οὐαὶ	Οὐαὶ
49036	ὑμῖν	ὑμῖν
49037	τοῖς	τοῖς
49038	Φαρισαίοις	Φαρισαίοις,
49039	ὅτι	ὅτι
49040	ἀγαπᾶτε	ἀγαπᾶτε
49041	τὴν	τὴν
49042	πρωτοκαθεδρίαν	πρωτοκαθεδρίαν
49043	ἐν	ἐν
49044	ταῖς	ταῖς
49045	συναγωγαῖς	συναγωγαῖς
49046	καὶ	καὶ
49047	τοὺς	τοὺς
49048	ἀσπασμοὺς	ἀσπασμοὺς
49049	ἐν	ἐν
49050	ταῖς	ταῖς
49051	ἀγοραῖς	ἀγοραῖς.
49056	οὐαὶ	οὐαὶ
49057	ὑμῖν	ὑμῖν,
49058	ὅτι	ὅτι
49059	ἐστὲ	ἐστὲ
49060	ὡς	ὡς
49061	τὰ	τὰ
49062	μνημεῖα	μνημεῖα
49063	τὰ	τὰ
49064	ἄδηλα	ἄδηλα,
49065	καὶ	καὶ
49066	οἱ	οἱ
49067	ἄνθρωποι	ἄνθρωποι
49068	οἱ	οἱ
49069	περιπατοῦντες	περιπατοῦντες
49070	ἐπάνω	ἐπάνω
49071	οὐκ	οὐκ
49072	οἴδασιν	οἴδασιν.
49077	Ἀποκριθεὶς	Ἀποκριθεὶς
49078	δέ	δέ
49079	τις	τις
49080	τῶν	τῶν
49081	νομικῶν	νομικῶν
49082	λέγει	λέγει
49083	αὐτῷ	αὐτῷ
49084	Διδάσκαλε	“Διδάσκαλε,
49085	ταῦτα	ταῦτα
49086	λέγων	λέγων
49087	καὶ	καὶ
49088	ἡμᾶς	ἡμᾶς
49089	ὑβρίζεις	ὑβρίζεις.
49094	Ὁ	Ὁ
49095	δὲ	δὲ
49096	εἶπεν	εἶπεν
49097	Καὶ	“Καὶ
49098	ὑμῖν	ὑμῖν
