GrkSortIncl	OGNT	N1904
155108	Χριστοῦ	Χριστοῦ,
155109	τούτοις	τούτοις
155110	δὲ	δὲ
155111	πάλιν	πάλιν
155112	ἐμπλακέντες	ἐμπλακέντες
155113	ἡττῶνται	ἡττῶνται,
155114	γέγονεν	γέγονεν
155115	αὐτοῖς	αὐτοῖς
155116	τὰ	τὰ
155117	ἔσχατα	ἔσχατα
155118	χείρονα	χείρονα
155119	τῶν	τῶν
155120	πρώτων	πρώτων.
155125	κρεῖττον	κρεῖττον
155126	γὰρ	γὰρ
155127	ἦν	ἦν
155128	αὐτοῖς	αὐτοῖς
155129	μὴ	μὴ
155130	ἐπεγνωκέναι	ἐπεγνωκέναι
155131	τὴν	τὴν
155132	ὁδὸν	ὁδὸν
155133	τῆς	τῆς
155134	δικαιοσύνης	δικαιοσύνης,
155135	ἢ	ἢ
155136	ἐπιγνοῦσιν	ἐπιγνοῦσιν
155137	ὑποστρέψαι	ὑποστρέψαι
155138	ἐκ	ἐκ
155139	τῆς	τῆς
155140	παραδοθείσης	παραδοθείσης
155141	αὐτοῖς	αὐτοῖς
155142	ἁγίας	ἁγίας
155143	ἐντολῆς	ἐντολῆς.
155148	συμβέβηκεν	συμβέβηκεν
155149	αὐτοῖς	αὐτοῖς
155150	τὸ	τὸ
155151	τῆς	τῆς
155152	ἀληθοῦς	ἀληθοῦς
155153	παροιμίας	παροιμίας
155154	Κύων	“Κύων
155155	ἐπιστρέψας	ἐπιστρέψας
155156	ἐπὶ	ἐπὶ
155157	τὸ	τὸ
155158	ἴδιον	ἴδιον
155159	ἐξέραμα	ἐξέραμα,”
155160	καί	καί
155161	Ὗς	“Ὗς
155162	λουσαμένη	λουσαμένη
155163	εἰς	εἰς
155164	κυλισμὸν	κυλισμὸν
155165	βορβόρου	βορβόρου.
155170	Ταύτην	Ταύτην
155171	ἤδη	ἤδη,
155172	ἀγαπητοί	ἀγαπητοί,
155173	δευτέραν	δευτέραν
155174	ὑμῖν	ὑμῖν
155175	γράφω	γράφω
155176	ἐπιστολήν	ἐπιστολήν,
155177	ἐν	ἐν
155178	αἷς	αἷς
155179	διεγείρω	διεγείρω
155180	ὑμῶν	ὑμῶν
155181	ἐν	ἐν
155182	ὑπομνήσει	ὑπομνήσει
155183	τὴν	τὴν
155184	εἰλικρινῆ	εἰλικρινῆ
155185	διάνοιαν	διάνοιαν,
155190	μνησθῆναι	μνησθῆναι
155191	τῶν	τῶν
155192	προειρημένων	προειρημένων
155193	ῥημάτων	ῥημάτων
155194	ὑπὸ	ὑπὸ
155195	τῶν	τῶν
155196	ἁγίων	ἁγίων
155197	προφητῶν	προφητῶν
155198	καὶ	καὶ
155199	τῆς	τῆς
155200	τῶν	τῶν
155201	ἀποστόλων	ἀποστόλων
155202	ὑμῶν	ὑμῶν
155203	ἐντολῆς	ἐντολῆς
155204	τοῦ	τοῦ
155205	Κυρίου	Κυρίου
155206	καὶ	καὶ
155207	Σωτῆρος	Σωτῆρος,
155212	τοῦτο	τοῦτο
155213	πρῶτον	πρῶτον
155214	γινώσκοντες	γινώσκοντες,
155215	ὅτι	ὅτι
155216	ἐλεύσονται	ἐλεύσονται
155217	ἐπ᾽	ἐπ᾽
155218	ἐσχάτων	ἐσχάτων
155219	τῶν	τῶν
155220	ἡμερῶν	ἡμερῶν
155221	ἐν	ἐν
155222	ἐμπαιγμονῇ	ἐμπαιγμονῇ
155223	ἐμπαῖκται	ἐμπαῖκται
155224	κατὰ	κατὰ
155225	τὰς	τὰς
155226	ἰδίας	ἰδίας
155227	ἐπιθυμίας	ἐπιθυμίας
155228	αὐτῶν	αὐτῶν
155229	πορευόμενοι	πορευόμενοι
155234	καὶ	καὶ
155235	λέγοντες	λέγοντες
155236	Ποῦ	“Ποῦ
155237	ἐστιν	ἐστιν
155238	ἡ	ἡ
155239	ἐπαγγελία	ἐπαγγελία
155240	τῆς	τῆς
155241	παρουσίας	παρουσίας
155242	αὐτοῦ	αὐτοῦ;
155243	ἀφ᾽	ἀφ᾽
155244	ἧς	ἧς
155245	γὰρ	γὰρ
155246	οἱ	οἱ
155247	πατέρες	πατέρες
155248	ἐκοιμήθησαν	ἐκοιμήθησαν,
155249	πάντα	πάντα
155250	οὕτως	οὕτως
155251	διαμένει	διαμένει
155252	ἀπ᾽	ἀπ᾽
155253	ἀρχῆς	ἀρχῆς
155254	κτίσεως	κτίσεως.
155259	Λανθάνει	Λανθάνει
155260	γὰρ	γὰρ
155261	αὐτοὺς	αὐτοὺς
155262	τοῦτο	τοῦτο
155263	θέλοντας	θέλοντας
155264	ὅτι	ὅτι
155265	οὐρανοὶ	οὐρανοὶ
155266	ἦσαν	ἦσαν
155267	ἔκπαλαι	ἔκπαλαι
155268	καὶ	καὶ
155269	γῆ	γῆ
155270	ἐξ	ἐξ
155271	ὕδατος	ὕδατος
155272	καὶ	καὶ
155273	δι᾽	δι᾽
155274	ὕδατος	ὕδατος
155275	συνεστῶσα	συνεστῶσα
155276	τῷ	τῷ
155277	τοῦ	τοῦ
155278	Θεοῦ	Θεοῦ
155279	λόγῳ	λόγῳ,
155284	δι᾽	δι᾽
155285	ὧν	ὧν
155286	ὁ	ὁ
155287	τότε	τότε
155288	κόσμος	κόσμος
155289	ὕδατι	ὕδατι
155290	κατακλυσθεὶς	κατακλυσθεὶς
155291	ἀπώλετο	ἀπώλετο·
155296	οἱ	οἱ
155297	δὲ	δὲ
155298	νῦν	νῦν
155299	οὐρανοὶ	οὐρανοὶ
155300	καὶ	καὶ
155301	ἡ	ἡ
155302	γῆ	γῆ
155303	τῷ	τῷ
155304	αὐτῷ	αὐτῷ
155305	λόγῳ	λόγῳ
155306	τεθησαυρισμένοι	τεθησαυρισμένοι
155307	εἰσὶν	εἰσὶν
155308	πυρὶ	πυρὶ
155309	τηρούμενοι	τηρούμενοι
155310	εἰς	εἰς
155311	ἡμέραν	ἡμέραν
155312	κρίσεως	κρίσεως
155313	καὶ	καὶ
155314	ἀπωλείας	ἀπωλείας
155315	τῶν	τῶν
155316	ἀσεβῶν	ἀσεβῶν
155317	ἀνθρώπων	ἀνθρώπων.
155322	Ἓν	Ἓν
155323	δὲ	δὲ
155324	τοῦτο	τοῦτο
155325	μὴ	μὴ
155326	λανθανέτω	λανθανέτω
155327	ὑμᾶς	ὑμᾶς,
155328	ἀγαπητοί	ἀγαπητοί,
155329	ὅτι	ὅτι
155330	μία	μία
155331	ἡμέρα	ἡμέρα
155332	παρὰ	παρὰ
155333	Κυρίῳ	Κυρίῳ
155334	ὡς	ὡς
155335	χίλια	χίλια
155336	ἔτη	ἔτη
155337	καὶ	καὶ
155338	χίλια	χίλια
155339	ἔτη	ἔτη
155340	ὡς	ὡς
155341	ἡμέρα	ἡμέρα
155342	μία	μία.
155347	οὐ	οὐ
155348	βραδύνει	βραδύνει
155349	Κύριος	Κύριος
155350	τῆς	τῆς
155351	ἐπαγγελίας	ἐπαγγελίας,
155352	ὥς	ὥς
155353	τινες	τινες
155354	βραδύτητα	βραδύτητα
155355	ἡγοῦνται	ἡγοῦνται,
155356	ἀλλὰ	ἀλλὰ
155357	μακροθυμεῖ	μακροθυμεῖ
155358	εἰς	εἰς
155359	ὑμᾶς	ὑμᾶς,
155360	μὴ	μὴ
155361	βουλόμενός	βουλόμενός
155362	τινας	τινας
155363	ἀπολέσθαι	ἀπολέσθαι
155364	ἀλλὰ	ἀλλὰ
155365	πάντας	πάντας
155366	εἰς	εἰς
155367	μετάνοιαν	μετάνοιαν
155368	χωρῆσαι	χωρῆσαι.
155373	Ἥξει	Ἥξει
155374	δὲ	δὲ
155375	ἡμέρα	ἡμέρα
155376	Κυρίου	Κυρίου
155377	ὡς	ὡς
155378	κλέπτης	κλέπτης,
155379	ἐν	ἐν
155380	ᾗ	ᾗ
155381	οἱ	οἱ
155382	οὐρανοὶ	οὐρανοὶ
155383	ῥοιζηδὸν	ῥοιζηδὸν
155384	παρελεύσονται	παρελεύσονται,
155385	στοιχεῖα	στοιχεῖα
155386	δὲ	δὲ
155387	καυσούμενα	καυσούμενα
155388	λυθήσεται	λυθήσεται,
155389	καὶ	καὶ
155390	γῆ	γῆ
155391	καὶ	καὶ
155392	τὰ	τὰ
155393	ἐν	ἐν
155394	αὐτῇ	αὐτῇ
155395	ἔργα	ἔργα
155396	οὐχ	＊
155397	εὑρεθήσεται	εὑρεθήσεται.
155402	Τούτων	Τούτων
155403	οὕτως	οὕτως
155404	πάντων	πάντων
155405	λυομένων	λυομένων
155406	ποταποὺς	ποταποὺς
155407	δεῖ	δεῖ
155408	ὑπάρχειν	ὑπάρχειν
155409	ὑμᾶς	ὑμᾶς
155410	ἐν	ἐν
155411	ἁγίαις	ἁγίαις
155412	ἀναστροφαῖς	ἀναστροφαῖς
155413	καὶ	καὶ
155414	εὐσεβείαις	εὐσεβείαις,
155419	προσδοκῶντας	προσδοκῶντας
155420	καὶ	καὶ
155421	σπεύδοντας	σπεύδοντας
155422	τὴν	τὴν
155423	παρουσίαν	παρουσίαν
155424	τῆς	τῆς
155425	τοῦ	τοῦ
155426	Θεοῦ	Θεοῦ
155427	ἡμέρας	ἡμέρας,
155428	δι᾽	δι᾽
155429	ἣν	ἣν
155430	οὐρανοὶ	οὐρανοὶ
155431	πυρούμενοι	πυρούμενοι
155432	λυθήσονται	λυθήσονται
155433	καὶ	καὶ
155434	στοιχεῖα	στοιχεῖα
155435	καυσούμενα	καυσούμενα
155436	τήκεται	τήκεται·
155441	καινοὺς	καινοὺς
155442	δὲ	δὲ
155443	οὐρανοὺς	οὐρανοὺς
155444	καὶ	καὶ
155445	γῆν	γῆν
155446	καινὴν	καινὴν
155447	κατὰ	κατὰ
155448	τὸ	τὸ
155449	ἐπάγγελμα	ἐπάγγελμα
155450	αὐτοῦ	αὐτοῦ
155451	προσδοκῶμεν	προσδοκῶμεν,
155452	ἐν	ἐν
155453	οἷς	οἷς
155454	δικαιοσύνη	δικαιοσύνη
155455	κατοικεῖ	κατοικεῖ.
155460	Διό	Διό,
155461	ἀγαπητοί	ἀγαπητοί,
155462	ταῦτα	ταῦτα
155463	προσδοκῶντες	προσδοκῶντες
155464	σπουδάσατε	σπουδάσατε
155465	ἄσπιλοι	ἄσπιλοι
155466	καὶ	καὶ
155467	ἀμώμητοι	ἀμώμητοι
155468	αὐτῷ	αὐτῷ
155469	εὑρεθῆναι	εὑρεθῆναι
155470	ἐν	ἐν
155471	εἰρήνῃ	εἰρήνῃ,
155476	Καὶ	Καὶ
155477	τὴν	τὴν
155478	τοῦ	τοῦ
155479	Κυρίου	Κυρίου
155480	ἡμῶν	ἡμῶν
155481	μακροθυμίαν	μακροθυμίαν
155482	σωτηρίαν	σωτηρίαν
155483	ἡγεῖσθε	ἡγεῖσθε,
155484	καθὼς	καθὼς
155485	καὶ	καὶ
155486	ὁ	ὁ
155487	ἀγαπητὸς	ἀγαπητὸς
155488	ἡμῶν	ἡμῶν
155489	ἀδελφὸς	ἀδελφὸς
155490	Παῦλος	Παῦλος
155491	κατὰ	κατὰ
155492	τὴν	τὴν
155493	δοθεῖσαν	δοθεῖσαν
155494	αὐτῷ	αὐτῷ
155495	σοφίαν	σοφίαν
155496	ἔγραψεν	ἔγραψεν
155497	ὑμῖν	ὑμῖν,
155502	ὡς	ὡς
155503	καὶ	καὶ
155504	ἐν	ἐν
155505	πάσαις	πάσαις
155506	ταῖς	＊
155507	ἐπιστολαῖς	ἐπιστολαῖς
155508	λαλῶν	λαλῶν
155509	ἐν	ἐν
155510	αὐταῖς	αὐταῖς
155511	περὶ	περὶ
155512	τούτων	τούτων,
155513	ἐν	ἐν
155514	αἷς	αἷς
155515	ἐστιν	ἐστιν
155516	δυσνόητά	δυσνόητά
155517	τινα	τινα,
155518	ἃ	ἃ
155519	οἱ	οἱ
155520	ἀμαθεῖς	ἀμαθεῖς
155521	καὶ	καὶ
155522	ἀστήρικτοι	ἀστήρικτοι
155523	στρεβλοῦσιν	στρεβλοῦσιν
155524	ὡς	ὡς
155525	καὶ	καὶ
155526	τὰς	τὰς
155527	λοιπὰς	λοιπὰς
155528	γραφὰς	γραφὰς
155529	πρὸς	πρὸς
155530	τὴν	τὴν
155531	ἰδίαν	ἰδίαν
155532	αὐτῶν	αὐτῶν
155533	ἀπώλειαν	ἀπώλειαν.
155538	Ὑμεῖς	Ὑμεῖς
155539	οὖν	οὖν,
155540	ἀγαπητοί	ἀγαπητοί,
155541	προγινώσκοντες	προγινώσκοντες
155542	φυλάσσεσθε	φυλάσσεσθε
155543	ἵνα	ἵνα
155544	μὴ	μὴ
155545	τῇ	τῇ
155546	τῶν	τῶν
155547	ἀθέσμων	ἀθέσμων
155548	πλάνῃ	πλάνῃ
155549	συναπαχθέντες	συναπαχθέντες
155550	ἐκπέσητε	ἐκπέσητε
155551	τοῦ	τοῦ
155552	ἰδίου	ἰδίου
155553	στηριγμοῦ	στηριγμοῦ,
155558	αὐξάνετε	αὐξάνετε
155559	δὲ	δὲ
155560	ἐν	ἐν
155561	χάριτι	χάριτι
155562	καὶ	καὶ
155563	γνώσει	γνώσει
155564	τοῦ	τοῦ
155565	Κυρίου	Κυρίου
155566	ἡμῶν	ἡμῶν
155567	καὶ	καὶ
155568	Σωτῆρος	Σωτῆρος
155569	Ἰησοῦ	Ἰησοῦ
155570	Χριστοῦ	Χριστοῦ.
155571	αὐτῷ	αὐτῷ
155572	ἡ	ἡ
155573	δόξα	δόξα
155574	καὶ	καὶ
155575	νῦν	νῦν
155576	καὶ	καὶ
155577	εἰς	εἰς
155578	ἡμέραν	ἡμέραν
155579	αἰῶνος	αἰῶνος.
155585	Ὃ	Ὃ
155586	ἦν	ἦν
155587	ἀπ᾽	ἀπ᾽
155588	ἀρχῆς	ἀρχῆς,
155589	ὃ	ὃ
155590	ἀκηκόαμεν	ἀκηκόαμεν,
155591	ὃ	ὃ
155592	ἑωράκαμεν	ἑωράκαμεν
155593	τοῖς	τοῖς
155594	ὀφθαλμοῖς	ὀφθαλμοῖς
155595	ἡμῶν	ἡμῶν,
155596	ὃ	ὃ
155597	ἐθεασάμεθα	ἐθεασάμεθα
155598	καὶ	καὶ
155599	αἱ	αἱ
155600	χεῖρες	χεῖρες
155601	ἡμῶν	ἡμῶν
155602	ἐψηλάφησαν	ἐψηλάφησαν,
155603	περὶ	περὶ
155604	τοῦ	τοῦ
155605	Λόγου	Λόγου
155606	τῆς	τῆς
155607	ζωῆς	ζωῆς,—
155612	καὶ	καὶ
155613	ἡ	ἡ
155614	ζωὴ	ζωὴ
155615	ἐφανερώθη	ἐφανερώθη,
155616	καὶ	καὶ
155617	ἑωράκαμεν	ἑωράκαμεν
155618	καὶ	καὶ
155619	μαρτυροῦμεν	μαρτυροῦμεν
155620	καὶ	καὶ
155621	ἀπαγγέλλομεν	ἀπαγγέλλομεν
155622	ὑμῖν	ὑμῖν
155623	τὴν	τὴν
155624	ζωὴν	ζωὴν
155625	τὴν	τὴν
155626	αἰώνιον	αἰώνιον,
155627	ἥτις	ἥτις
155628	ἦν	ἦν
155629	πρὸς	πρὸς
155630	τὸν	τὸν
155631	Πατέρα	Πατέρα
155632	καὶ	καὶ
155633	ἐφανερώθη	ἐφανερώθη
155634	ἡμῖν	ἡμῖν,—
155639	ὃ	ὃ
155640	ἑωράκαμεν	ἑωράκαμεν
155641	καὶ	καὶ
155642	ἀκηκόαμεν	ἀκηκόαμεν,
155643	ἀπαγγέλλομεν	ἀπαγγέλλομεν
155644	καὶ	καὶ
155645	ὑμῖν	ὑμῖν,
155646	ἵνα	ἵνα
155647	καὶ	καὶ
155648	ὑμεῖς	ὑμεῖς
155649	κοινωνίαν	κοινωνίαν
155650	ἔχητε	ἔχητε
155651	μεθ᾽	μεθ᾽
155652	ἡμῶν	ἡμῶν.
155653	καὶ	καὶ
155654	ἡ	ἡ
155655	κοινωνία	κοινωνία
155656	δὲ	δὲ
155657	ἡ	ἡ
155658	ἡμετέρα	ἡμετέρα
155659	μετὰ	μετὰ
155660	τοῦ	τοῦ
155661	Πατρὸς	Πατρὸς
155662	καὶ	καὶ
155663	μετὰ	μετὰ
155664	τοῦ	τοῦ
155665	Υἱοῦ	Υἱοῦ
155666	αὐτοῦ	αὐτοῦ
155667	Ἰησοῦ	Ἰησοῦ
155668	Χριστοῦ	Χριστοῦ.
155673	καὶ	καὶ
155674	ταῦτα	ταῦτα
155675	γράφομεν	γράφομεν
155676	ἡμεῖς	ἡμεῖς
155677	ἵνα	ἵνα
155678	ἡ	ἡ
155679	χαρὰ	χαρὰ
155680	ἡμῶν	ἡμῶν
155681	ᾖ	ᾖ
155682	πεπληρωμένη	πεπληρωμένη.
155687	Καὶ	Καὶ
155688	ἔστιν	ἔστιν
155689	αὕτη	αὕτη
155690	ἡ	ἡ
155691	ἀγγελία	ἀγγελία
155692	ἣν	ἣν
155693	ἀκηκόαμεν	ἀκηκόαμεν
155694	ἀπ᾽	ἀπ᾽
155695	αὐτοῦ	αὐτοῦ
155696	καὶ	καὶ
155697	ἀναγγέλλομεν	ἀναγγέλλομεν
155698	ὑμῖν	ὑμῖν,
155699	ὅτι	ὅτι
155700	ὁ	ὁ
155701	Θεὸς	Θεὸς
155702	φῶς	φῶς
155703	ἐστιν	ἐστιν
155704	καὶ	καὶ
155705	σκοτία	σκοτία
155706	ἐν	ἐν
155707	αὐτῷ	αὐτῷ
155708	οὐκ	οὐκ
155709	ἔστιν	ἔστιν
155710	οὐδεμία	οὐδεμία.
155715	Ἐὰν	Ἐὰν
155716	εἴπωμεν	εἴπωμεν
155717	ὅτι	ὅτι
155718	κοινωνίαν	κοινωνίαν
155719	ἔχομεν	ἔχομεν
155720	μετ᾽	μετ᾽
155721	αὐτοῦ	αὐτοῦ
155722	καὶ	καὶ
155723	ἐν	ἐν
155724	τῷ	τῷ
155725	σκότει	σκότει
155726	περιπατῶμεν	περιπατῶμεν,
155727	ψευδόμεθα	ψευδόμεθα
155728	καὶ	καὶ
155729	οὐ	οὐ
155730	ποιοῦμεν	ποιοῦμεν
155731	τὴν	τὴν
155732	ἀλήθειαν	ἀλήθειαν·
155737	ἐὰν	ἐὰν
155738	＠	δὲ
155739	ἐν	ἐν
155740	τῷ	τῷ
155741	φωτὶ	φωτὶ
155742	περιπατῶμεν	περιπατῶμεν
155743	ὡς	ὡς
155744	αὐτός	αὐτός
155745	ἐστιν	ἐστιν
155746	ἐν	ἐν
155747	τῷ	τῷ
155748	φωτί	φωτί,
155749	κοινωνίαν	κοινωνίαν
155750	ἔχομεν	ἔχομεν
155751	μετ᾽	μετ᾽
155752	ἀλλήλων	ἀλλήλων
155753	καὶ	καὶ
155754	τὸ	τὸ
155755	αἷμα	αἷμα
155756	Ἰησοῦ	Ἰησοῦ
155757	τοῦ	τοῦ
155758	Υἱοῦ	Υἱοῦ
155759	αὐτοῦ	αὐτοῦ
155760	καθαρίζει	καθαρίζει
155761	ἡμᾶς	ἡμᾶς
155762	ἀπὸ	ἀπὸ
155763	πάσης	πάσης
155764	ἁμαρτίας	ἁμαρτίας.
155769	Ἐὰν	Ἐὰν
155770	εἴπωμεν	εἴπωμεν
155771	ὅτι	ὅτι
155772	ἁμαρτίαν	ἁμαρτίαν
155773	οὐκ	οὐκ
155774	ἔχομεν	ἔχομεν,
155775	ἑαυτοὺς	ἑαυτοὺς
155776	πλανῶμεν	πλανῶμεν
155777	καὶ	καὶ
155778	ἡ	ἡ
155779	ἀλήθεια	ἀλήθεια
155780	οὐκ	οὐκ
155781	ἔστιν	ἔστιν
155782	ἐν	ἐν
155783	ἡμῖν	ἡμῖν.
155788	ἐὰν	ἐὰν
155789	ὁμολογῶμεν	ὁμολογῶμεν
155790	τὰς	τὰς
155791	ἁμαρτίας	ἁμαρτίας
155792	ἡμῶν	ἡμῶν,
155793	πιστός	πιστός
155794	ἐστιν	ἐστιν
155795	καὶ	καὶ
155796	δίκαιος	δίκαιος,
155797	ἵνα	ἵνα
155798	ἀφῇ	ἀφῇ
155799	ἡμῖν	ἡμῖν
155800	τὰς	τὰς
155801	ἁμαρτίας	ἁμαρτίας
155802	καὶ	καὶ
155803	καθαρίσῃ	καθαρίσῃ
155804	ἡμᾶς	ἡμᾶς
155805	ἀπὸ	ἀπὸ
155806	πάσης	πάσης
155807	ἀδικίας	ἀδικίας.
155812	ἐὰν	ἐὰν
155813	εἴπωμεν	εἴπωμεν
155814	ὅτι	ὅτι
155815	οὐχ	οὐχ
155816	ἡμαρτήκαμεν	ἡμαρτήκαμεν,
155817	ψεύστην	ψεύστην
155818	ποιοῦμεν	ποιοῦμεν
155819	αὐτὸν	αὐτὸν
155820	καὶ	καὶ
155821	ὁ	ὁ
155822	λόγος	λόγος
155823	αὐτοῦ	αὐτοῦ
155824	οὐκ	οὐκ
155825	ἔστιν	ἔστιν
155826	ἐν	ἐν
155827	ἡμῖν	ἡμῖν.
155832	Τεκνία	Τεκνία
155833	μου	μου,
155834	ταῦτα	ταῦτα
155835	γράφω	γράφω
155836	ὑμῖν	ὑμῖν
155837	ἵνα	ἵνα
155838	μὴ	μὴ
155839	ἁμάρτητε	ἁμάρτητε.
155840	καὶ	καὶ
155841	ἐάν	ἐάν
155842	τις	τις
155843	ἁμάρτῃ	ἁμάρτῃ,
155844	Παράκλητον	Παράκλητον
155845	ἔχομεν	ἔχομεν
155846	πρὸς	πρὸς
155847	τὸν	τὸν
155848	Πατέρα	Πατέρα
155849	Ἰησοῦν	Ἰησοῦν
155850	Χριστὸν	Χριστὸν
155851	δίκαιον	δίκαιον·
155856	καὶ	καὶ
155857	αὐτὸς	αὐτὸς
155858	ἱλασμός	ἱλασμός
155859	ἐστιν	ἐστιν
155860	περὶ	περὶ
155861	τῶν	τῶν
155862	ἁμαρτιῶν	ἁμαρτιῶν
155863	ἡμῶν	ἡμῶν,
155864	οὐ	οὐ
155865	περὶ	περὶ
155866	τῶν	τῶν
155867	ἡμετέρων	ἡμετέρων
155868	δὲ	δὲ
155869	μόνον	μόνον
155870	ἀλλὰ	ἀλλὰ
155871	καὶ	καὶ
155872	περὶ	περὶ
155873	ὅλου	ὅλου
155874	τοῦ	τοῦ
155875	κόσμου	κόσμου.
155880	Καὶ	Καὶ
155881	ἐν	ἐν
155882	τούτῳ	τούτῳ
155883	γινώσκομεν	γινώσκομεν
155884	ὅτι	ὅτι
155885	ἐγνώκαμεν	ἐγνώκαμεν
155886	αὐτόν	αὐτόν,
155887	ἐὰν	ἐὰν
155888	τὰς	τὰς
155889	ἐντολὰς	ἐντολὰς
155890	αὐτοῦ	αὐτοῦ
155891	τηρῶμεν	τηρῶμεν.
155896	ὁ	ὁ
155897	λέγων	λέγων
155898	ὅτι	ὅτι
155899	Ἔγνωκα	“Ἔγνωκα
155900	αὐτόν	αὐτόν,
155901	καὶ	καὶ
155902	τὰς	τὰς
155903	ἐντολὰς	ἐντολὰς
155904	αὐτοῦ	αὐτοῦ
155905	μὴ	μὴ
155906	τηρῶν	τηρῶν,
155907	ψεύστης	ψεύστης
155908	ἐστίν	ἐστίν,
155909	καὶ	καὶ
155910	ἐν	ἐν
155911	τούτῳ	τούτῳ
155912	ἡ	ἡ
155913	ἀλήθεια	ἀλήθεια
155914	οὐκ	οὐκ
155915	ἔστιν	ἔστιν·
155920	ὃς	ὃς
155921	δ᾽	δ᾽
155922	ἂν	ἂν
155923	τηρῇ	τηρῇ
155924	αὐτοῦ	αὐτοῦ
155925	τὸν	τὸν
155926	λόγον	λόγον
155927	ἀληθῶς	ἀληθῶς
155928	ἐν	ἐν
155929	τούτῳ	τούτῳ
155930	ἡ	ἡ
155931	ἀγάπη	ἀγάπη
155932	τοῦ	τοῦ
155933	Θεοῦ	Θεοῦ
155934	τετελείωται	τετελείωται.
155935	Ἐν	Ἐν
155936	τούτῳ	τούτῳ
155937	γινώσκομεν	γινώσκομεν
155938	ὅτι	ὅτι
155939	ἐν	ἐν
155940	αὐτῷ	αὐτῷ
155941	ἐσμεν	ἐσμεν·
155946	ὁ	ὁ
155947	λέγων	λέγων
155948	ἐν	ἐν
155949	αὐτῷ	αὐτῷ
155950	μένειν	μένειν
155951	ὀφείλει	ὀφείλει
155952	καθὼς	καθὼς
155953	ἐκεῖνος	ἐκεῖνος
155954	περιεπάτησεν	περιεπάτησεν
155955	καὶ	καὶ
155956	αὐτὸς	αὐτὸς
155957	οὕτως	οὕτως
155958	περιπατεῖν	περιπατεῖν.
155963	Ἀγαπητοί	Ἀγαπητοί,
155964	οὐκ	οὐκ
155965	ἐντολὴν	ἐντολὴν
155966	καινὴν	καινὴν
155967	γράφω	γράφω
155968	ὑμῖν	ὑμῖν,
155969	ἀλλ᾽	ἀλλ᾽
155970	ἐντολὴν	ἐντολὴν
155971	παλαιὰν	παλαιὰν
155972	ἣν	ἣν
155973	εἴχετε	εἴχετε
155974	ἀπ᾽	ἀπ᾽
155975	ἀρχῆς	ἀρχῆς·
155976	ἡ	ἡ
155977	ἐντολὴ	ἐντολὴ
155978	ἡ	ἡ
155979	παλαιά	παλαιά
155980	ἐστιν	ἐστιν
155981	ὁ	ὁ
155982	λόγος	λόγος
155983	ὃν	ὃν
155984	ἠκούσατε	ἠκούσατε.
155989	πάλιν	πάλιν
155990	ἐντολὴν	ἐντολὴν
155991	καινὴν	καινὴν
155992	γράφω	γράφω
155993	ὑμῖν	ὑμῖν,
155994	ὅ	ὅ
155995	ἐστιν	ἐστιν
155996	ἀληθὲς	ἀληθὲς
155997	ἐν	ἐν
155998	αὐτῷ	αὐτῷ
155999	καὶ	καὶ
156000	ἐν	ἐν
156001	ὑμῖν	ὑμῖν,
156002	ὅτι	ὅτι
156003	ἡ	ἡ
156004	σκοτία	σκοτία
156005	παράγεται	παράγεται
156006	καὶ	καὶ
156007	τὸ	τὸ
156008	φῶς	φῶς
156009	τὸ	τὸ
156010	ἀληθινὸν	ἀληθινὸν
156011	ἤδη	ἤδη
156012	φαίνει	φαίνει.
156017	Ὁ	Ὁ
156018	λέγων	λέγων
156019	ἐν	ἐν
156020	τῷ	τῷ
156021	φωτὶ	φωτὶ
156022	εἶναι	εἶναι
156023	καὶ	καὶ
156024	τὸν	τὸν
156025	ἀδελφὸν	ἀδελφὸν
156026	αὐτοῦ	αὐτοῦ
156027	μισῶν	μισῶν
156028	ἐν	ἐν
156029	τῇ	τῇ
156030	σκοτίᾳ	σκοτίᾳ
156031	ἐστὶν	ἐστὶν
156032	ἕως	ἕως
156033	ἄρτι	ἄρτι.
156038	ὁ	ὁ
156039	ἀγαπῶν	ἀγαπῶν
156040	τὸν	τὸν
156041	ἀδελφὸν	ἀδελφὸν
156042	αὐτοῦ	αὐτοῦ
156043	ἐν	ἐν
156044	τῷ	τῷ
156045	φωτὶ	φωτὶ
156046	μένει	μένει,
156047	καὶ	καὶ
156048	σκάνδαλον	σκάνδαλον
156049	ἐν	ἐν
156050	αὐτῷ	αὐτῷ
156051	οὐκ	οὐκ
156052	ἔστιν	ἔστιν·
156057	ὁ	ὁ
156058	δὲ	δὲ
156059	μισῶν	μισῶν
156060	τὸν	τὸν
156061	ἀδελφὸν	ἀδελφὸν
156062	αὐτοῦ	αὐτοῦ
156063	ἐν	ἐν
156064	τῇ	τῇ
156065	σκοτίᾳ	σκοτίᾳ
156066	ἐστὶν	ἐστὶν
156067	καὶ	καὶ
156068	ἐν	ἐν
156069	τῇ	τῇ
156070	σκοτίᾳ	σκοτίᾳ
156071	περιπατεῖ	περιπατεῖ,
156072	καὶ	καὶ
156073	οὐκ	οὐκ
156074	οἶδεν	οἶδεν
156075	ποῦ	ποῦ
156076	ὑπάγει	ὑπάγει,
156077	ὅτι	ὅτι
156078	ἡ	ἡ
156079	σκοτία	σκοτία
156080	ἐτύφλωσεν	ἐτύφλωσεν
156081	τοὺς	τοὺς
