OGNTsort	book	chapter	verse	〈StrongNo｜AlternateStrongNo〉
019028	41	1	45	〈G2784｜〉
019029	41	1	45	〈G4183｜〉
019030	41	1	45	〈G2532｜〉
019031	41	1	45	〈G1310｜〉
019032	41	1	45	〈G3588｜〉
019033	41	1	45	〈G3056｜〉
019034	41	1	45	〈G5620｜〉
019035	41	1	45	〈G3371｜〉
019036	41	1	45	〈G846｜〉
019037	41	1	45	〈G1410｜〉
019038	41	1	45	〈G5320｜〉
019039	41	1	45	〈G1519｜〉
019040	41	1	45	〈G4172｜〉
019041	41	1	45	〈G1525｜〉
019042	41	1	45	〈G235｜〉
019043	41	1	45	〈G1854｜〉
019044	41	1	45	〈G1909｜〉
019045	41	1	45	〈G2048｜〉
019046	41	1	45	〈G5117｜〉
019047	41	1	45	〈G1510｜〉
019048	41	1	45	〈G2532｜〉
019049	41	1	45	〈G2064｜〉
019050	41	1	45	〈G4314｜〉
019051	41	1	45	〈G846｜〉
019052	41	1	45	〈G3840｜〉
019053	41	2	1	〈G2532｜〉
019054	41	2	1	〈G1525｜〉
019055	41	2	1	〈G3825｜〉
019056	41	2	1	〈G1519｜〉
019057	41	2	1	〈G2584｜〉
019058	41	2	1	〈G1223｜〉
019059	41	2	1	〈G2250｜〉
019060	41	2	1	〈G191｜〉
019061	41	2	1	〈G3754｜〉
019062	41	2	1	〈G1722｜〉
019063	41	2	1	〈G3624｜〉
019064	41	2	1	〈G1510｜〉
019065	41	2	2	〈G2532｜〉
019066	41	2	2	〈G4863｜〉
019067	41	2	2	〈G4183｜〉
019068	41	2	2	〈G5620｜〉
019069	41	2	2	〈G3371｜〉
019070	41	2	2	〈G5562｜〉
019071	41	2	2	〈G3366｜〉
019072	41	2	2	〈G3588｜〉
019073	41	2	2	〈G4314｜〉
019074	41	2	2	〈G3588｜〉
019075	41	2	2	〈G2374｜〉
019076	41	2	2	〈G2532｜〉
019077	41	2	2	〈G2980｜〉
019078	41	2	2	〈G846｜〉
019079	41	2	2	〈G3588｜〉
019080	41	2	2	〈G3056｜〉
019081	41	2	3	〈G2532｜〉
019082	41	2	3	〈G2064｜〉
019083	41	2	3	〈G5342｜〉
019084	41	2	3	〈G4314｜〉
019085	41	2	3	〈G846｜〉
019086	41	2	3	〈G3885｜〉
019087	41	2	3	〈G142｜〉
019088	41	2	3	〈G5259｜〉
019089	41	2	3	〈G5064｜〉
019090	41	2	4	〈G2532｜〉
019091	41	2	4	〈G3361｜〉
019092	41	2	4	〈G1410｜〉
019093	41	2	4	〈G4374｜〉
019094	41	2	4	〈G846｜〉
019095	41	2	4	〈G1223｜〉
019096	41	2	4	〈G3588｜〉
019097	41	2	4	〈G3793｜〉
019098	41	2	4	〈G648｜〉
019099	41	2	4	〈G3588｜〉
019100	41	2	4	〈G4721｜〉
019101	41	2	4	〈G3699｜〉
019102	41	2	4	〈G1510｜〉
019103	41	2	4	〈G2532｜〉
019104	41	2	4	〈G1846｜〉
019105	41	2	4	〈G5465｜〉
019106	41	2	4	〈G3588｜〉
019107	41	2	4	〈G2895｜〉
019108	41	2	4	〈G3699｜〉
019109	41	2	4	〈G3588｜〉
019110	41	2	4	〈G3885｜〉
019111	41	2	4	〈G2621｜〉
019112	41	2	5	〈G2532｜〉
019113	41	2	5	〈G1492｜G3708〉
019114	41	2	5	〈G3588｜〉
019115	41	2	5	〈G2424｜〉
019116	41	2	5	〈G3588｜〉
019117	41	2	5	〈G4102｜〉
019118	41	2	5	〈G846｜〉
019119	41	2	5	〈G3004｜〉
019120	41	2	5	〈G3588｜〉
019121	41	2	5	〈G3885｜〉
019122	41	2	5	〈G5043｜〉
019123	41	2	5	〈G863｜〉
019124	41	2	5	〈G4771｜〉
019125	41	2	5	〈G3588｜〉
019126	41	2	5	〈G266｜〉
019127	41	2	6	〈G1510｜〉
019128	41	2	6	〈G1161｜〉
019129	41	2	6	〈G5100｜〉
019130	41	2	6	〈G3588｜〉
019131	41	2	6	〈G1122｜〉
019132	41	2	6	〈G1563｜〉
019133	41	2	6	〈G2521｜〉
019134	41	2	6	〈G2532｜〉
019135	41	2	6	〈G1260｜〉
019136	41	2	6	〈G1722｜〉
019137	41	2	6	〈G3588｜〉
019138	41	2	6	〈G2588｜〉
019139	41	2	6	〈G846｜〉
019140	41	2	7	〈G5101｜〉
019141	41	2	7	〈G3778｜〉
019142	41	2	7	〈G3779｜〉
019143	41	2	7	〈G2980｜〉
019144	41	2	7	〈G987｜〉
019145	41	2	7	〈G5101｜〉
019146	41	2	7	〈G1410｜〉
019147	41	2	7	〈G863｜〉
019148	41	2	7	〈G266｜〉
019149	41	2	7	〈G1487｜〉
019150	41	2	7	〈G3361｜〉
019151	41	2	7	〈G1520｜〉
019152	41	2	7	〈G3588｜〉
019153	41	2	7	〈G2316｜〉
019154	41	2	8	〈G2532｜〉
019155	41	2	8	〈G2112｜〉
019156	41	2	8	〈G1921｜〉
019157	41	2	8	〈G3588｜〉
019158	41	2	8	〈G2424｜〉
019159	41	2	8	〈G3588｜〉
019160	41	2	8	〈G4151｜〉
019161	41	2	8	〈G846｜〉
019162	41	2	8	〈G3754｜〉
019163	41	2	8	〈G3779｜〉
019164	41	2	8	〈G1260｜〉
019165	41	2	8	〈G1722｜〉
019166	41	2	8	〈G1438｜〉
019167	41	2	8	〈G3004｜〉
019168	41	2	8	〈G846｜〉
019169	41	2	8	〈G5101｜〉
019170	41	2	8	〈G3778｜〉
019171	41	2	8	〈G1260｜〉
019172	41	2	8	〈G1722｜〉
019173	41	2	8	〈G3588｜〉
019174	41	2	8	〈G2588｜〉
019175	41	2	8	〈G4771｜〉
019176	41	2	9	〈G5101｜〉
019177	41	2	9	〈G1510｜〉
019178	41	2	9	〈G2123｜〉
019179	41	2	9	〈G2036｜〉
019180	41	2	9	〈G3588｜〉
019181	41	2	9	〈G3885｜〉
019182	41	2	9	〈G863｜〉
019183	41	2	9	〈G4771｜〉
019184	41	2	9	〈G3588｜〉
019185	41	2	9	〈G266｜〉
019186	41	2	9	〈G2228｜〉
019187	41	2	9	〈G2036｜〉
019188	41	2	9	〈G1453｜〉
019189	41	2	9	〈G2532｜〉
019190	41	2	9	〈G142｜〉
019191	41	2	9	〈G3588｜〉
019192	41	2	9	〈G2895｜〉
019193	41	2	9	〈G4771｜〉
019194	41	2	9	〈G2532｜〉
019195	41	2	9	〈G4043｜〉
019196	41	2	10	〈G2443｜〉
019197	41	2	10	〈G1161｜〉
019198	41	2	10	〈G1492｜〉
019199	41	2	10	〈G3754｜〉
019200	41	2	10	〈G1849｜〉
019201	41	2	10	〈G2192｜〉
019202	41	2	10	〈G3588｜〉
019203	41	2	10	〈G5207｜〉
019204	41	2	10	〈G3588｜〉
019205	41	2	10	〈G444｜〉
019206	41	2	10	〈G863｜〉
019207	41	2	10	〈G266｜〉
019208	41	2	10	〈G1909｜〉
019209	41	2	10	〈G3588｜〉
019210	41	2	10	〈G1093｜〉
019211	41	2	10	〈G3004｜〉
019212	41	2	10	〈G3588｜〉
019213	41	2	10	〈G3885｜〉
019214	41	2	11	〈G4771｜〉
019215	41	2	11	〈G3004｜〉
019216	41	2	11	〈G1453｜〉
019217	41	2	11	〈G142｜〉
019218	41	2	11	〈G3588｜〉
019219	41	2	11	〈G2895｜〉
019220	41	2	11	〈G4771｜〉
019221	41	2	11	〈G2532｜〉
019222	41	2	11	〈G5217｜〉
019223	41	2	11	〈G1519｜〉
019224	41	2	11	〈G3588｜〉
019225	41	2	11	〈G3624｜〉
019226	41	2	11	〈G4771｜〉
019227	41	2	12	〈G2532｜〉
019228	41	2	12	〈G1453｜〉
019229	41	2	12	〈G2532｜〉
019230	41	2	12	〈G2112｜〉
019231	41	2	12	〈G142｜〉
019232	41	2	12	〈G3588｜〉
019233	41	2	12	〈G2895｜〉
019234	41	2	12	〈G1831｜〉
019235	41	2	12	〈G1715｜〉
019236	41	2	12	〈G3956｜〉
019237	41	2	12	〈G5620｜〉
019238	41	2	12	〈G1839｜〉
019239	41	2	12	〈G3956｜〉
019240	41	2	12	〈G2532｜〉
019241	41	2	12	〈G1392｜〉
019242	41	2	12	〈G3588｜〉
019243	41	2	12	〈G2316｜〉
019244	41	2	12	〈G3004｜〉
019245	41	2	12	〈G3754｜〉
019246	41	2	12	〈G3779｜〉
019247	41	2	12	〈G3763｜〉
019248	41	2	12	〈G1492｜G3708〉
019249	41	2	13	〈G2532｜〉
019250	41	2	13	〈G1831｜〉
019251	41	2	13	〈G3825｜〉
019252	41	2	13	〈G3844｜〉
019253	41	2	13	〈G3588｜〉
019254	41	2	13	〈G2281｜〉
019255	41	2	13	〈G2532｜〉
019256	41	2	13	〈G3956｜〉
019257	41	2	13	〈G3588｜〉
019258	41	2	13	〈G3793｜〉
019259	41	2	13	〈G2064｜〉
019260	41	2	13	〈G4314｜〉
019261	41	2	13	〈G846｜〉
019262	41	2	13	〈G2532｜〉
019263	41	2	13	〈G1321｜〉
019264	41	2	13	〈G846｜〉
019265	41	2	14	〈G2532｜〉
019266	41	2	14	〈G3855｜〉
019267	41	2	14	〈G1492｜G3708〉
019268	41	2	14	〈G3017｜G3018〉
019269	41	2	14	〈G3588｜〉
019270	41	2	14	〈G3588｜〉
019271	41	2	14	〈G256｜〉
019272	41	2	14	〈G2521｜〉
019273	41	2	14	〈G1909｜〉
019274	41	2	14	〈G3588｜〉
019275	41	2	14	〈G5058｜〉
019276	41	2	14	〈G2532｜〉
019277	41	2	14	〈G3004｜〉
019278	41	2	14	〈G846｜〉
019279	41	2	14	〈G190｜〉
019280	41	2	14	〈G1473｜〉
019281	41	2	14	〈G2532｜〉
019282	41	2	14	〈G450｜〉
019283	41	2	14	〈G190｜〉
019284	41	2	14	〈G846｜〉
019285	41	2	15	〈G2532｜〉
019286	41	2	15	〈G1096｜〉
019287	41	2	15	〈G2621｜〉
019288	41	2	15	〈G846｜〉
019289	41	2	15	〈G1722｜〉
019290	41	2	15	〈G3588｜〉
019291	41	2	15	〈G3614｜〉
019292	41	2	15	〈G846｜〉
019293	41	2	15	〈G2532｜〉
019294	41	2	15	〈G4183｜〉
019295	41	2	15	〈G5057｜〉
019296	41	2	15	〈G2532｜〉
019297	41	2	15	〈G268｜〉
019298	41	2	15	〈G4873｜〉
019299	41	2	15	〈G3588｜〉
019300	41	2	15	〈G2424｜〉
019301	41	2	15	〈G2532｜〉
019302	41	2	15	〈G3588｜〉
019303	41	2	15	〈G3101｜〉
019304	41	2	15	〈G846｜〉
019305	41	2	15	〈G1510｜〉
019306	41	2	15	〈G1063｜〉
019307	41	2	15	〈G4183｜〉
019308	41	2	15	〈G2532｜〉
019309	41	2	15	〈G190｜〉
019310	41	2	15	〈G846｜〉
019311	41	2	16	〈G2532｜〉
019312	41	2	16	〈G3588｜〉
019313	41	2	16	〈G1122｜〉
019314	41	2	16	〈G3588｜〉
019315	41	2	16	〈G5330｜〉
019316	41	2	16	〈G1492｜G3708〉
019317	41	2	16	〈G3754｜〉
019318	41	2	16	〈G2068｜〉
019319	41	2	16	〈G3326｜〉
019320	41	2	16	〈G3588｜〉
019321	41	2	16	〈G268｜〉
019322	41	2	16	〈G2532｜〉
019323	41	2	16	〈G5057｜〉
019324	41	2	16	〈G3004｜G2036〉
019325	41	2	16	〈G3588｜〉
019326	41	2	16	〈G3101｜〉
019327	41	2	16	〈G846｜〉
019328	41	2	16	〈G3754｜〉
019329	41	2	16	〈G3326｜〉
019330	41	2	16	〈G3588｜〉
019331	41	2	16	〈G5057｜〉
019332	41	2	16	〈G2532｜〉
019333	41	2	16	〈G268｜〉
019334	41	2	16	〈G2068｜〉
019335	41	2	17	〈G2532｜〉
019336	41	2	17	〈G191｜〉
019337	41	2	17	〈G3588｜〉
019338	41	2	17	〈G2424｜〉
019339	41	2	17	〈G3004｜〉
019340	41	2	17	〈G846｜〉
019341	41	2	17	〈G3754｜〉
019342	41	2	17	〈G3756｜〉
019343	41	2	17	〈G5532｜〉
019344	41	2	17	〈G2192｜〉
019345	41	2	17	〈G3588｜〉
019346	41	2	17	〈G2480｜〉
019347	41	2	17	〈G2395｜〉
019348	41	2	17	〈G235｜〉
019349	41	2	17	〈G3588｜〉
019350	41	2	17	〈G2560｜〉
019351	41	2	17	〈G2192｜〉
019352	41	2	17	〈G3756｜〉
019353	41	2	17	〈G2064｜〉
019354	41	2	17	〈G2564｜〉
019355	41	2	17	〈G1342｜〉
019356	41	2	17	〈G235｜〉
019357	41	2	17	〈G268｜〉
019358	41	2	18	〈G2532｜〉
019359	41	2	18	〈G1510｜〉
019360	41	2	18	〈G3588｜〉
019361	41	2	18	〈G3101｜〉
019362	41	2	18	〈G2491｜〉
019363	41	2	18	〈G2532｜〉
019364	41	2	18	〈G3588｜〉
019365	41	2	18	〈G5330｜〉
019366	41	2	18	〈G3522｜〉
019367	41	2	18	〈G2532｜〉
019368	41	2	18	〈G2064｜〉
019369	41	2	18	〈G2532｜〉
019370	41	2	18	〈G3004｜〉
019371	41	2	18	〈G846｜〉
019372	41	2	18	〈G1223｜〉
019373	41	2	18	〈G5101｜〉
019374	41	2	18	〈G3588｜〉
019375	41	2	18	〈G3101｜〉
019376	41	2	18	〈G2491｜〉
019377	41	2	18	〈G2532｜〉
019378	41	2	18	〈G3588｜〉
019379	41	2	18	〈G3101｜〉
019380	41	2	18	〈G3588｜〉
019381	41	2	18	〈G5330｜〉
019382	41	2	18	〈G3522｜〉
019383	41	2	18	〈G3588｜〉
019384	41	2	18	〈G1161｜〉
019385	41	2	18	〈G4674｜〉
019386	41	2	18	〈G3101｜〉
019387	41	2	18	〈G3756｜〉
019388	41	2	18	〈G3522｜〉
019389	41	2	19	〈G2532｜〉
019390	41	2	19	〈G2036｜〉
019391	41	2	19	〈G846｜〉
019392	41	2	19	〈G3588｜〉
019393	41	2	19	〈G2424｜〉
019394	41	2	19	〈G3361｜〉
019395	41	2	19	〈G1410｜〉
019396	41	2	19	〈G3588｜〉
019397	41	2	19	〈G5207｜〉
019398	41	2	19	〈G3588｜〉
019399	41	2	19	〈G3567｜〉
019400	41	2	19	〈G1722｜〉
019401	41	2	19	〈G3739｜〉
019402	41	2	19	〈G3588｜〉
019403	41	2	19	〈G3566｜〉
019404	41	2	19	〈G3326｜〉
019405	41	2	19	〈G846｜〉
019406	41	2	19	〈G1510｜〉
019407	41	2	19	〈G3522｜〉
019408	41	2	19	〈G3745｜〉
019409	41	2	19	〈G5550｜〉
019410	41	2	19	〈G2192｜〉
019411	41	2	19	〈G3588｜〉
019412	41	2	19	〈G3566｜〉
019413	41	2	19	〈G3326｜〉
019414	41	2	19	〈G846｜〉
019415	41	2	19	〈G3756｜〉
019416	41	2	19	〈G1410｜〉
019417	41	2	19	〈G3522｜〉
019418	41	2	20	〈G2064｜〉
019419	41	2	20	〈G1161｜〉
019420	41	2	20	〈G2250｜〉
019421	41	2	20	〈G3752｜〉
019422	41	2	20	〈G522｜〉
019423	41	2	20	〈G575｜〉
019424	41	2	20	〈G846｜〉
019425	41	2	20	〈G3588｜〉
019426	41	2	20	〈G3566｜〉
019427	41	2	20	〈G2532｜〉
019428	41	2	20	〈G5119｜〉
019429	41	2	20	〈G3522｜〉
019430	41	2	20	〈G1722｜〉
019431	41	2	20	〈G1565｜〉
019432	41	2	20	〈G3588｜〉
019433	41	2	20	〈G2250｜〉
019434	41	2	21	〈G3762｜〉
019435	41	2	21	〈G1915｜〉
019436	41	2	21	〈G4470｜〉
019437	41	2	21	〈G46｜〉
019438	41	2	21	〈G1976｜〉
019439	41	2	21	〈G1909｜〉
019440	41	2	21	〈G2440｜〉
019441	41	2	21	〈G3820｜〉
019442	41	2	21	〈G1487｜〉
019443	41	2	21	〈G1161｜〉
019444	41	2	21	〈G3361｜〉
019445	41	2	21	〈G142｜〉
019446	41	2	21	〈G3588｜〉
019447	41	2	21	〈G4138｜〉
019448	41	2	21	〈G575｜〉
019449	41	2	21	〈G846｜〉
019450	41	2	21	〈G3588｜〉
019451	41	2	21	〈G2537｜〉
019452	41	2	21	〈G3588｜〉
019453	41	2	21	〈G3820｜〉
019454	41	2	21	〈G2532｜〉
019455	41	2	21	〈G5501｜〉
019456	41	2	21	〈G4978｜〉
019457	41	2	21	〈G1096｜〉
019458	41	2	22	〈G2532｜〉
019459	41	2	22	〈G3762｜〉
019460	41	2	22	〈G906｜〉
019461	41	2	22	〈G3631｜〉
019462	41	2	22	〈G3501｜〉
019463	41	2	22	〈G1519｜〉
019464	41	2	22	〈G779｜〉
019465	41	2	22	〈G3820｜〉
019466	41	2	22	〈G1487｜〉
019467	41	2	22	〈G1161｜〉
019468	41	2	22	〈G3361｜〉
019469	41	2	22	〈G4486｜〉
019470	41	2	22	〈G3588｜〉
019471	41	2	22	〈G3631｜〉
019472	41	2	22	〈G3588｜〉
019473	41	2	22	〈G779｜〉
019474	41	2	22	〈G2532｜〉
019475	41	2	22	〈G3588｜〉
019476	41	2	22	〈G3631｜〉
019477	41	2	22	〈G622｜〉
019478	41	2	22	〈G2532｜〉
019479	41	2	22	〈G3588｜〉
019480	41	2	22	〈G779｜〉
019481	41	2	22	〈G235｜〉
019482	41	2	22	〈G3631｜〉
019483	41	2	22	〈G3501｜〉
019484	41	2	22	〈G1519｜〉
019485	41	2	22	〈G779｜〉
019486	41	2	22	〈G2537｜〉
019487	41	2	23	〈G2532｜〉
019488	41	2	23	〈G1096｜〉
019489	41	2	23	〈G846｜〉
019490	41	2	23	〈G1722｜〉
019491	41	2	23	〈G3588｜〉
019492	41	2	23	〈G4521｜〉
019493	41	2	23	〈G3899｜〉
019494	41	2	23	〈G1223｜〉
019495	41	2	23	〈G3588｜〉
019496	41	2	23	〈G4702｜〉
019497	41	2	23	〈G2532｜〉
019498	41	2	23	〈G3588｜〉
019499	41	2	23	〈G3101｜〉
019500	41	2	23	〈G846｜〉
019501	41	2	23	〈G757｜G756〉
019502	41	2	23	〈G3598｜〉
019503	41	2	23	〈G4160｜〉
019504	41	2	23	〈G5089｜〉
019505	41	2	23	〈G3588｜〉
019506	41	2	23	〈G4719｜〉
019507	41	2	24	〈G2532｜〉
019508	41	2	24	〈G3588｜〉
019509	41	2	24	〈G5330｜〉
019510	41	2	24	〈G3004｜G2036〉
019511	41	2	24	〈G846｜〉
019512	41	2	24	〈G2396｜G2400〉
019513	41	2	24	〈G5101｜〉
019514	41	2	24	〈G4160｜〉
019515	41	2	24	〈G3588｜〉
019516	41	2	24	〈G4521｜〉
019517	41	2	24	〈G3739｜〉
019518	41	2	24	〈G3756｜〉
019519	41	2	24	〈G1832｜〉
019520	41	2	25	〈G2532｜〉
019521	41	2	25	〈G3004｜〉
019522	41	2	25	〈G846｜〉
019523	41	2	25	〈G3763｜〉
019524	41	2	25	〈G314｜〉
019525	41	2	25	〈G5101｜〉
019526	41	2	25	〈G4160｜〉
019527	41	2	25	〈G1138｜〉
019528	41	2	25	〈G3753｜〉
019529	41	2	25	〈G5532｜〉
019530	41	2	25	〈G2192｜〉
019531	41	2	25	〈G2532｜〉
019532	41	2	25	〈G3983｜〉
019533	41	2	25	〈G846｜〉
019534	41	2	25	〈G2532｜〉
019535	41	2	25	〈G3588｜〉
019536	41	2	25	〈G3326｜〉
019537	41	2	25	〈G846｜〉
019538	41	2	26	〈G4459｜〉
019539	41	2	26	〈G1525｜〉
019540	41	2	26	〈G1519｜〉
019541	41	2	26	〈G3588｜〉
019542	41	2	26	〈G3624｜〉
019543	41	2	26	〈G3588｜〉
019544	41	2	26	〈G2316｜〉
019545	41	2	26	〈G1909｜〉
019546	41	2	26	〈G8｜〉
019547	41	2	26	〈G749｜〉
019548	41	2	26	〈G2532｜〉
019549	41	2	26	〈G3588｜〉
019550	41	2	26	〈G740｜〉
019551	41	2	26	〈G3588｜〉
019552	41	2	26	〈G4286｜〉
019553	41	2	26	〈G5315｜〉
019554	41	2	26	〈G3739｜〉
019555	41	2	26	〈G3756｜〉
019556	41	2	26	〈G1832｜〉
019557	41	2	26	〈G5315｜〉
019558	41	2	26	〈G1487｜〉
019559	41	2	26	〈G3361｜〉
019560	41	2	26	〈G3588｜〉
019561	41	2	26	〈G2409｜〉
019562	41	2	26	〈G2532｜〉
019563	41	2	26	〈G1325｜〉
019564	41	2	26	〈G2532｜〉
019565	41	2	26	〈G3588｜〉
019566	41	2	26	〈G4862｜〉
019567	41	2	26	〈G846｜〉
019568	41	2	26	〈G1510｜〉
019569	41	2	27	〈G2532｜〉
019570	41	2	27	〈G3004｜G2036〉
019571	41	2	27	〈G846｜〉
019572	41	2	27	〈G3588｜〉
019573	41	2	27	〈G4521｜〉
019574	41	2	27	〈G1223｜〉
019575	41	2	27	〈G3588｜〉
019576	41	2	27	〈G444｜〉
019577	41	2	27	〈G1096｜〉
019578	41	2	27	〈G2532｜〉
019579	41	2	27	〈G3756｜〉
019580	41	2	27	〈G3588｜〉
019581	41	2	27	〈G444｜〉
019582	41	2	27	〈G1223｜〉
019583	41	2	27	〈G3588｜〉
019584	41	2	27	〈G4521｜〉
019585	41	2	28	〈G5620｜〉
019586	41	2	28	〈G2962｜〉
019587	41	2	28	〈G1510｜〉
019588	41	2	28	〈G3588｜〉
019589	41	2	28	〈G5207｜〉
019590	41	2	28	〈G3588｜〉
019591	41	2	28	〈G444｜〉
019592	41	2	28	〈G2532｜〉
019593	41	2	28	〈G3588｜〉
019594	41	2	28	〈G4521｜〉
019595	41	3	1	〈G2532｜〉
019596	41	3	1	〈G1525｜〉
019597	41	3	1	〈G3825｜〉
019598	41	3	1	〈G1519｜〉
019599	41	3	1	〈G3588｜〉
019600	41	3	1	〈G4864｜〉
019601	41	3	1	〈G2532｜〉
019602	41	3	1	〈G1510｜〉
019603	41	3	1	〈G1563｜〉
019604	41	3	1	〈G444｜〉
019605	41	3	1	〈G3583｜〉
019606	41	3	1	〈G2192｜〉
019607	41	3	1	〈G3588｜〉
019608	41	3	1	〈G5495｜〉
019609	41	3	2	〈G2532｜〉
019610	41	3	2	〈G3906｜〉
019611	41	3	2	〈G846｜〉
019612	41	3	2	〈G1487｜〉
019613	41	3	2	〈G3588｜〉
019614	41	3	2	〈G4521｜〉
019615	41	3	2	〈G2323｜〉
019616	41	3	2	〈G846｜〉
019617	41	3	2	〈G2443｜〉
019618	41	3	2	〈G2723｜〉
019619	41	3	2	〈G846｜〉
019620	41	3	3	〈G2532｜〉
019621	41	3	3	〈G3004｜〉
019622	41	3	3	〈G3588｜〉
019623	41	3	3	〈G444｜〉
019624	41	3	3	〈G3588｜〉
019625	41	3	3	〈G3588｜〉
019626	41	3	3	〈G5495｜〉
019627	41	3	3	〈G2192｜〉
019628	41	3	3	〈G3584｜〉
019629	41	3	3	〈G1453｜〉
019630	41	3	3	〈G1519｜〉
019631	41	3	3	〈G3588｜〉
019632	41	3	3	〈G3319｜〉
019633	41	3	4	〈G2532｜〉
019634	41	3	4	〈G3004｜〉
019635	41	3	4	〈G846｜〉
019636	41	3	4	〈G1832｜〉
019637	41	3	4	〈G3588｜〉
019638	41	3	4	〈G4521｜〉
019639	41	3	4	〈G18｜G15〉
019640	41	3	4	〈G4160｜〉
019641	41	3	4	〈G2228｜〉
019642	41	3	4	〈G2554｜〉
019643	41	3	4	〈G5590｜〉
019644	41	3	4	〈G4982｜〉
019645	41	3	4	〈G2228｜〉
019646	41	3	4	〈G615｜〉
019647	41	3	4	〈G3588｜〉
019648	41	3	4	〈G1161｜〉
019649	41	3	4	〈G4623｜〉
019650	41	3	5	〈G2532｜〉
019651	41	3	5	〈G4017｜〉
019652	41	3	5	〈G846｜〉
019653	41	3	5	〈G3326｜〉
019654	41	3	5	〈G3709｜〉
019655	41	3	5	〈G4818｜〉
019656	41	3	5	〈G1909｜〉
019657	41	3	5	〈G3588｜〉
019658	41	3	5	〈G4457｜〉
019659	41	3	5	〈G3588｜〉
019660	41	3	5	〈G2588｜〉
019661	41	3	5	〈G846｜〉
019662	41	3	5	〈G3004｜〉
019663	41	3	5	〈G3588｜〉
019664	41	3	5	〈G444｜〉
019665	41	3	5	〈G1614｜〉
019666	41	3	5	〈G3588｜〉
019667	41	3	5	〈G5495｜〉
019668	41	3	5	〈G2532｜〉
019669	41	3	5	〈G1614｜〉
019670	41	3	5	〈G2532｜〉
019671	41	3	5	〈G600｜〉
019672	41	3	5	〈G3588｜〉
019673	41	3	5	〈G5495｜〉
019674	41	3	5	〈G846｜〉
019675	41	3	6	〈G2532｜〉
019676	41	3	6	〈G1831｜〉
019677	41	3	6	〈G3588｜〉
019678	41	3	6	〈G5330｜〉
019679	41	3	6	〈G2112｜〉
019680	41	3	6	〈G3326｜〉
019681	41	3	6	〈G3588｜〉
019682	41	3	6	〈G2265｜〉
019683	41	3	6	〈G4824｜〉
019684	41	3	6	〈G1325｜〉
019685	41	3	6	〈G2596｜〉
019686	41	3	6	〈G846｜〉
019687	41	3	6	〈G3704｜〉
019688	41	3	6	〈G846｜〉
019689	41	3	6	〈G622｜〉
019690	41	3	7	〈G2532｜〉
019691	41	3	7	〈G3588｜〉
019692	41	3	7	〈G2424｜〉
019693	41	3	7	〈G3326｜〉
019694	41	3	7	〈G3588｜〉
019695	41	3	7	〈G3101｜〉
019696	41	3	7	〈G846｜〉
019697	41	3	7	〈G402｜〉
019698	41	3	7	〈G4314｜〉
019699	41	3	7	〈G3588｜〉
019700	41	3	7	〈G2281｜〉
019701	41	3	7	〈G2532｜〉
019702	41	3	7	〈G4183｜〉
019703	41	3	7	〈G4128｜〉
019704	41	3	7	〈G575｜〉
019705	41	3	7	〈G3588｜〉
019706	41	3	7	〈G1056｜〉
019707	41	3	7	〈G190｜〉
019708	41	3	7	〈G2532｜〉
019709	41	3	7	〈G575｜〉
019710	41	3	7	〈G3588｜〉
019711	41	3	7	〈G2449｜〉
019712	41	3	8	〈G2532｜〉
019713	41	3	8	〈G575｜〉
019714	41	3	8	〈G2414｜〉
019715	41	3	8	〈G2532｜〉
019716	41	3	8	〈G575｜〉
019717	41	3	8	〈G3588｜〉
019718	41	3	8	〈G2401｜〉
019719	41	3	8	〈G2532｜〉
019720	41	3	8	〈G4008｜〉
019721	41	3	8	〈G3588｜〉
019722	41	3	8	〈G2446｜〉
019723	41	3	8	〈G2532｜〉
019724	41	3	8	〈G4012｜〉
019725	41	3	8	〈G5184｜〉
019726	41	3	8	〈G2532｜〉
019727	41	3	8	〈G4605｜〉
019728	41	3	8	〈G4128｜〉
019729	41	3	8	〈G4183｜〉
019730	41	3	8	〈G191｜〉
019731	41	3	8	〈G3745｜〉
019732	41	3	8	〈G4160｜〉
019733	41	3	8	〈G2064｜〉
019734	41	3	8	〈G4314｜〉
019735	41	3	8	〈G846｜〉
019736	41	3	9	〈G2532｜〉
019737	41	3	9	〈G2036｜〉
019738	41	3	9	〈G3588｜〉
019739	41	3	9	〈G3101｜〉
019740	41	3	9	〈G846｜〉
019741	41	3	9	〈G2443｜〉
019742	41	3	9	〈G4142｜〉
019743	41	3	9	〈G4342｜〉
019744	41	3	9	〈G846｜〉
019745	41	3	9	〈G1223｜〉
019746	41	3	9	〈G3588｜〉
019747	41	3	9	〈G3793｜〉
019748	41	3	9	〈G2443｜〉
019749	41	3	9	〈G3361｜〉
019750	41	3	9	〈G2346｜〉
019751	41	3	9	〈G846｜〉
019752	41	3	10	〈G4183｜〉
019753	41	3	10	〈G1063｜〉
019754	41	3	10	〈G2323｜〉
019755	41	3	10	〈G5620｜〉
019756	41	3	10	〈G1968｜〉
019757	41	3	10	〈G846｜〉
019758	41	3	10	〈G2443｜〉
019759	41	3	10	〈G846｜〉
019760	41	3	10	〈G681｜G680〉
019761	41	3	10	〈G3745｜〉
019762	41	3	10	〈G2192｜〉
019763	41	3	10	〈G3148｜〉
019764	41	3	11	〈G2532｜〉
019765	41	3	11	〈G3588｜〉
019766	41	3	11	〈G4151｜〉
