OGNTsort	book	chapter	verse	〈StrongNo｜AlternateStrongNo〉
055737	43	8	48	〈G3588｜〉
055738	43	8	48	〈G2453｜〉
055739	43	8	48	〈G2532｜〉
055740	43	8	48	〈G2036｜〉
055741	43	8	48	〈G846｜〉
055742	43	8	48	〈G3756｜〉
055743	43	8	48	〈G2573｜〉
055744	43	8	48	〈G3004｜〉
055745	43	8	48	〈G1473｜〉
055746	43	8	48	〈G3754｜〉
055747	43	8	48	〈G4541｜〉
055748	43	8	48	〈G1510｜〉
055749	43	8	48	〈G4771｜〉
055750	43	8	48	〈G2532｜〉
055751	43	8	48	〈G1140｜〉
055752	43	8	48	〈G2192｜〉
055753	43	8	49	〈G611｜〉
055754	43	8	49	〈G2424｜〉
055755	43	8	49	〈G1473｜〉
055756	43	8	49	〈G1140｜〉
055757	43	8	49	〈G3756｜〉
055758	43	8	49	〈G2192｜〉
055759	43	8	49	〈G235｜〉
055760	43	8	49	〈G5091｜〉
055761	43	8	49	〈G3588｜〉
055762	43	8	49	〈G3962｜〉
055763	43	8	49	〈G1473｜〉
055764	43	8	49	〈G2532｜〉
055765	43	8	49	〈G4771｜〉
055766	43	8	49	〈G818｜〉
055767	43	8	49	〈G1473｜〉
055768	43	8	50	〈G1473｜〉
055769	43	8	50	〈G1161｜〉
055770	43	8	50	〈G3756｜〉
055771	43	8	50	〈G2212｜〉
055772	43	8	50	〈G3588｜〉
055773	43	8	50	〈G1391｜〉
055774	43	8	50	〈G1473｜〉
055775	43	8	50	〈G1510｜〉
055776	43	8	50	〈G3588｜〉
055777	43	8	50	〈G2212｜〉
055778	43	8	50	〈G2532｜〉
055779	43	8	50	〈G2919｜〉
055780	43	8	51	〈G281｜〉
055781	43	8	51	〈G281｜〉
055782	43	8	51	〈G3004｜〉
055783	43	8	51	〈G4771｜〉
055784	43	8	51	〈G1437｜〉
055785	43	8	51	〈G5100｜〉
055786	43	8	51	〈G3588｜〉
055787	43	8	51	〈G1699｜〉
055788	43	8	51	〈G3056｜〉
055789	43	8	51	〈G5083｜〉
055790	43	8	51	〈G2288｜〉
055791	43	8	51	〈G3756｜〉
055792	43	8	51	〈G3361｜〉
055793	43	8	51	〈G2334｜〉
055794	43	8	51	〈G1519｜〉
055795	43	8	51	〈G3588｜〉
055796	43	8	51	〈G165｜〉
055797	43	8	52	〈G2036｜〉
055798	43	8	52	〈G3767｜〉
055799	43	8	52	〈G846｜〉
055800	43	8	52	〈G3588｜〉
055801	43	8	52	〈G2453｜〉
055802	43	8	52	〈G3568｜〉
055803	43	8	52	〈G1097｜〉
055804	43	8	52	〈G3754｜〉
055805	43	8	52	〈G1140｜〉
055806	43	8	52	〈G2192｜〉
055807	43	8	52	〈G11｜〉
055808	43	8	52	〈G599｜〉
055809	43	8	52	〈G2532｜〉
055810	43	8	52	〈G3588｜〉
055811	43	8	52	〈G4396｜〉
055812	43	8	52	〈G2532｜〉
055813	43	8	52	〈G4771｜〉
055814	43	8	52	〈G3004｜〉
055815	43	8	52	〈G1437｜〉
055816	43	8	52	〈G5100｜〉
055817	43	8	52	〈G3588｜〉
055818	43	8	52	〈G3056｜〉
055819	43	8	52	〈G1473｜〉
055820	43	8	52	〈G5083｜〉
055821	43	8	52	〈G3756｜〉
055822	43	8	52	〈G3361｜〉
055823	43	8	52	〈G1089｜〉
055824	43	8	52	〈G2288｜〉
055825	43	8	52	〈G1519｜〉
055826	43	8	52	〈G3588｜〉
055827	43	8	52	〈G165｜〉
055828	43	8	53	〈G3361｜〉
055829	43	8	53	〈G4771｜〉
055830	43	8	53	〈G3173｜〉
055831	43	8	53	〈G1510｜〉
055832	43	8	53	〈G3588｜〉
055833	43	8	53	〈G3962｜〉
055834	43	8	53	〈G1473｜〉
055835	43	8	53	〈G11｜〉
055836	43	8	53	〈G3748｜〉
055837	43	8	53	〈G599｜〉
055838	43	8	53	〈G2532｜〉
055839	43	8	53	〈G3588｜〉
055840	43	8	53	〈G4396｜〉
055841	43	8	53	〈G599｜〉
055842	43	8	53	〈G5101｜〉
055843	43	8	53	〈G4572｜〉
055844	43	8	53	〈G4160｜〉
055845	43	8	54	〈G611｜〉
055846	43	8	54	〈G2424｜〉
055847	43	8	54	〈G1437｜〉
055848	43	8	54	〈G1473｜〉
055849	43	8	54	〈G1392｜〉
055850	43	8	54	〈G1683｜〉
055851	43	8	54	〈G3588｜〉
055852	43	8	54	〈G1391｜〉
055853	43	8	54	〈G1473｜〉
055854	43	8	54	〈G3762｜〉
055855	43	8	54	〈G1510｜〉
055856	43	8	54	〈G1510｜〉
055857	43	8	54	〈G3588｜〉
055858	43	8	54	〈G3962｜〉
055859	43	8	54	〈G1473｜〉
055860	43	8	54	〈G3588｜〉
055861	43	8	54	〈G1392｜〉
055862	43	8	54	〈G1473｜〉
055863	43	8	54	〈G3739｜〉
055864	43	8	54	〈G4771｜〉
055865	43	8	54	〈G3004｜〉
055866	43	8	54	〈G3754｜〉
055867	43	8	54	〈G2316｜〉
055868	43	8	54	〈G1473｜〉
055869	43	8	54	〈G1510｜〉
055870	43	8	55	〈G2532｜〉
055871	43	8	55	〈G3756｜〉
055872	43	8	55	〈G1097｜〉
055873	43	8	55	〈G846｜〉
055874	43	8	55	〈G1473｜〉
055875	43	8	55	〈G1161｜〉
055876	43	8	55	〈G1492｜〉
055877	43	8	55	〈G846｜〉
055878	43	8	55	〈G2579｜〉
055879	43	8	55	〈G2036｜〉
055880	43	8	55	〈G3754｜〉
055881	43	8	55	〈G3756｜〉
055882	43	8	55	〈G1492｜〉
055883	43	8	55	〈G846｜〉
055884	43	8	55	〈G1510｜〉
055885	43	8	55	〈G3664｜〉
055886	43	8	55	〈G4771｜〉
055887	43	8	55	〈G5583｜〉
055888	43	8	55	〈G235｜〉
055889	43	8	55	〈G1492｜〉
055890	43	8	55	〈G846｜〉
055891	43	8	55	〈G2532｜〉
055892	43	8	55	〈G3588｜〉
055893	43	8	55	〈G3056｜〉
055894	43	8	55	〈G846｜〉
055895	43	8	55	〈G5083｜〉
055896	43	8	56	〈G11｜〉
055897	43	8	56	〈G3588｜〉
055898	43	8	56	〈G3962｜〉
055899	43	8	56	〈G4771｜〉
055900	43	8	56	〈G21｜〉
055901	43	8	56	〈G2443｜〉
055902	43	8	56	〈G1492｜G3708〉
055903	43	8	56	〈G3588｜〉
055904	43	8	56	〈G2250｜〉
055905	43	8	56	〈G3588｜〉
055906	43	8	56	〈G1699｜〉
055907	43	8	56	〈G2532｜〉
055908	43	8	56	〈G1492｜G3708〉
055909	43	8	56	〈G2532｜〉
055910	43	8	56	〈G5463｜〉
055911	43	8	57	〈G2036｜〉
055912	43	8	57	〈G3767｜〉
055913	43	8	57	〈G3588｜〉
055914	43	8	57	〈G2453｜〉
055915	43	8	57	〈G4314｜〉
055916	43	8	57	〈G846｜〉
055917	43	8	57	〈G4004｜〉
055918	43	8	57	〈G2094｜〉
055919	43	8	57	〈G3768｜〉
055920	43	8	57	〈G2192｜〉
055921	43	8	57	〈G2532｜〉
055922	43	8	57	〈G11｜〉
055923	43	8	57	〈G3708｜〉
055924	43	8	58	〈G2036｜〉
055925	43	8	58	〈G846｜〉
055926	43	8	58	〈G2424｜〉
055927	43	8	58	〈G281｜〉
055928	43	8	58	〈G281｜〉
055929	43	8	58	〈G3004｜〉
055930	43	8	58	〈G4771｜〉
055931	43	8	58	〈G4250｜〉
055932	43	8	58	〈G11｜〉
055933	43	8	58	〈G1096｜〉
055934	43	8	58	〈G1473｜〉
055935	43	8	58	〈G1510｜〉
055936	43	8	59	〈G142｜〉
055937	43	8	59	〈G3767｜〉
055938	43	8	59	〈G3037｜〉
055939	43	8	59	〈G2443｜〉
055940	43	8	59	〈G906｜〉
055941	43	8	59	〈G1909｜〉
055942	43	8	59	〈G846｜〉
055943	43	8	59	〈G2424｜〉
055944	43	8	59	〈G1161｜〉
055945	43	8	59	〈G2928｜〉
055946	43	8	59	〈G2532｜〉
055947	43	8	59	〈G1831｜〉
055948	43	8	59	〈G1537｜〉
055949	43	8	59	〈G3588｜〉
055950	43	8	59	〈G2411｜〉
055951	43	9	1	〈G2532｜〉
055952	43	9	1	〈G3855｜〉
055953	43	9	1	〈G1492｜G3708〉
055954	43	9	1	〈G444｜〉
055955	43	9	1	〈G5185｜〉
055956	43	9	1	〈G1537｜〉
055957	43	9	1	〈G1079｜〉
055958	43	9	2	〈G2532｜〉
055959	43	9	2	〈G2065｜〉
055960	43	9	2	〈G846｜〉
055961	43	9	2	〈G3588｜〉
055962	43	9	2	〈G3101｜〉
055963	43	9	2	〈G846｜〉
055964	43	9	2	〈G3004｜〉
055965	43	9	2	〈G4461｜〉
055966	43	9	2	〈G5101｜〉
055967	43	9	2	〈G264｜〉
055968	43	9	2	〈G3778｜〉
055969	43	9	2	〈G2228｜〉
055970	43	9	2	〈G3588｜〉
055971	43	9	2	〈G1118｜〉
055972	43	9	2	〈G846｜〉
055973	43	9	2	〈G2443｜〉
055974	43	9	2	〈G5185｜〉
055975	43	9	2	〈G1080｜〉
055976	43	9	3	〈G611｜〉
055977	43	9	3	〈G2424｜〉
055978	43	9	3	〈G3777｜〉
055979	43	9	3	〈G3778｜〉
055980	43	9	3	〈G264｜〉
055981	43	9	3	〈G3777｜〉
055982	43	9	3	〈G3588｜〉
055983	43	9	3	〈G1118｜〉
055984	43	9	3	〈G846｜〉
055985	43	9	3	〈G235｜〉
055986	43	9	3	〈G2443｜〉
055987	43	9	3	〈G5319｜〉
055988	43	9	3	〈G3588｜〉
055989	43	9	3	〈G2041｜〉
055990	43	9	3	〈G3588｜〉
055991	43	9	3	〈G2316｜〉
055992	43	9	3	〈G1722｜〉
055993	43	9	3	〈G846｜〉
055994	43	9	4	〈G1473｜〉
055995	43	9	4	〈G1210｜G1163〉
055996	43	9	4	〈G2038｜〉
055997	43	9	4	〈G3588｜〉
055998	43	9	4	〈G2041｜〉
055999	43	9	4	〈G3588｜〉
056000	43	9	4	〈G3992｜〉
056001	43	9	4	〈G1473｜〉
056002	43	9	4	〈G2193｜〉
056003	43	9	4	〈G2250｜〉
056004	43	9	4	〈G1510｜〉
056005	43	9	4	〈G2064｜〉
056006	43	9	4	〈G3571｜〉
056007	43	9	4	〈G3753｜〉
056008	43	9	4	〈G3762｜〉
056009	43	9	4	〈G1410｜〉
056010	43	9	4	〈G2038｜〉
056011	43	9	5	〈G3752｜〉
056012	43	9	5	〈G1722｜〉
056013	43	9	5	〈G3588｜〉
056014	43	9	5	〈G2889｜〉
056015	43	9	5	〈G1510｜〉
056016	43	9	5	〈G5457｜〉
056017	43	9	5	〈G1510｜〉
056018	43	9	5	〈G3588｜〉
056019	43	9	5	〈G2889｜〉
056020	43	9	6	〈G3778｜〉
056021	43	9	6	〈G2036｜〉
056022	43	9	6	〈G4429｜〉
056023	43	9	6	〈G5476｜〉
056024	43	9	6	〈G2532｜〉
056025	43	9	6	〈G4160｜〉
056026	43	9	6	〈G4081｜〉
056027	43	9	6	〈G1537｜〉
056028	43	9	6	〈G3588｜〉
056029	43	9	6	〈G4427｜〉
056030	43	9	6	〈G2532｜〉
056031	43	9	6	〈G2025｜〉
056032	43	9	6	〈G846｜〉
056033	43	9	6	〈G3588｜〉
056034	43	9	6	〈G4081｜〉
056035	43	9	6	〈G1909｜〉
056036	43	9	6	〈G3588｜〉
056037	43	9	6	〈G3788｜〉
056038	43	9	7	〈G2532｜〉
056039	43	9	7	〈G2036｜〉
056040	43	9	7	〈G846｜〉
056041	43	9	7	〈G5217｜〉
056042	43	9	7	〈G3538｜〉
056043	43	9	7	〈G1519｜〉
056044	43	9	7	〈G3588｜〉
056045	43	9	7	〈G2861｜〉
056046	43	9	7	〈G3588｜〉
056047	43	9	7	〈G4611｜〉
056048	43	9	7	〈G3739｜〉
056049	43	9	7	〈G2059｜〉
056050	43	9	7	〈G649｜〉
056051	43	9	7	〈G565｜〉
056052	43	9	7	〈G3767｜〉
056053	43	9	7	〈G2532｜〉
056054	43	9	7	〈G3538｜〉
056055	43	9	7	〈G2532｜〉
056056	43	9	7	〈G2064｜〉
056057	43	9	7	〈G991｜〉
056058	43	9	8	〈G3588｜〉
056059	43	9	8	〈G3767｜〉
056060	43	9	8	〈G1069｜〉
056061	43	9	8	〈G2532｜〉
056062	43	9	8	〈G3588｜〉
056063	43	9	8	〈G2334｜〉
056064	43	9	8	〈G846｜〉
056065	43	9	8	〈G3588｜〉
056066	43	9	8	〈G4387｜G4386〉
056067	43	9	8	〈G3754｜〉
056068	43	9	8	〈G6075｜G4319〉
056069	43	9	8	〈G1510｜〉
056070	43	9	8	〈G3004｜G2036〉
056071	43	9	8	〈G3780｜G3756〉
056072	43	9	8	〈G3778｜〉
056073	43	9	8	〈G1510｜〉
056074	43	9	8	〈G3588｜〉
056075	43	9	8	〈G2521｜〉
056076	43	9	8	〈G2532｜〉
056077	43	9	8	〈G4319｜〉
056078	43	9	9	〈G243｜〉
056079	43	9	9	〈G3004｜G2036〉
056080	43	9	9	〈G3754｜〉
056081	43	9	9	〈G3778｜〉
056082	43	9	9	〈G1510｜〉
056083	43	9	9	〈G243｜〉
056084	43	9	9	〈G3004｜G2036〉
056085	43	9	9	〈G3780｜〉
056086	43	9	9	〈G235｜〉
056087	43	9	9	〈G3664｜〉
056088	43	9	9	〈G846｜〉
056089	43	9	9	〈G1510｜〉
056090	43	9	9	〈G1565｜〉
056091	43	9	9	〈G3004｜G2036〉
056092	43	9	9	〈G3754｜〉
056093	43	9	9	〈G1473｜〉
056094	43	9	9	〈G1510｜〉
056095	43	9	10	〈G3004｜G2036〉
056096	43	9	10	〈G3767｜〉
056097	43	9	10	〈G846｜〉
056098	43	9	10	〈G4459｜〉
056099	43	9	10	〈G3767｜〉
056100	43	9	10	〈G455｜〉
056101	43	9	10	〈G4771｜〉
056102	43	9	10	〈G3588｜〉
056103	43	9	10	〈G3788｜〉
056104	43	9	11	〈G611｜〉
056105	43	9	11	〈G1565｜〉
056106	43	9	11	〈G3588｜〉
056107	43	9	11	〈G444｜〉
056108	43	9	11	〈G3588｜〉
056109	43	9	11	〈G3004｜〉
056110	43	9	11	〈G2424｜〉
056111	43	9	11	〈G4081｜〉
056112	43	9	11	〈G4160｜〉
056113	43	9	11	〈G2532｜〉
056114	43	9	11	〈G2025｜〉
056115	43	9	11	〈G1473｜〉
056116	43	9	11	〈G3588｜〉
056117	43	9	11	〈G3788｜〉
056118	43	9	11	〈G2532｜〉
056119	43	9	11	〈G2036｜〉
056120	43	9	11	〈G1473｜〉
056121	43	9	11	〈G3754｜〉
056122	43	9	11	〈G5217｜〉
056123	43	9	11	〈G1519｜〉
056124	43	9	11	〈G3588｜〉
056125	43	9	11	〈G4611｜〉
056126	43	9	11	〈G2532｜〉
056127	43	9	11	〈G3538｜〉
056128	43	9	11	〈G565｜〉
056129	43	9	11	〈G3767｜〉
056130	43	9	11	〈G2532｜〉
056131	43	9	11	〈G3538｜〉
056132	43	9	11	〈G308｜〉
056133	43	9	12	〈G2532｜〉
056134	43	9	12	〈G2036｜〉
056135	43	9	12	〈G846｜〉
056136	43	9	12	〈G4226｜〉
056137	43	9	12	〈G1510｜〉
056138	43	9	12	〈G1565｜〉
056139	43	9	12	〈G3004｜〉
056140	43	9	12	〈G3756｜〉
056141	43	9	12	〈G1492｜〉
056142	43	9	13	〈G71｜〉
056143	43	9	13	〈G846｜〉
056144	43	9	13	〈G4314｜〉
056145	43	9	13	〈G3588｜〉
056146	43	9	13	〈G5330｜〉
056147	43	9	13	〈G3588｜〉
056148	43	9	13	〈G4218｜〉
056149	43	9	13	〈G5185｜〉
056150	43	9	14	〈G1510｜〉
056151	43	9	14	〈G1161｜〉
056152	43	9	14	〈G4521｜〉
056153	43	9	14	〈G1722｜〉
056154	43	9	14	〈G3739｜〉
056155	43	9	14	〈G2250｜〉
056156	43	9	14	〈G3588｜〉
056157	43	9	14	〈G4081｜〉
056158	43	9	14	〈G4160｜〉
056159	43	9	14	〈G3588｜〉
056160	43	9	14	〈G2424｜〉
056161	43	9	14	〈G2532｜〉
056162	43	9	14	〈G455｜〉
056163	43	9	14	〈G846｜〉
056164	43	9	14	〈G3588｜〉
056165	43	9	14	〈G3788｜〉
056166	43	9	15	〈G3825｜〉
056167	43	9	15	〈G3767｜〉
056168	43	9	15	〈G2065｜〉
056169	43	9	15	〈G846｜〉
056170	43	9	15	〈G2532｜〉
056171	43	9	15	〈G3588｜〉
056172	43	9	15	〈G5330｜〉
056173	43	9	15	〈G4459｜〉
056174	43	9	15	〈G308｜〉
056175	43	9	15	〈G3588｜〉
056176	43	9	15	〈G1161｜〉
056177	43	9	15	〈G2036｜〉
056178	43	9	15	〈G846｜〉
056179	43	9	15	〈G4081｜〉
056180	43	9	15	〈G2007｜〉
056181	43	9	15	〈G1473｜〉
056182	43	9	15	〈G1909｜〉
056183	43	9	15	〈G3588｜〉
056184	43	9	15	〈G3788｜〉
056185	43	9	15	〈G2532｜〉
056186	43	9	15	〈G3538｜〉
056187	43	9	15	〈G2532｜〉
056188	43	9	15	〈G991｜〉
056189	43	9	16	〈G3004｜G2036〉
056190	43	9	16	〈G3767｜〉
056191	43	9	16	〈G1537｜〉
056192	43	9	16	〈G3588｜〉
056193	43	9	16	〈G5330｜〉
056194	43	9	16	〈G5100｜〉
056195	43	9	16	〈G3756｜〉
056196	43	9	16	〈G1510｜〉
056197	43	9	16	〈G3778｜〉
056198	43	9	16	〈G3844｜〉
056199	43	9	16	〈G2316｜〉
056200	43	9	16	〈G3588｜〉
056201	43	9	16	〈G444｜〉
056202	43	9	16	〈G3754｜〉
056203	43	9	16	〈G3588｜〉
056204	43	9	16	〈G4521｜〉
056205	43	9	16	〈G3756｜〉
056206	43	9	16	〈G5083｜〉
056207	43	9	16	〈G243｜〉
056208	43	9	16	〈G1161｜〉
056209	43	9	16	〈G3004｜G2036〉
056210	43	9	16	〈G4459｜〉
056211	43	9	16	〈G1410｜〉
056212	43	9	16	〈G444｜〉
056213	43	9	16	〈G268｜〉
056214	43	9	16	〈G5108｜〉
056215	43	9	16	〈G4592｜〉
056216	43	9	16	〈G4160｜〉
056217	43	9	16	〈G2532｜〉
056218	43	9	16	〈G4978｜〉
056219	43	9	16	〈G1510｜〉
056220	43	9	16	〈G1722｜〉
056221	43	9	16	〈G846｜〉
056222	43	9	17	〈G3004｜〉
056223	43	9	17	〈G3767｜〉
056224	43	9	17	〈G3588｜〉
056225	43	9	17	〈G5185｜〉
056226	43	9	17	〈G3825｜〉
056227	43	9	17	〈G5101｜〉
056228	43	9	17	〈G4771｜〉
056229	43	9	17	〈G3004｜〉
056230	43	9	17	〈G4012｜〉
056231	43	9	17	〈G846｜〉
056232	43	9	17	〈G3754｜〉
056233	43	9	17	〈G455｜〉
056234	43	9	17	〈G4771｜〉
056235	43	9	17	〈G3588｜〉
056236	43	9	17	〈G3788｜〉
056237	43	9	17	〈G3588｜〉
056238	43	9	17	〈G1161｜〉
056239	43	9	17	〈G2036｜〉
056240	43	9	17	〈G3754｜〉
056241	43	9	17	〈G4396｜〉
056242	43	9	17	〈G1510｜〉
056243	43	9	18	〈G3756｜〉
056244	43	9	18	〈G4100｜〉
056245	43	9	18	〈G3767｜〉
056246	43	9	18	〈G3588｜〉
056247	43	9	18	〈G2453｜〉
056248	43	9	18	〈G4012｜〉
056249	43	9	18	〈G846｜〉
056250	43	9	18	〈G3754｜〉
056251	43	9	18	〈G1510｜〉
056252	43	9	18	〈G5185｜〉
056253	43	9	18	〈G2532｜〉
056254	43	9	18	〈G308｜〉
056255	43	9	18	〈G2193｜〉
056256	43	9	18	〈G3748｜G3755〉
056257	43	9	18	〈G5455｜〉
056258	43	9	18	〈G3588｜〉
056259	43	9	18	〈G1118｜〉
056260	43	9	18	〈G846｜〉
056261	43	9	18	〈G3588｜〉
056262	43	9	18	〈G308｜〉
056263	43	9	19	〈G2532｜〉
056264	43	9	19	〈G2065｜〉
056265	43	9	19	〈G846｜〉
056266	43	9	19	〈G3004｜〉
056267	43	9	19	〈G3778｜〉
056268	43	9	19	〈G1510｜〉
056269	43	9	19	〈G3588｜〉
056270	43	9	19	〈G5207｜〉
056271	43	9	19	〈G4771｜〉
056272	43	9	19	〈G3739｜〉
056273	43	9	19	〈G4771｜〉
056274	43	9	19	〈G3004｜〉
056275	43	9	19	〈G3754｜〉
056276	43	9	19	〈G5185｜〉
056277	43	9	19	〈G1080｜〉
056278	43	9	19	〈G4459｜〉
056279	43	9	19	〈G3767｜〉
056280	43	9	19	〈G991｜〉
056281	43	9	19	〈G737｜〉
056282	43	9	20	〈G611｜〉
056283	43	9	20	〈G3767｜〉
056284	43	9	20	〈G3588｜〉
056285	43	9	20	〈G1118｜〉
056286	43	9	20	〈G846｜〉
056287	43	9	20	〈G2532｜〉
056288	43	9	20	〈G2036｜〉
056289	43	9	20	〈G1492｜〉
056290	43	9	20	〈G3754｜〉
056291	43	9	20	〈G3778｜〉
056292	43	9	20	〈G1510｜〉
056293	43	9	20	〈G3588｜〉
056294	43	9	20	〈G5207｜〉
056295	43	9	20	〈G1473｜〉
056296	43	9	20	〈G2532｜〉
056297	43	9	20	〈G3754｜〉
056298	43	9	20	〈G5185｜〉
056299	43	9	20	〈G1080｜〉
056300	43	9	21	〈G4459｜〉
056301	43	9	21	〈G1161｜〉
056302	43	9	21	〈G3568｜〉
056303	43	9	21	〈G991｜〉
056304	43	9	21	〈G3756｜〉
056305	43	9	21	〈G1492｜〉
056306	43	9	21	〈G2228｜〉
056307	43	9	21	〈G5101｜〉
056308	43	9	21	〈G455｜〉
056309	43	9	21	〈G846｜〉
056310	43	9	21	〈G3588｜〉
056311	43	9	21	〈G3788｜〉
056312	43	9	21	〈G1473｜〉
056313	43	9	21	〈G3756｜〉
056314	43	9	21	〈G1492｜〉
056315	43	9	21	〈G846｜〉
056316	43	9	21	〈G2065｜〉
056317	43	9	21	〈G2244｜〉
056318	43	9	21	〈G2192｜〉
056319	43	9	21	〈G846｜〉
056320	43	9	21	〈G4012｜〉
056321	43	9	21	〈G1438｜〉
056322	43	9	21	〈G2980｜〉
056323	43	9	22	〈G3778｜〉
056324	43	9	22	〈G2036｜〉
056325	43	9	22	〈G3588｜〉
056326	43	9	22	〈G1118｜〉
056327	43	9	22	〈G846｜〉
056328	43	9	22	〈G3754｜〉
056329	43	9	22	〈G5399｜〉
056330	43	9	22	〈G3588｜〉
056331	43	9	22	〈G2453｜〉
056332	43	9	22	〈G2235｜〉
056333	43	9	22	〈G1063｜〉
056334	43	9	22	〈G4934｜〉
056335	43	9	22	〈G3588｜〉
056336	43	9	22	〈G2453｜〉
056337	43	9	22	〈G2443｜〉
056338	43	9	22	〈G1437｜〉
056339	43	9	22	〈G5100｜〉
056340	43	9	22	〈G846｜〉
056341	43	9	22	〈G3670｜〉
056342	43	9	22	〈G5547｜〉
056343	43	9	22	〈G656｜〉
056344	43	9	22	〈G1096｜〉
056345	43	9	23	〈G1223｜〉
056346	43	9	23	〈G3778｜〉
056347	43	9	23	〈G3588｜〉
056348	43	9	23	〈G1118｜〉
056349	43	9	23	〈G846｜〉
056350	43	9	23	〈G2036｜〉
056351	43	9	23	〈G3754｜〉
056352	43	9	23	〈G2244｜〉
056353	43	9	23	〈G2192｜〉
056354	43	9	23	〈G846｜〉
056355	43	9	23	〈G1905｜〉
056356	43	9	24	〈G5455｜〉
056357	43	9	24	〈G3767｜〉
056358	43	9	24	〈G3588｜〉
056359	43	9	24	〈G444｜〉
056360	43	9	24	〈G1537｜〉
056361	43	9	24	〈G1208｜〉
056362	43	9	24	〈G3739｜〉
056363	43	9	24	〈G1510｜〉
056364	43	9	24	〈G5185｜〉
056365	43	9	24	〈G2532｜〉
056366	43	9	24	〈G2036｜〉
056367	43	9	24	〈G846｜〉
056368	43	9	24	〈G1325｜〉
056369	43	9	24	〈G1391｜〉
056370	43	9	24	〈G3588｜〉
056371	43	9	24	〈G2316｜〉
056372	43	9	24	〈G1473｜〉
056373	43	9	24	〈G1492｜〉
056374	43	9	24	〈G3754｜〉
056375	43	9	24	〈G3778｜〉
056376	43	9	24	〈G3588｜〉
056377	43	9	24	〈G444｜〉
056378	43	9	24	〈G268｜〉
056379	43	9	24	〈G1510｜〉
056380	43	9	25	〈G611｜〉
056381	43	9	25	〈G3767｜〉
056382	43	9	25	〈G1565｜〉
056383	43	9	25	〈G1487｜〉
056384	43	9	25	〈G268｜〉
056385	43	9	25	〈G1510｜〉
056386	43	9	25	〈G3756｜〉
056387	43	9	25	〈G1492｜〉
056388	43	9	25	〈G1520｜〉
056389	43	9	25	〈G1492｜〉
056390	43	9	25	〈G3754｜〉
056391	43	9	25	〈G5185｜〉
056392	43	9	25	〈G1510｜〉
056393	43	9	25	〈G737｜〉
056394	43	9	25	〈G991｜〉
056395	43	9	26	〈G2036｜〉
056396	43	9	26	〈G3767｜〉
056397	43	9	26	〈G846｜〉
056398	43	9	26	〈G5101｜〉
056399	43	9	26	〈G4160｜〉
056400	43	9	26	〈G4771｜〉
056401	43	9	26	〈G4459｜〉
056402	43	9	26	〈G455｜〉
056403	43	9	26	〈G4771｜〉
056404	43	9	26	〈G3588｜〉
056405	43	9	26	〈G3788｜〉
056406	43	9	27	〈G611｜〉
056407	43	9	27	〈G846｜〉
056408	43	9	27	〈G2036｜〉
056409	43	9	27	〈G4771｜〉
056410	43	9	27	〈G2235｜〉
056411	43	9	27	〈G2532｜〉
056412	43	9	27	〈G3756｜〉
056413	43	9	27	〈G191｜〉
056414	43	9	27	〈G5101｜〉
056415	43	9	27	〈G3825｜〉
056416	43	9	27	〈G2309｜〉
056417	43	9	27	〈G191｜〉
056418	43	9	27	〈G3361｜〉
056419	43	9	27	〈G2532｜〉
056420	43	9	27	〈G4771｜〉
056421	43	9	27	〈G2309｜〉
056422	43	9	27	〈G846｜〉
056423	43	9	27	〈G3101｜〉
056424	43	9	27	〈G1096｜〉
056425	43	9	28	〈G2532｜〉
056426	43	9	28	〈G3058｜〉
056427	43	9	28	〈G846｜〉
056428	43	9	28	〈G2532｜〉
056429	43	9	28	〈G2036｜〉
056430	43	9	28	〈G4771｜〉
056431	43	9	28	〈G3101｜〉
056432	43	9	28	〈G1510｜〉
056433	43	9	28	〈G1565｜〉
056434	43	9	28	〈G1473｜〉
056435	43	9	28	〈G1161｜〉
056436	43	9	28	〈G3588｜〉
056437	43	9	28	〈G3475｜〉
056438	43	9	28	〈G1510｜〉
056439	43	9	28	〈G3101｜〉
056440	43	9	29	〈G1473｜〉
056441	43	9	29	〈G1492｜〉
056442	43	9	29	〈G3754｜〉
056443	43	9	29	〈G3475｜〉
056444	43	9	29	〈G2980｜〉
056445	43	9	29	〈G3588｜〉
056446	43	9	29	〈G2316｜〉
056447	43	9	29	〈G3778｜〉
056448	43	9	29	〈G1161｜〉
056449	43	9	29	〈G3756｜〉
056450	43	9	29	〈G1492｜〉
056451	43	9	29	〈G4159｜〉
056452	43	9	29	〈G1510｜〉
056453	43	9	30	〈G611｜〉
056454	43	9	30	〈G3588｜〉
056455	43	9	30	〈G444｜〉
056456	43	9	30	〈G2532｜〉
056457	43	9	30	〈G2036｜〉
056458	43	9	30	〈G846｜〉
056459	43	9	30	〈G1722｜〉
056460	43	9	30	〈G3778｜〉
056461	43	9	30	〈G1063｜〉
056462	43	9	30	〈G3588｜〉
056463	43	9	30	〈G2298｜〉
056464	43	9	30	〈G1510｜〉
056465	43	9	30	〈G3754｜〉
056466	43	9	30	〈G4771｜〉
056467	43	9	30	〈G3756｜〉
056468	43	9	30	〈G1492｜〉
056469	43	9	30	〈G4159｜〉
056470	43	9	30	〈G1510｜〉
056471	43	9	30	〈G2532｜〉
056472	43	9	30	〈G455｜〉
056473	43	9	30	〈G1473｜〉
056474	43	9	30	〈G3588｜〉
