FEATURESsort1	OGNTsort	OpenTextWord_KEY
066454	066454	44.3.18.w15
066455	066455	44.3.18.w16
066456	066456	44.3.19.w1
066457	066457	44.3.19.w2
066458	066458	44.3.19.w3
066459	066459	44.3.19.w4
066460	066460	44.3.19.w5
066461	066461	44.3.19.w6
066462	066462	44.3.19.w7
066463	066463	44.3.19.w8
066464	066464	44.3.19.w9
066465	066465	44.3.19.w10
066466	066466	44.3.20.w1
066467	066467	44.3.20.w2
066468	066468	44.3.20.w3
066469	066469	44.3.20.w4
066470	066470	44.3.20.w5
066471	066471	44.3.20.w6
066472	066472	44.3.20.w7
066473	066473	44.3.20.w8
066474	066474	44.3.20.w9
066475	066475	44.3.20.w10
066476	066476	44.3.20.w11
066477	066477	44.3.20.w12
066478	066478	44.3.20.w13
066479	066479	44.3.20.w14
066480	066480	44.3.20.w15
066481	066481	44.3.20.w16
066482	066482	44.3.21.w1
066483	066483	44.3.21.w2
066484	066484	44.3.21.w3
066485	066485	44.3.21.w4
066486	066486	44.3.21.w5
066487	066487	44.3.21.w6
066488	066488	44.3.21.w7
066489	066489	44.3.21.w8
066490	066490	44.3.21.w9
066491	066491	44.3.21.w10
066492	066492	44.3.21.w11
066493	066493	44.3.21.w12
066494	066494	44.3.21.w13
066495	066495	44.3.21.w14
066496	066496	44.3.21.w15
066497	066497	44.3.21.w16
066498	066498	44.3.21.w17
066499	066499	44.3.21.w18
066500	066500	44.3.21.w19
066501	066501	44.3.21.w20
066502	066502	44.3.21.w21
066503	066503	44.3.22.w1
066504	066504	44.3.22.w2
066505	066505	44.3.22.w3
066506	066506	44.3.22.w4
066507	066507	44.3.22.w5
066508	066508	44.3.22.w6
066509	066509	44.3.22.w7
066510	066510	44.3.22.w8
066511	066511	44.3.22.w9
066512	066512	44.3.22.w10
066513	066513	44.3.22.w11
066514	066514	44.3.22.w12
066515	066515	44.3.22.w13
066516	066516	44.3.22.w14
066517	066517	44.3.22.w15
066518	066518	44.3.22.w16
066519	066519	44.3.22.w17
066520	066520	44.3.22.w18
066521	066521	44.3.22.w19
066522	066522	44.3.22.w20
066523	066523	44.3.22.w21
066524	066524	44.3.22.w22
066525	066525	44.3.22.w23
066526	066526	44.3.22.w24
066527	066527	44.3.22.w25
066528	066528	44.3.22.w26
066529	066529	44.3.23.w1
066530	066530	44.3.23.w2
066531	066531	44.3.23.w3
066532	066532	44.3.23.w4
066533	066533	44.3.23.w5
066534	066534	44.3.23.w6
066535	066535	44.3.23.w7
066536	066536	44.3.23.w8
066537	066537	44.3.23.w9
066538	066538	44.3.23.w10
066539	066539	44.3.23.w11
066540	066540	44.3.23.w12
066541	066541	44.3.23.w13
066542	066542	44.3.23.w14
066543	066543	44.3.23.w15
066544	066544	44.3.24.w1
066545	066545	44.3.24.w2
066546	066546	44.3.24.w3
066547	066547	44.3.24.w4
066548	066548	44.3.24.w5
066549	066549	44.3.24.w6
066550	066550	44.3.24.w7
066551	066551	44.3.24.w8
066552	066552	44.3.24.w9
066553	066553	44.3.24.w10
066554	066554	44.3.24.w11
066555	066555	44.3.24.w12
066556	066556	44.3.24.w13
066557	066557	44.3.24.w14
066558	066558	44.3.24.w15
066559	066559	44.3.24.w16
066560	066560	44.3.24.w17
066561	066561	44.3.25.w1
066562	066562	44.3.25.w2
066563	066563	44.3.25.w3
066564	066564	44.3.25.w4
066565	066565	44.3.25.w5
066566	066566	44.3.25.w6
066567	066567	44.3.25.w7
066568	066568	44.3.25.w8
066569	066569	44.3.25.w9
066570	066570	44.3.25.w10
066571	066571	44.3.25.w11
066572	066572	44.3.25.w12
066573	066573	44.3.25.w13
066574	066574	44.3.25.w14
066575	066575	44.3.25.w15
066576	066576	44.3.25.w16
066577	066577	44.3.25.w17
066578	066578	44.3.25.w18
066579	066579	44.3.25.w19
066580	066580	44.3.25.w20
066581	066581	44.3.25.w21
066582	066582	44.3.25.w22
066583	066583	44.3.25.w23
066584	066584	44.3.25.w24
066585	066585	44.3.25.w25
066586	066586	44.3.25.w26
066587	066587	44.3.25.w27
066588	066588	44.3.25.w28
066589	066589	44.3.25.w29
066590	066590	44.3.25.w30
066591	066591	44.3.25.w31
066592	066592	44.3.26.w1
066593	066593	44.3.26.w2
066594	066594	44.3.26.w3
066595	066595	44.3.26.w4
066596	066596	44.3.26.w5
066597	066597	44.3.26.w6
066598	066598	44.3.26.w7
066599	066599	44.3.26.w8
066600	066600	44.3.26.w9
066601	066601	44.3.26.w10
066602	066602	44.3.26.w11
066603	066603	44.3.26.w12
066604	066604	44.3.26.w13
066605	066605	44.3.26.w14
066606	066606	44.3.26.w15
066607	066607	44.3.26.w16
066608	066608	44.3.26.w17
066609	066609	44.3.26.w18
066610	066610	44.3.26.w19
066611	066611	44.3.26.w20
066612	066612	44.4.1.w1
066613	066613	44.4.1.w2
066614	066614	44.4.1.w3
066615	066615	44.4.1.w4
066616	066616	44.4.1.w5
066617	066617	44.4.1.w6
066618	066618	44.4.1.w7
066619	066619	44.4.1.w8
066620	066620	44.4.1.w9
066621	066621	44.4.1.w10
066622	066622	44.4.1.w11
066623	066623	44.4.1.w12
066624	066624	44.4.1.w13
066625	066625	44.4.1.w14
066626	066626	44.4.1.w15
066627	066627	44.4.1.w16
066628	066628	44.4.1.w17
066629	066629	44.4.1.w18
066630	066630	44.4.2.w1
066631	066631	44.4.2.w2
066632	066632	44.4.2.w3
066633	066633	44.4.2.w4
066634	066634	44.4.2.w5
066635	066635	44.4.2.w6
066636	066636	44.4.2.w7
066637	066637	44.4.2.w8
066638	066638	44.4.2.w9
066639	066639	44.4.2.w10
066640	066640	44.4.2.w11
066641	066641	44.4.2.w12
066642	066642	44.4.2.w13
066643	066643	44.4.2.w14
066644	066644	44.4.2.w15
066645	066645	44.4.2.w16
066646	066646	44.4.2.w17
066647	066647	44.4.3.w1
066648	066648	44.4.3.w2
066649	066649	44.4.3.w3
066650	066650	44.4.3.w4
066651	066651	44.4.3.w5
066652	066652	44.4.3.w6
066653	066653	44.4.3.w7
066654	066654	44.4.3.w8
066655	066655	44.4.3.w9
066656	066656	44.4.3.w10
066657	066657	44.4.3.w11
066658	066658	44.4.3.w12
066659	066659	44.4.3.w13
066660	066660	44.4.3.w14
066661	066661	44.4.3.w15
066662	066662	44.4.3.w16
066663	066663	44.4.4.w1
066664	066664	44.4.4.w2
066665	066665	44.4.4.w3
066666	066666	44.4.4.w4
066667	066667	44.4.4.w5
066668	066668	44.4.4.w6
066669	066669	44.4.4.w7
066670	066670	44.4.4.w8
066671	066671	44.4.4.w9
066672	066672	44.4.4.w10
066673	066673	44.4.4.w11
066674	066674	44.4.4.w12
066675	066675	44.4.4.w13
066676	066676	44.4.4.w14
066677	066677	44.4.4.w15
066678	066678	44.4.4.w16
066679	066679	44.4.5.w1
066680	066680	44.4.5.w2
066681	066681	44.4.5.w3
066682	066682	44.4.5.w4
066683	066683	44.4.5.w5
066684	066684	44.4.5.w6
066685	066685	44.4.5.w7
066686	066686	44.4.5.w8
066687	066687	44.4.5.w9
066688	066688	44.4.5.w10
066689	066689	44.4.5.w11
066690	066690	44.4.5.w12
066691	066691	44.4.5.w13
066692	066692	44.4.5.w14
066693	066693	44.4.5.w15
066694	066694	44.4.5.w16
066695	066695	44.4.5.w17
066696	066696	44.4.6.w1
066697	066697	44.4.6.w2
066698	066698	44.4.6.w3
066699	066699	44.4.6.w4
066700	066700	44.4.6.w5
066701	066701	44.4.6.w6
066702	066702	44.4.6.w7
066703	066703	44.4.6.w8
066704	066704	44.4.6.w9
066705	066705	44.4.6.w10
066706	066706	44.4.6.w11
066707	066707	44.4.6.w12
066708	066708	44.4.6.w13
066709	066709	44.4.6.w14
066710	066710	44.4.6.w15
066711	066711	44.4.6.w16
066712	066712	44.4.7.w1
066713	066713	44.4.7.w2
066714	066714	44.4.7.w3
066715	066715	44.4.7.w4
066716	066716	44.4.7.w5
066717	066717	44.4.7.w6
066718	066718	44.4.7.w7
066719	066719	44.4.7.w8
066720	066720	44.4.7.w9
066721	066721	44.4.7.w10
066722	066722	44.4.7.w11
066723	066723	44.4.7.w12
066724	066724	44.4.7.w13
066725	066725	44.4.7.w14
066726	066726	44.4.7.w15
066727	066727	44.4.7.w16
066728	066728	44.4.7.w17
066729	066729	44.4.8.w1
066730	066730	44.4.8.w2
066731	066731	44.4.8.w3
066732	066732	44.4.8.w4
066733	066733	44.4.8.w5
066734	066734	44.4.8.w6
066735	066735	44.4.8.w7
066736	066736	44.4.8.w8
066737	066737	44.4.8.w9
066738	066738	44.4.8.w10
066739	066739	44.4.8.w11
066740	066740	44.4.8.w12
066741	066741	44.4.8.w13
066742	066742	44.4.9.w1
066743	066743	44.4.9.w2
066744	066744	44.4.9.w3
066745	066745	44.4.9.w4
066746	066746	44.4.9.w5
066747	066747	44.4.9.w6
066748	066748	44.4.9.w7
066749	066749	44.4.9.w8
066750	066750	44.4.9.w9
066751	066751	44.4.9.w10
066752	066752	44.4.9.w11
066753	066753	44.4.9.w12
066754	066754	44.4.10.w1
066755	066755	44.4.10.w2
066756	066756	44.4.10.w3
066757	066757	44.4.10.w4
066758	066758	44.4.10.w5
066759	066759	44.4.10.w6
066760	066760	44.4.10.w7
066761	066761	44.4.10.w8
066762	066762	44.4.10.w9
066763	066763	44.4.10.w10
066764	066764	44.4.10.w11
066765	066765	44.4.10.w12
066766	066766	44.4.10.w13
066767	066767	44.4.10.w14
066768	066768	44.4.10.w15
066769	066769	44.4.10.w16
066770	066770	44.4.10.w17
066771	066771	44.4.10.w18
066772	066772	44.4.10.w19
066773	066773	44.4.10.w20
066774	066774	44.4.10.w21
066775	066775	44.4.10.w22
066776	066776	44.4.10.w23
066777	066777	44.4.10.w24
066778	066778	44.4.10.w25
066779	066779	44.4.10.w26
066780	066780	44.4.10.w27
066781	066781	44.4.10.w28
066782	066782	44.4.10.w29
066783	066783	44.4.10.w30
066784	066784	44.4.10.w31
066785	066785	44.4.10.w32
066786	066786	44.4.10.w33
066787	066787	44.4.11.w1
066788	066788	44.4.11.w2
066789	066789	44.4.11.w3
066790	066790	44.4.11.w4
066791	066791	44.4.11.w5
066792	066792	44.4.11.w6
066793	066793	44.4.11.w7
066794	066794	44.4.11.w8
066795	066795	44.4.11.w9
066796	066796	44.4.11.w10
066797	066797	44.4.11.w11
066798	066798	44.4.11.w12
066799	066799	44.4.11.w13
066800	066800	44.4.11.w14
066801	066801	44.4.11.w15
066802	066802	44.4.12.w1
066803	066803	44.4.12.w2
066804	066804	44.4.12.w3
066805	066805	44.4.12.w4
066806	066806	44.4.12.w5
066807	066807	44.4.12.w6
066808	066808	44.4.12.w7
066809	066809	44.4.12.w8
066810	066810	44.4.12.w9
066811	066811	44.4.12.w10
066812	066812	44.4.12.w11
066813	066813	44.4.12.w12
066814	066814	44.4.12.w13
066815	066815	44.4.12.w14
066816	066816	44.4.12.w15
066817	066817	44.4.12.w16
066818	066818	44.4.12.w17
066819	066819	44.4.12.w18
066820	066820	44.4.12.w19
066821	066821	44.4.12.w20
066822	066822	44.4.12.w21
066823	066823	44.4.12.w22
066824	066824	44.4.12.w23
066825	066825	44.4.12.w24
066826	066826	44.4.12.w25
066827	066827	44.4.13.w1
066828	066828	44.4.13.w2
066829	066829	44.4.13.w3
066830	066830	44.4.13.w4
066831	066831	44.4.13.w5
066832	066832	44.4.13.w6
066833	066833	44.4.13.w7
066834	066834	44.4.13.w8
066835	066835	44.4.13.w9
066836	066836	44.4.13.w10
066837	066837	44.4.13.w11
066838	066838	44.4.13.w12
066839	066839	44.4.13.w13
066840	066840	44.4.13.w14
066841	066841	44.4.13.w15
066842	066842	44.4.13.w16
066843	066843	44.4.13.w17
066844	066844	44.4.13.w18
066845	066845	44.4.13.w19
066846	066846	44.4.13.w20
066847	066847	44.4.13.w21
066848	066848	44.4.13.w22
066849	066849	44.4.13.w23
066850	066850	44.4.13.w24
066851	066851	44.4.13.w25
066852	066852	44.4.14.w1
066853	066853	44.4.14.w2
066854	066854	44.4.14.w3
066855	066855	44.4.14.w4
066856	066856	44.4.14.w5
066857	066857	44.4.14.w6
066858	066858	44.4.14.w7
066859	066859	44.4.14.w8
066860	066860	44.4.14.w9
066861	066861	44.4.14.w10
066862	066862	44.4.14.w11
066863	066863	44.4.14.w12
066864	066864	44.4.15.w1
066865	066865	44.4.15.w2
066866	066866	44.4.15.w3
066867	066867	44.4.15.w4
066868	066868	44.4.15.w5
066869	066869	44.4.15.w6
066870	066870	44.4.15.w7
066871	066871	44.4.15.w8
066872	066872	44.4.15.w9
066873	066873	44.4.15.w10
066874	066874	44.4.16.w1
066875	066875	44.4.16.w2
066876	066876	44.4.16.w3
066877	066877	44.4.16.w4
066878	066878	44.4.16.w5
066879	066879	44.4.16.w6
066880	066880	44.4.16.w7
066881	066881	44.4.16.w8
066882	066882	44.4.16.w9
066883	066883	44.4.16.w10
066884	066884	44.4.16.w11
066885	066885	44.4.16.w12
066886	066886	44.4.16.w13
066887	066887	44.4.16.w14
066888	066888	44.4.16.w15
066889	066889	44.4.16.w16
066890	066890	44.4.16.w17
066891	066891	44.4.16.w18
066892	066892	44.4.16.w19
066893	066893	44.4.16.w20
066894	066894	44.4.16.w21
066895	066895	44.4.16.w22
066896	066896	44.4.16.w23
066897	066897	44.4.17.w1
066898	066898	44.4.17.w2
066899	066899	44.4.17.w3
066900	066900	44.4.17.w4
066901	066901	44.4.17.w5
066902	066902	44.4.17.w6
066903	066903	44.4.17.w7
066904	066904	44.4.17.w8
066905	066905	44.4.17.w9
066906	066906	44.4.17.w10
066907	066907	44.4.17.w11
066908	066908	44.4.17.w12
066909	066909	44.4.17.w13
066910	066910	44.4.17.w14
066911	066911	44.4.17.w15
066912	066912	44.4.17.w16
066913	066913	44.4.17.w17
066914	066914	44.4.17.w18
066915	066915	44.4.17.w19
066916	066916	44.4.18.w1
066917	066917	44.4.18.w2
066918	066918	44.4.18.w3
066919	066919	44.4.18.w4
066920	066920	44.4.18.w5
066921	066921	44.4.18.w6
066922	066922	44.4.18.w7
066923	066923	44.4.18.w8
066924	066924	44.4.18.w9
066925	066925	44.4.18.w10
066926	066926	44.4.18.w11
066927	066927	44.4.18.w12
066928	066928	44.4.18.w13
066929	066929	44.4.18.w14
066930	066930	44.4.18.w15
066931	066931	44.4.19.w1
066932	066932	44.4.19.w2
066933	066933	44.4.19.w3
066934	066934	44.4.19.w4
066935	066935	44.4.19.w5
066936	066936	44.4.19.w6
066937	066937	44.4.19.w7
066938	066938	44.4.19.w8
066939	066939	44.4.19.w9
066940	066940	44.4.19.w10
066941	066941	44.4.19.w11
066942	066942	44.4.19.w12
066943	066943	44.4.19.w13
066944	066944	44.4.19.w14
066945	066945	44.4.19.w15
066946	066946	44.4.19.w16
066947	066947	44.4.19.w17
066948	066948	44.4.19.w18
066949	066949	44.4.19.w19
066950	066950	44.4.19.w20
066951	066951	44.4.19.w21
066952	066952	44.4.19.w22
066953	066953	44.4.20.w1
066954	066954	44.4.20.w2
066955	066955	44.4.20.w3
066956	066956	44.4.20.w4
066957	066957	44.4.20.w5
066958	066958	44.4.20.w6
066959	066959	44.4.20.w7
066960	066960	44.4.20.w8
066961	066961	44.4.20.w9
066962	066962	44.4.20.w10
066963	066963	44.4.21.w1
066964	066964	44.4.21.w2
066965	066965	44.4.21.w3
066966	066966	44.4.21.w4
066967	066967	44.4.21.w5
066968	066968	44.4.21.w6
066969	066969	44.4.21.w7
066970	066970	44.4.21.w8
066971	066971	44.4.21.w9
066972	066972	44.4.21.w10
066973	066973	44.4.21.w11
066974	066974	44.4.21.w12
066975	066975	44.4.21.w13
066976	066976	44.4.21.w14
066977	066977	44.4.21.w15
066978	066978	44.4.21.w16
066979	066979	44.4.21.w17
066980	066980	44.4.21.w18
066981	066981	44.4.21.w19
066982	066982	44.4.21.w20
066983	066983	44.4.21.w21
066984	066984	44.4.21.w22
066985	066985	44.4.22.w1
066986	066986	44.4.22.w2
066987	066987	44.4.22.w3
066988	066988	44.4.22.w4
066989	066989	44.4.22.w5
066990	066990	44.4.22.w6
066991	066991	44.4.22.w7
066992	066992	44.4.22.w8
066993	066993	44.4.22.w9
066994	066994	44.4.22.w10
066995	066995	44.4.22.w11
066996	066996	44.4.22.w12
066997	066997	44.4.22.w13
066998	066998	44.4.22.w14
066999	066999	44.4.22.w15
067000	067000	44.4.23.w1
067001	067001	44.4.23.w2
067002	067002	44.4.23.w3
067003	067003	44.4.23.w4
067004	067004	44.4.23.w5
067005	067005	44.4.23.w6
067006	067006	44.4.23.w7
067007	067007	44.4.23.w8
067008	067008	44.4.23.w9
067009	067009	44.4.23.w10
067010	067010	44.4.23.w11
067011	067011	44.4.23.w12
067012	067012	44.4.23.w13
067013	067013	44.4.23.w14
067014	067014	44.4.23.w15
067015	067015	44.4.23.w16
067016	067016	44.4.23.w17
067017	067017	44.4.24.w1
067018	067018	44.4.24.w2
067019	067019	44.4.24.w3
067020	067020	44.4.24.w4
067021	067021	44.4.24.w5
067022	067022	44.4.24.w6
067023	067023	44.4.24.w7
067024	067024	44.4.24.w8
067025	067025	44.4.24.w9
067026	067026	44.4.24.w10
067027	067027	44.4.24.w11
067028	067028	44.4.24.w12
067029	067029	44.4.24.w13
067030	067030	44.4.24.w14
067031	067031	44.4.24.w15
067032	067032	44.4.24.w16
067033	067033	44.4.24.w17
067034	067034	44.4.24.w18
067035	067035	44.4.24.w19
067036	067036	44.4.24.w20
067037	067037	44.4.24.w21
067038	067038	44.4.24.w22
067039	067039	44.4.24.w23
067040	067040	44.4.24.w24
067041	067041	44.4.24.w25
067042	067042	44.4.24.w26
067043	067043	44.4.24.w27
067044	067044	44.4.24.w28
067045	067045	44.4.25.w1
067046	067046	44.4.25.w2
067047	067047	44.4.25.w3
067048	067048	44.4.25.w4
067049	067049	44.4.25.w5
067050	067050	44.4.25.w6
067051	067051	44.4.25.w7
067052	067052	44.4.25.w8
067053	067053	44.4.25.w9
067054	067054	44.4.25.w10
067055	067055	44.4.25.w11
067056	067056	44.4.25.w12
067057	067057	44.4.25.w13
067058	067058	44.4.25.w14
067059	067059	44.4.25.w15
067060	067060	44.4.25.w16
067061	067061	44.4.25.w17
067062	067062	44.4.25.w18
067063	067063	44.4.25.w19
067064	067064	44.4.26.w1
067065	067065	44.4.26.w2
067066	067066	44.4.26.w3
067067	067067	44.4.26.w4
067068	067068	44.4.26.w5
067069	067069	44.4.26.w6
067070	067070	44.4.26.w7
067071	067071	44.4.26.w8
067072	067072	44.4.26.w9
067073	067073	44.4.26.w10
067074	067074	44.4.26.w11
067075	067075	44.4.26.w12
067076	067076	44.4.26.w13
067077	067077	44.4.26.w14
067078	067078	44.4.26.w15
067079	067079	44.4.26.w16
067080	067080	44.4.26.w17
067081	067081	44.4.26.w18
067082	067082	44.4.26.w19
067083	067083	44.4.26.w20
067084	067084	44.4.27.w1
067085	067085	44.4.27.w2
067086	067086	44.4.27.w3
067087	067087	44.4.27.w4
067088	067088	44.4.27.w5
067089	067089	44.4.27.w6
067090	067090	44.4.27.w7
067091	067091	44.4.27.w8
067092	067092	44.4.27.w9
067093	067093	44.4.27.w10
067094	067094	44.4.27.w11
067095	067095	44.4.27.w12
067096	067096	44.4.27.w13
067097	067097	44.4.27.w14
067098	067098	44.4.27.w15
067099	067099	44.4.27.w16
067100	067100	44.4.27.w17
067101	067101	44.4.27.w18
067102	067102	44.4.27.w19
067103	067103	44.4.27.w20
067104	067104	44.4.27.w21
067105	067105	44.4.27.w22
067106	067106	44.4.27.w23
067107	067107	44.4.27.w24
067108	067108	44.4.27.w25
067109	067109	44.4.27.w26
067110	067110	44.4.28.w1
067111	067111	44.4.28.w2
067112	067112	44.4.28.w3
067113	067113	44.4.28.w4
067114	067114	44.4.28.w5
067115	067115	44.4.28.w6
067116	067116	44.4.28.w7
067117	067117	44.4.28.w8
067118	067118	44.4.28.w9
067119	067119	44.4.28.w10
067120	067120	44.4.28.w11
067121	067121	44.4.29.w1
067122	067122	44.4.29.w2
067123	067123	44.4.29.w3
067124	067124	44.4.29.w4
067125	067125	44.4.29.w5
067126	067126	44.4.29.w6
067127	067127	44.4.29.w7
067128	067128	44.4.29.w8
067129	067129	44.4.29.w9
067130	067130	44.4.29.w10
067131	067131	44.4.29.w11
067132	067132	44.4.29.w12
067133	067133	44.4.29.w13
067134	067134	44.4.29.w14
067135	067135	44.4.29.w15
067136	067136	44.4.29.w16
067137	067137	44.4.29.w17
067138	067138	44.4.29.w18
067139	067139	44.4.29.w19
067140	067140	44.4.29.w20
067141	067141	44.4.29.w21
067142	067142	44.4.30.w1
067143	067143	44.4.30.w2
067144	067144	44.4.30.w3
067145	067145	44.4.30.w4
067146	067146	44.4.30.w5
067147	067147	44.4.30.w6
067148	067148	44.4.30.w7
067149	067149	44.4.30.w8
067150	067150	44.4.30.w9
067151	067151	44.4.30.w10
067152	067152	44.4.30.w11
067153	067153	44.4.30.w12
067154	067154	44.4.30.w13
067155	067155	44.4.30.w14
067156	067156	44.4.30.w15
067157	067157	44.4.30.w16
067158	067158	44.4.30.w17
067159	067159	44.4.30.w18
067160	067160	44.4.30.w19
067161	067161	44.4.30.w20
067162	067162	44.4.30.w21
067163	067163	44.4.30.w22
067164	067164	44.4.31.w1
067165	067165	44.4.31.w2
067166	067166	44.4.31.w3
067167	067167	44.4.31.w4
067168	067168	44.4.31.w5
067169	067169	44.4.31.w6
067170	067170	44.4.31.w7
067171	067171	44.4.31.w8
067172	067172	44.4.31.w9
067173	067173	44.4.31.w10
067174	067174	44.4.31.w11
067175	067175	44.4.31.w12
067176	067176	44.4.31.w13
067177	067177	44.4.31.w14
067178	067178	44.4.31.w15
067179	067179	44.4.31.w16
067180	067180	44.4.31.w17
067181	067181	44.4.31.w18
067182	067182	44.4.31.w19
067183	067183	44.4.31.w20
067184	067184	44.4.31.w21
067185	067185	44.4.31.w22
067186	067186	44.4.31.w23
067187	067187	44.4.31.w24
067188	067188	44.4.32.w1
067189	067189	44.4.32.w2
067190	067190	44.4.32.w3
067191	067191	44.4.32.w4
067192	067192	44.4.32.w5
067193	067193	44.4.32.w6
067194	067194	44.4.32.w7
067195	067195	44.4.32.w8
067196	067196	44.4.32.w9
067197	067197	44.4.32.w10
067198	067198	44.4.32.w11
067199	067199	44.4.32.w12
067200	067200	44.4.32.w13
067201	067201	44.4.32.w14
067202	067202	44.4.32.w15
067203	067203	44.4.32.w16
067204	067204	44.4.32.w17
067205	067205	44.4.32.w18
067206	067206	44.4.32.w19
067207	067207	44.4.32.w20
067208	067208	44.4.32.w21
067209	067209	44.4.32.w22
067210	067210	44.4.32.w23
067211	067211	44.4.32.w24
067212	067212	44.4.32.w25
067213	067213	44.4.33.w1
067214	067214	44.4.33.w2
067215	067215	44.4.33.w3
067216	067216	44.4.33.w4
067217	067217	44.4.33.w5
067218	067218	44.4.33.w6
067219	067219	44.4.33.w7
067220	067220	44.4.33.w8
067221	067221	44.4.33.w9
067222	067222	44.4.33.w10
067223	067223	44.4.33.w11
067224	067224	44.4.33.w12
067225	067225	44.4.33.w13
067226	067226	44.4.33.w14
067227	067227	44.4.33.w15
067228	067228	44.4.33.w16
067229	067229	44.4.33.w17
067230	067230	44.4.33.w18
067231	067231	44.4.33.w19
067232	067232	44.4.33.w20
067233	067233	44.4.34.w1
067234	067234	44.4.34.w2
067235	067235	44.4.34.w3
067236	067236	44.4.34.w4
067237	067237	44.4.34.w5
067238	067238	44.4.34.w6
067239	067239	44.4.34.w7
067240	067240	44.4.34.w8
067241	067241	44.4.34.w9
067242	067242	44.4.34.w10
067243	067243	44.4.34.w11
067244	067244	44.4.34.w12
067245	067245	44.4.34.w13
067246	067246	44.4.34.w14
067247	067247	44.4.34.w15
067248	067248	44.4.34.w16
067249	067249	44.4.34.w17
067250	067250	44.4.34.w18
067251	067251	44.4.34.w19
067252	067252	44.4.34.w20
067253	067253	44.4.35.w1
067254	067254	44.4.35.w2
067255	067255	44.4.35.w3
067256	067256	44.4.35.w4
067257	067257	44.4.35.w5
067258	067258	44.4.35.w6
067259	067259	44.4.35.w7
067260	067260	44.4.35.w8
067261	067261	44.4.35.w9
067262	067262	44.4.35.w10
067263	067263	44.4.35.w11
067264	067264	44.4.35.w12
067265	067265	44.4.35.w13
067266	067266	44.4.35.w14
067267	067267	44.4.35.w15
067268	067268	44.4.36.w1
067269	067269	44.4.36.w2
067270	067270	44.4.36.w3
067271	067271	44.4.36.w4
067272	067272	44.4.36.w5
067273	067273	44.4.36.w6
067274	067274	44.4.36.w7
067275	067275	44.4.36.w8
067276	067276	44.4.36.w9
067277	067277	44.4.36.w10
067278	067278	44.4.36.w11
067279	067279	44.4.36.w12
067280	067280	44.4.36.w13
067281	067281	44.4.36.w14
067282	067282	44.4.36.w15
067283	067283	44.4.36.w16
067284	067284	44.4.36.w17
067285	067285	44.4.37.w1
067286	067286	44.4.37.w2
067287	067287	44.4.37.w3
067288	067288	44.4.37.w4
067289	067289	44.4.37.w5
067290	067290	44.4.37.w6
067291	067291	44.4.37.w7
067292	067292	44.4.37.w8
067293	067293	44.4.37.w9
067294	067294	44.4.37.w10
067295	067295	44.4.37.w11
067296	067296	44.4.37.w12
067297	067297	44.4.37.w13
067298	067298	44.4.37.w14
067299	067299	44.5.1.w1
067300	067300	44.5.1.w2
067301	067301	44.5.1.w3
067302	067302	44.5.1.w4
067303	067303	44.5.1.w5
067304	067304	44.5.1.w6
067305	067305	44.5.1.w7
067306	067306	44.5.1.w8
067307	067307	44.5.1.w9
067308	067308	44.5.1.w10
067309	067309	44.5.1.w11
067310	067310	44.5.1.w12
067311	067311	44.5.2.w1
067312	067312	44.5.2.w2
067313	067313	44.5.2.w3
067314	067314	44.5.2.w4
067315	067315	44.5.2.w5
067316	067316	44.5.2.w6
067317	067317	44.5.2.w7
067318	067318	44.5.2.w8
067319	067319	44.5.2.w9
067320	067320	44.5.2.w10
067321	067321	44.5.2.w11
067322	067322	44.5.2.w12
067323	067323	44.5.2.w13
067324	067324	44.5.2.w14
067325	067325	44.5.2.w15
067326	067326	44.5.2.w16
067327	067327	44.5.2.w17
067328	067328	44.5.2.w18
067329	067329	44.5.2.w19
067330	067330	44.5.3.w1
067331	067331	44.5.3.w2
067332	067332	44.5.3.w3
067333	067333	44.5.3.w4
067334	067334	44.5.3.w5
067335	067335	44.5.3.w6
067336	067336	44.5.3.w7
067337	067337	44.5.3.w8
067338	067338	44.5.3.w9
067339	067339	44.5.3.w10
067340	067340	44.5.3.w11
067341	067341	44.5.3.w12
067342	067342	44.5.3.w13
067343	067343	44.5.3.w14
067344	067344	44.5.3.w15
067345	067345	44.5.3.w16
067346	067346	44.5.3.w17
067347	067347	44.5.3.w18
067348	067348	44.5.3.w19
067349	067349	44.5.3.w20
067350	067350	44.5.3.w21
067351	067351	44.5.3.w22
067352	067352	44.5.3.w23
067353	067353	44.5.3.w24
067354	067354	44.5.3.w25
067355	067355	44.5.3.w26
067356	067356	44.5.4.w1
067357	067357	44.5.4.w2
067358	067358	44.5.4.w3
067359	067359	44.5.4.w4
067360	067360	44.5.4.w5
067361	067361	44.5.4.w6
067362	067362	44.5.4.w7
067363	067363	44.5.4.w8
067364	067364	44.5.4.w9
067365	067365	44.5.4.w10
067366	067366	44.5.4.w11
067367	067367	44.5.4.w12
067368	067368	44.5.4.w13
067369	067369	44.5.4.w14
067370	067370	44.5.4.w15
067371	067371	44.5.4.w16
067372	067372	44.5.4.w17
067373	067373	44.5.4.w18
067374	067374	44.5.4.w19
067375	067375	44.5.4.w20
067376	067376	44.5.4.w21
067377	067377	44.5.4.w22
067378	067378	44.5.4.w23
067379	067379	44.5.4.w24
067380	067380	44.5.4.w25
067381	067381	44.5.4.w26
067382	067382	44.5.4.w27
067383	067383	44.5.5.w1
067384	067384	44.5.5.w2
