書卷	章Chapter	節Verse	｛和合本字序＊和合本譯字｜1｝
40	1	1	｛8＃譜，｜2｝
40	1	1	｛7＃家｜3｝
40	1	1	｛5＃耶穌｜4｝
40	1	1	｛6＃基督的｜5｝
40	1	1	｛4＃子孫，｜6｝
40	1	1	｛3＃大衛的｜7｝
40	1	1	｛2＃後裔。〔後裔子孫原文都作兒子下同〕｜8｝
40	1	1	｛1＃亞伯拉罕的｜9｝
40	1	2	｛1＃亞伯拉罕｜11｝
40	1	2	｛2＃生｜12｝
40	1	2	｛3＃以撒；｜14｝
40	1	2	｛4＃以撒｜15｝
40	1	2	｛5＃生｜17｝
40	1	2	｛6＃雅各；｜19｝
40	1	2	｛7＃雅各｜20｝
40	1	2	｛8＃生｜22｝
40	1	2	｛9＃猶大｜24｝
40	1	2	｛10＃和｜25｝
40	1	2	｛12＃弟兄；｜27｝
40	1	2	｛11＃他的｜28｝
40	1	3	｛1＃猶大｜29｝
40	1	3	｛4＃生｜31｝
40	1	3	｛5＃法勒斯｜33｝
40	1	3	｛6＃和｜34｝
40	1	3	｛7＃謝拉；｜36｝
40	1	3	｛2＃從｜37｝
40	1	3	｛3＃他瑪氏｜39｝
40	1	3	｛8＃法勒斯｜40｝
40	1	3	｛9＃生｜42｝
40	1	3	｛10＃希斯崙；｜44｝
40	1	3	｛11＃希斯崙｜45｝
40	1	3	｛12＃生｜47｝
40	1	3	｛13＃亞蘭；｜49｝
40	1	4	｛1＃亞蘭｜50｝
40	1	4	｛2＃生｜52｝
40	1	4	｛3＃亞米拿達；｜54｝
40	1	4	｛4＃亞米拿達｜55｝
40	1	4	｛5＃生｜57｝
40	1	4	｛6＃拿順；｜59｝
40	1	4	｛7＃拿順｜60｝
40	1	4	｛8＃生｜62｝
40	1	4	｛9＃撒門；｜64｝
40	1	5	｛1＃撒門｜65｝
40	1	5	｛4＃生｜67｝
40	1	5	｛5＃波阿斯；｜69｝
40	1	5	｛2＃從｜70｝
40	1	5	｛3＃喇合氏｜72｝
40	1	5	｛6＃波阿斯｜73｝
40	1	5	｛9＃生｜75｝
40	1	5	｛10＃俄備得；｜77｝
40	1	5	｛7＃從｜78｝
40	1	5	｛8＃路得氏｜80｝
40	1	5	｛11＃俄備得｜81｝
40	1	5	｛12＃生｜83｝
40	1	5	｛13＃耶西；｜85｝
40	1	6	｛1＃耶西｜86｝
40	1	6	｛2＃生｜88｝
40	1	6	｛3＃大衛｜90｝
40	1	6	｛4＃王。｜92｝
40	1	6	｛5＃大衛｜93｝
40	1	6	｛9＃生｜95｝
40	1	6	｛10＃所羅門；｜97｝
40	1	6	｛6＃從｜98｝
40	1	6	｛8＃妻子｜100｝
40	1	6	｛7＃烏利亞的｜101｝
40	1	7	｛1＃所羅門｜104｝
40	1	7	｛2＃生｜106｝
40	1	7	｛3＃羅波安；｜108｝
40	1	7	｛4＃羅波安｜109｝
40	1	7	｛5＃生｜111｝
40	1	7	｛6＃亞比雅；｜113｝
40	1	7	｛7＃亞比雅｜114｝
40	1	7	｛8＃生｜116｝
40	1	7	｛9＃亞撒；｜118｝
40	1	8	｛1＃亞撒｜119｝
40	1	8	｛2＃生｜121｝
40	1	8	｛3＃約沙法；｜123｝
40	1	8	｛4＃約沙法｜124｝
40	1	8	｛5＃生｜126｝
40	1	8	｛6＃約蘭；｜128｝
40	1	8	｛7＃約蘭｜129｝
40	1	8	｛8＃生｜131｝
40	1	8	｛9＃烏西亞；｜133｝
40	1	9	｛1＃烏西亞｜134｝
40	1	9	｛2＃生｜136｝
40	1	9	｛3＃約坦；｜138｝
40	1	9	｛4＃約坦｜139｝
40	1	9	｛5＃生｜141｝
40	1	9	｛6＃亞哈斯；｜143｝
40	1	9	｛7＃亞哈斯｜144｝
40	1	9	｛8＃生｜146｝
40	1	9	｛9＃希西家；｜148｝
40	1	10	｛1＃希西家｜149｝
40	1	10	｛2＃生｜151｝
40	1	10	｛3＃瑪拿西；｜153｝
40	1	10	｛4＃瑪拿西｜154｝
40	1	10	｛5＃生｜156｝
40	1	10	｛6＃亞們；｜158｝
40	1	10	｛7＃亞們｜159｝
40	1	10	｛8＃生｜161｝
40	1	10	｛9＃約西亞；｜163｝
40	1	11	｛4＃約西亞｜164｝
40	1	11	｛5＃生｜166｝
40	1	11	｛6＃耶哥尼雅｜168｝
40	1	11	｛7＃和｜169｝
40	1	11	｛9＃弟兄。｜171｝
40	1	11	｛8＃他的｜172｝
40	1	11	｛1＃百姓被遷到｜175｝
40	1	11	｛2＃巴比倫｜176｝
40	1	11	｛3＊的時候，｜177｝
40	1	12	｛3＃之後，｜178｝
40	1	12	｛1＃遷到｜181｝
40	1	12	｛2＃巴比倫｜182｝
40	1	12	｛4＃耶哥尼雅｜183｝
40	1	12	｛5＃生｜184｝
40	1	12	｛6＃撒拉鐵；｜186｝
40	1	12	｛7＃撒拉鐵｜187｝
40	1	12	｛8＃生｜189｝
40	1	12	｛9＃所羅巴伯；｜191｝
40	1	13	｛1＃所羅巴伯｜192｝
40	1	13	｛2＃生｜194｝
40	1	13	｛3＃亞比玉；｜196｝
40	1	13	｛4＃亞比玉｜197｝
40	1	13	｛5＃生｜199｝
40	1	13	｛6＃以利亞敬；｜201｝
40	1	13	｛7＃以利亞敬｜202｝
40	1	13	｛8＃生｜204｝
40	1	13	｛9＃亞所；｜206｝
40	1	14	｛1＃亞所｜207｝
40	1	14	｛2＃生｜209｝
40	1	14	｛3＃撒督；｜211｝
40	1	14	｛4＃撒督｜212｝
40	1	14	｛5＃生｜214｝
40	1	14	｛6＃亞金；｜216｝
40	1	14	｛7＃亞金｜217｝
40	1	14	｛8＃生｜219｝
40	1	14	｛9＃以律；｜221｝
40	1	15	｛1＃以律｜222｝
40	1	15	｛2＃生｜224｝
40	1	15	｛3＃以利亞撒；｜226｝
40	1	15	｛4＃以利亞撒｜227｝
40	1	15	｛5＃生｜229｝
40	1	15	｛6＃馬但；｜231｝
40	1	15	｛7＃馬但｜232｝
40	1	15	｛8＃生｜234｝
40	1	15	｛9＃雅各；｜236｝
40	1	16	｛1＃雅各｜237｝
40	1	16	｛2＃生｜239｝
40	1	16	｛3＃約瑟，｜241｝
40	1	16	｛5＃丈夫；｜243｝
40	1	16	｛4＃就是馬利亞的｜244｝
40	1	16	｛10＃是從｜245｝
40	1	16	｛11＃馬利亞｜246｝
40	1	16	｛12＃生的。｜247｝
40	1	16	｛9＃耶穌，｜248｝
40	1	16	｛6＃那｜249｝
40	1	16	｛7＃稱為｜250｝
40	1	16	｛8＃基督的｜251｝
40	1	17	｛6＃共有｜253｝
40	1	17	｛1＃這樣，｜254｝
40	1	17	｛2＃從｜257｝
40	1	17	｛3＃亞伯拉罕｜258｝
40	1	17	｛4＃到｜259｝
40	1	17	｛5＃大衛，｜260｝
40	1	17	｛8＃代；｜261｝
40	1	17	｛7＃十四｜262｝
40	1	17	｛9＃從｜264｝
40	1	17	｛10＃大衛｜265｝
40	1	17	｛11＃到｜266｝
40	1	17	｛12＃遷至｜268｝
40	1	17	｛13＃巴比倫的時候，｜269｝
40	1	17	｛15＃代；｜270｝
40	1	17	｛14＃也有十四｜271｝
40	1	17	｛16＃從｜273｝
40	1	17	｛17＃遷至｜275｝
40	1	17	｛18＃巴比倫的時候｜276｝
40	1	17	｛19＃到｜277｝
40	1	17	｛20＃基督，｜279｝
40	1	17	｛22＃代。｜280｝
40	1	17	｛21＃又有十四｜281｝
40	1	18	｛5＃事，｜283｝
40	1	18	｛1＃耶穌｜284｝
40	1	18	｛2＃基督｜285｝
40	1	18	｛4＃的｜286｝
40	1	18	｛3＃降生｜287｝
40	1	18	｛7＃下面：｜288｝
40	1	18	｛6＃記在｜289｝
40	1	18	｛11＃已經許配了｜290｝
40	1	18	｛9＃母親｜292｝
40	1	18	｛8＃他｜293｝
40	1	18	｛10＃馬利亞｜294｝
40	1	18	｛12＃約瑟，｜296｝
40	1	18	｛13＃還沒有｜297｝
40	1	18	｛14＃迎娶，｜299｝
40	1	18	｛16＃就｜301｝
40	1	18	｛21＃孕。｜303｝
40	1	18	｛20＃懷了｜304｝
40	1	18	｛17＃從｜305｝
40	1	18	｛19＃靈｜306｝
40	1	18	｛18＃聖｜307｝
40	1	18	｛15＊馬利亞｜309｝
40	1	19	｛3＃約瑟｜310｝
40	1	19	｛2＃丈夫｜313｝
40	1	19	｛1＃他｜314｝
40	1	19	｛5＃義人，｜315｝
40	1	19	｛4＃是個｜316｝
40	1	19	｛6＃不｜318｝
40	1	19	｛7＃願意｜319｝
40	1	19	｛9＃他，｜320｝
40	1	19	｛8＃明明的羞辱｜321｝
40	1	19	｛10＃想要｜322｝
40	1	19	｛11＃暗暗的｜323｝
40	1	19	｛13＃休了。｜324｝
40	1	19	｛12＃把他｜325｝
40	1	20	｛3＃這事的時候，｜326｝
40	1	20	｛1＃正｜327｝
40	1	20	｛2＃思念｜329｝
40	1	20	｛5＃使者｜331｝
40	1	20	｛4＃有主的｜332｝
40	1	20	｛8＃中｜333｝
40	1	20	｛7＃夢｜334｝
40	1	20	｛9＃顯現，｜335｝
40	1	20	｛6＃向他｜336｝
40	1	20	｛10＃說，｜337｝
40	1	20	｛13＃約瑟，｜338｝
40	1	20	｛12＃子孫｜339｝
40	1	20	｛11＃大衛的｜340｝
40	1	20	｛14＃不要｜341｝
40	1	20	｛15＃怕，｜342｝
40	1	20	｛16＃只管娶過｜343｝
40	1	20	｛19＃馬利亞｜344｝
40	1	20	｛18＃妻子｜346｝
40	1	20	｛17＃你的｜347｝
40	1	20	｛21＃因｜349｝
40	1	20	｛23＃所｜350｝
40	1	20	｛22＃他｜351｝
40	1	20	｛24＃懷的孕，｜352｝
40	1	20	｛26＃從｜353｝
40	1	20	｛28＃靈｜354｝
40	1	20	｛25＃是｜355｝
40	1	20	｛27＃聖｜356｝
40	1	20	｛20＊來，｜358｝
40	1	20	｛29＊來的。｜359｝
40	1	21	｛1＃他將要生｜360｝
40	1	21	｛2＃一個兒子，｜362｝
40	1	21	｛5＃叫｜364｝
40	1	21	｛4＃起名｜366｝
40	1	21	｛3＃你要給他｜367｝
40	1	21	｛6＃耶穌，｜368｝
40	1	21	｛8＃他｜369｝
40	1	21	｛7＃因｜370｝
40	1	21	｛16＃救出來。｜371｝
40	1	21	｛10＃將｜372｝
40	1	21	｛12＃百姓｜373｝
40	1	21	｛11＃自己的｜374｝
40	1	21	｛13＃從｜375｝
40	1	21	｛14＃罪惡｜377｝
40	1	21	｛9＊要｜379｝
40	1	21	｛15＊裏｜380｝
40	1	22	｛1＃這｜381｝
40	1	22	｛2＃一切的｜383｝
40	1	22	｛4＃成就，｜384｝
40	1	22	｛5＃是要｜385｝
40	1	22	｛6＃應驗｜386｝
40	1	22	｛11＃說的話，｜388｝
40	1	22	｛10＃所｜389｝
40	1	22	｛7＃主｜390｝
40	1	22	｛8＃藉｜391｝
40	1	22	｛9＃先知｜393｝
40	1	22	｛3＊事｜395｝
40	1	23	｛3＃童女｜398｝
40	1	23	｛4＃懷孕｜400｝
40	1	23	｛2＃必有｜401｝
40	1	23	｛5＃生｜403｝
40	1	23	｛6＃子，｜404｝
40	1	23	｛7＃人要稱｜406｝
40	1	23	｛9＃名｜408｝
40	1	23	｛8＃他的｜409｝
40	1	23	｛11＃以馬內利。｜410｝
40	1	23	｛12＃以馬內利｜411｝
40	1	23	｛14＃就是｜412｝
40	1	23	｛13＃繙出來｜413｝
40	1	23	｛18＃同在。｜414｝
40	1	23	｛17＃我們｜415｝
40	1	23	｛15＃神｜417｝
40	1	23	｛1＊說，｜418｝
40	1	23	｛10＊為｜419｝
40	1	23	｛16＊與｜420｝
40	1	24	｛4＃起來，｜421｝
40	1	24	｛1＃約瑟｜424｝
40	1	24	｛2＃醒｜425｝
40	1	24	｛3＃了，｜427｝
40	1	24	｛6＃遵着｜428｝
40	1	24	｛5＃就｜429｝
40	1	24	｛9＃吩咐，｜430｝
40	1	24	｛8＃使者的｜433｝
40	1	24	｛7＃主｜434｝
40	1	24	｛10＃把｜435｝
40	1	24	｛12＃娶過來；｜436｝
40	1	24	｛11＃妻子｜438｝
40	1	25	｛1＃只是｜442｝
40	1	25	｛2＃沒有｜443｝
40	1	25	｛4＃同房，｜444｝
40	1	25	｛3＃和他｜445｝
40	1	25	｛5＃等｜446｝
40	1	25	｛6＃他生了｜448｝
40	1	25	｛7＃兒子，〔有古卷作等他生了頭胎的兒子〕｜449｝
40	1	25	｛8＃就｜450｝
40	1	25	｛11＃叫｜451｝
40	1	25	｛10＃起名｜453｝
40	1	25	｛9＃給他｜454｝
40	1	25	｛12＃耶穌。｜455｝
40	2	1	｛5＃耶穌｜462｝
40	2	1	｛6＃生｜463｝
40	2	1	｛1＃當｜464｝
40	2	1	｛10＃伯利恆；｜465｝
40	2	1	｛9＃的｜466｝
40	2	1	｛8＃猶太｜467｝
40	2	1	｛7＃在｜468｝
40	2	1	｛4＃的時候，｜469｝
40	2	1	｛2＃希律｜470｝
40	2	1	｛3＃王｜472｝
40	2	1	｛11＃有幾個博士｜474｝
40	2	1	｛12＃從｜475｝
40	2	1	｛13＃東方｜476｝
40	2	1	｛14＃來｜477｝
40	2	1	｛15＃到｜478｝
40	2	1	｛16＃耶路撒冷，｜479｝
40	2	1	｛17＊說，｜481｝
40	2	2	｛7＃在那裏。｜483｝
40	2	2	｛3＃作｜484｝
40	2	2	｛1＃那｜485｝
40	2	2	｛2＃生下來｜486｝
40	2	2	｛5＃王｜487｝
40	2	2	｛6＃的｜488｝
40	2	2	｛4＃猶太人之｜489｝
40	2	2	｛11＃看見｜490｝
40	2	2	｛12＃他的｜492｝
40	2	2	｛13＃星，｜494｝
40	2	2	｛9＃在｜495｝
40	2	2	｛10＃東方｜497｝
40	2	2	｛14＃特｜498｝
40	2	2	｛15＃來｜499｝
40	2	2	｛16＃拜｜500｝
40	2	2	｛17＃他。｜501｝
40	2	2	｛8＊我們｜502｝
40	2	3	｛3＃聽見了｜503｝
40	2	3	｛4＃就｜504｝
40	2	3	｛2＃王｜506｝
40	2	3	｛1＃希律｜507｝
40	2	3	｛5＃心裏不安；｜508｝
40	2	3	｛7＃合城的人｜510｝
40	2	3	｛6＃耶路撒冷｜511｝
40	2	3	｛8＃也都｜512｝
40	2	3	｛9＃不安。｜513｝
40	2	4	｛1＃他就｜514｝
40	2	4	｛2＃召｜515｝
40	2	4	｛3＃齊了｜516｝
40	2	4	｛4＃祭司長｜518｝
40	2	4	｛5＃和｜519｝
40	2	4	｛8＃文士，｜520｝
40	2	4	｛7＃的｜521｝
40	2	4	｛6＃民間｜522｝
40	2	4	｛9＃問｜523｝
40	2	4	｛10＃他們說，｜525｝
40	2	4	｛13＃在何處。｜526｝
40	2	4	｛11＃基督｜528｝
40	2	4	｛12＃當生｜529｝
40	2	5	｛1＃他們｜530｝
40	2	5	｛3＃說，｜532｝
40	2	5	｛4＃在｜534｝
40	2	5	｛7＃伯利恆，｜535｝
40	2	5	｛6＃的｜536｝
40	2	5	｛5＃猶太｜537｝
40	2	5	｛8＃因為｜539｝
40	2	5	｛11＃記着｜540｝
40	2	5	｛9＃有｜541｝
40	2	5	｛10＃先知｜543｝
40	2	5	｛2＊回答｜544｝
40	2	5	｛12＊說，｜545｝
40	2	6	｛3＃伯利恆阿，｜548｝
40	2	6	｛2＃地的｜549｝
40	2	6	｛1＃猶大｜550｝
40	2	6	｛9＃並不是｜551｝
40	2	6	｛10＃最小的；｜552｝
40	2	6	｛4＃你｜553｝
40	2	6	｛5＃在｜554｝
40	2	6	｛7＃諸城｜556｝
40	2	6	｛6＃猶大｜557｝
40	2	6	｛14＃要從｜558｝
40	2	6	｛15＃你｜559｝
40	2	6	｛11＃因為｜560｝
40	2	6	｛17＃出來，｜561｝
40	2	6	｛13＃一位君王，｜562｝
40	2	6	｛18＃牧養｜564｝
40	2	6	｛21＃民。｜566｝
40	2	6	｛19＃我｜567｝
40	2	6	｛20＃以色列｜569｝
40	2	6	｛8＊中｜570｝
40	2	6	｛16＊那裏｜572｝
40	2	6	｛12＊將來有｜573｝
40	2	7	｛1＃當下｜574｝
40	2	7	｛2＃希律｜575｝
40	2	7	｛3＃暗暗的｜576｝
40	2	7	｛4＃召了｜577｝
40	2	7	｛5＃博士｜579｝
40	2	7	｛7＃細問｜580｝
40	2	7	｛12＃的。｜583｝
40	2	7	｛10＃是甚麼時候｜584｝
40	2	7	｛8＃那｜585｝
40	2	7	｛11＃出現｜586｝
40	2	7	｛9＃星｜587｝
40	2	7	｛6＊來，｜588｝
40	2	8	｛1＃就｜589｝
40	2	8	｛2＃差｜590｝
40	2	8	｛3＃他們｜591｝
40	2	8	｛4＃往｜592｝
40	2	8	｛5＃伯利恆｜593｝
40	2	8	｛7＃說，｜594｝
40	2	8	｛8＃你們去｜595｝
40	2	8	｛10＃尋訪｜596｝
40	2	8	｛9＃仔細｜597｝
40	2	8	｛11＃那｜599｝
40	2	8	｛12＃小孩子；｜600｝
40	2	8	｛14＃尋到了，｜603｝
40	2	8	｛15＃就來報信，｜604｝
40	2	8	｛17＃好｜606｝
40	2	8	｛16＃我也｜607｝
40	2	8	｛18＃去｜608｝
40	2	8	｛19＃拜｜609｝
40	2	8	｛20＃他。｜610｝
40	2	8	｛6＊去，｜611｝
40	2	9	｛4＃話｜613｝
40	2	9	｛2＃聽見｜614｝
40	2	9	｛3＃王的｜616｝
40	2	9	｛5＃就去了；｜617｝
40	2	9	｛12＃忽然｜619｝
40	2	9	｛10＃那｜620｝
40	2	9	｛11＃星，｜621｝
40	2	9	｛8＃所｜622｝
40	2	9	｛9＃看見的｜623｝
40	2	9	｛6＃在｜624｝
40	2	9	｛7＃東方｜626｝
40	2	9	｛15＃前頭行，｜627｝
40	2	9	｛14＃他們｜628｝
40	2	9	｛18＃到｜629｝
40	2	9	｛17＃行｜630｝
40	2	9	｛23＃停住了。｜631｝
40	2	9	｛22＃就在上頭｜632｝
40	2	9	｛21＃地方，｜633｝
40	2	9	｛20＃的，｜634｝
40	2	9	｛19＃小孩子｜636｝
40	2	9	｛1＊他們｜637｝
40	2	9	｛13＊在｜639｝
40	2	9	｛16＊直｜640｝
40	2	10	｛1＃他們看見｜641｝
40	2	10	｛2＃那｜643｝
40	2	10	｛3＃星，｜644｝
40	2	10	｛7＃歡｜645｝
40	2	10	｛8＃喜。｜646｝
40	2	10	｛5＃大｜647｝
40	2	10	｛6＃大的｜648｝
40	2	10	｛4＊就｜649｝
40	2	11	｛1＃進｜651｝
40	2	11	｛2＃了｜652｝
40	2	11	｛3＃房子，｜654｝
40	2	11	｛4＃看見｜655｝
40	2	11	｛5＃小孩子｜657｝
40	2	11	｛6＃和｜658｝
40	2	11	｛9＃馬利亞，｜659｝
40	2	11	｛8＃母親｜661｝
40	2	11	｛7＃他｜662｝
40	2	11	｛10＃就｜663｝
40	2	11	｛11＃俯伏｜664｝
40	2	11	｛12＃拜｜665｝
40	2	11	｛21＃他。｜666｝
40	2	11	｛14＃揭開｜668｝
40	2	11	｛15＃寶盒，｜670｝
40	2	11	｛20＃獻給｜672｝
40	2	11	｛13＃那小孩子，｜673｝
40	2	11	｛19＃為禮物｜674｝
40	2	11	｛16＃拿黃金｜675｝
40	2	11	｛17＃乳香｜677｝
40	2	11	｛18＃沒藥｜679｝
40	2	12	｛2＃因為｜680｝
40	2	12	｛5＃被主指示，｜681｝
40	2	12	｛3＃在｜682｝
40	2	12	｛4＃夢中｜683｝
40	2	12	｛6＃不要｜684｝
40	2	12	｛7＃回去｜685｝
40	2	12	｛8＃見｜686｝
40	2	12	｛9＃希律，｜687｝
40	2	12	｛10＃就｜688｝
40	2	12	｛12＃別的｜689｝
40	2	12	｛13＃路｜690｝
40	2	12	｛14＃回｜691｝
40	2	12	｛11＃從｜692｝
40	2	12	｛16＃地｜694｝
40	2	12	｛15＃本｜695｝
40	2	12	｛1＊博士｜696｝
40	2	12	｛17＊去了。｜697｝
40	2	13	｛2＃去後，｜698｝
40	2	13	｛1＃他們｜700｝
40	2	13	｛3＃有｜701｝
40	2	13	｛5＃使者｜702｝
40	2	13	｛4＃主的｜703｝
40	2	13	｛10＃顯現，｜704｝
40	2	13	｛9＃中｜705｝
40	2	13	｛8＃夢｜706｝
40	2	13	｛6＃向｜707｝
40	2	13	｛7＃約瑟｜708｝
40	2	13	｛11＃說，｜709｝
40	2	13	｛12＃起來，｜710｝
40	2	13	｛13＃帶着｜711｝
40	2	13	｛14＃小孩子｜713｝
40	2	13	｛15＃同｜714｝
40	2	13	｛17＃母親，｜716｝
40	2	13	｛16＃他｜717｝
40	2	13	｛18＃逃｜719｝
40	2	13	｛19＃往｜720｝
40	2	13	｛20＃埃及，｜721｝
40	2	13	｛21＃住在｜723｝
40	2	13	｛22＃那裏，｜724｝
40	2	13	｛23＃等｜725｝
40	2	13	｛24＃我吩咐｜727｝
40	2	13	｛25＃你；｜728｝
40	2	13	｛28＃必｜729｝
40	2	13	｛26＃因為｜730｝
40	2	13	｛27＃希律｜731｝
40	2	13	｛29＃尋找｜732｝
40	2	13	｛30＃小孩子｜734｝
40	2	13	｛31＃要除滅｜736｝
40	2	13	｛32＃他。｜737｝
40	2	14	｛1＃約瑟｜739｝
40	2	14	｛2＃就｜740｝
40	2	14	｛3＃起來｜741｝
40	2	14	｛5＃帶着｜742｝
40	2	14	｛6＃小孩子｜744｝
40	2	14	｛7＃和｜745｝
40	2	14	｛9＃母親｜747｝
40	2	14	｛8＃他｜748｝
40	2	14	｛4＃夜間｜749｝
40	2	14	｛12＃去。｜751｝
40	2	14	｛10＃往｜752｝
40	2	14	｛11＃埃及｜753｝
40	2	15	｛1＃住在｜755｝
40	2	15	｛2＃那裏，｜756｝
40	2	15	｛3＃直到｜757｝
40	2	15	｛5＃死了。｜759｝
40	2	15	｛4＃希律｜760｝
40	2	15	｛6＃這是要｜761｝
40	2	15	｛7＃應驗｜762｝
40	2	15	｛12＃說的話｜764｝
40	2	15	｛11＃所｜765｝
40	2	15	｛8＃主｜766｝
40	2	15	｛9＃藉｜767｝
40	2	15	｛10＃先知｜769｝
40	2	15	｛13＃說，｜770｝
40	2	15	｛15＃從｜771｝
40	2	15	｛16＃埃及｜772｝
40	2	15	｛17＃召出｜773｝
40	2	15	｛19＃兒子｜775｝
40	2	15	｛18＃我的｜776｝
40	2	15	｛14＊我｜777｝
40	2	15	｛20＊來。｜778｝
40	2	16	｛1＃希律｜780｝
40	2	16	｛2＃見自己｜781｝
40	2	16	｛5＃愚弄，｜783｝
40	2	16	｛3＃被｜784｝
40	2	16	｛4＃博士｜786｝
40	2	16	｛8＃發怒，｜787｝
40	2	16	｛7＃大大｜788｝
40	2	16	｛9＃差人｜790｝
40	2	16	｛27＃都殺盡了。｜791｝
40	2	16	｛14＃四｜792｝
40	2	16	｛17＃男孩，｜794｝
40	2	16	｛10＃將｜796｝
40	2	16	｛11＃伯利恆｜797｝
40	2	16	｛13＃並｜798｝
40	2	16	｛16＃所有的｜800｝
40	2	16	｛15＃境｜802｝
40	2	16	｛12＃城裏，｜803｝
40	2	16	｛24＃凡｜804｝
40	2	16	｛25＃兩歲｜805｝
40	2	16	｛26＃以裏的，｜807｝
40	2	16	｛18＃照着｜808｝
40	2	16	｛22＃的｜809｝
40	2	16	｛23＃時候，｜810｝
40	2	16	｛21＃仔細查問｜812｝
40	2	16	｛19＃他向｜813｝
40	2	16	｛20＃博士｜815｝
40	2	16	｛6＊就｜816｝
40	2	17	｛1＃這就｜817｝
40	2	17	｛2＃應了｜818｝
40	2	17	｛5＃的｜819｝
40	2	17	｛6＃話，｜820｝
40	2	17	｛4＃耶利米｜822｝
40	2	17	｛3＃先知｜824｝
40	2	17	｛7＃說，｜825｝
40	2	18	｛7＃聲音，｜826｝
40	2	18	｛1＃在｜827｝
40	2	18	｛2＃拉瑪｜828｝
40	2	18	｛3＃聽見｜829｝
40	2	18	｛4＃號咷｜830｝
40	2	18	｛6＃哭的｜832｝
40	2	18	｛5＃大｜833｝
40	2	18	｛9＃拉結｜834｝
40	2	18	｛10＃哭｜835｝
40	2	18	｛8＃是｜836｝
40	2	18	｛12＃兒女，｜837｝
40	2	18	｛11＃他｜838｝
40	2	18	｛13＃不｜840｝
40	2	18	｛14＃肯｜841｝
40	2	18	｛15＃受安慰，｜842｝
40	2	18	｛16＃因為｜843｝
40	2	18	｛18＃不｜844｝
40	2	18	｛19＃在了。｜845｝
40	2	18	｛17＊他們都｜846｝
40	2	19	｛2＃死了｜848｝
40	2	19	｛1＃希律｜851｝
40	2	19	｛4＃有｜852｝
40	2	19	｛6＃使者｜853｝
40	2	19	｛5＃主的｜854｝
40	2	19	｛13＃顯現，｜855｝
40	2	19	｛12＃中｜856｝
40	2	19	｛11＃夢｜857｝
40	2	19	｛9＃向｜858｝
40	2	19	｛10＃約瑟｜859｝
40	2	19	｛7＃在｜860｝
40	2	19	｛8＃埃及｜861｝
40	2	19	｛3＊以後，｜862｝
40	2	19	｛14＊說，｜864｝
40	2	20	｛1＃起來，｜866｝
40	2	20	｛2＃帶着｜867｝
40	2	20	｛3＃小孩子｜869｝
40	2	20	｛4＃和｜870｝
40	2	20	｛6＃母親｜872｝
40	2	20	｛5＃他｜873｝
40	2	20	｛10＃去；｜875｝
40	2	20	｛7＃往｜876｝
40	2	20	｛9＃地｜877｝
40	2	20	｛8＃以色列｜878｝
40	2	20	｛16＃已經死了。｜879｝
40	2	20	｛11＃因為｜880｝
40	2	20	｛12＃要害｜882｝
40	2	20	｛14＃性命｜884｝
40	2	20	｛15＃的人｜885｝
40	2	20	｛13＃小孩子｜886｝
40	2	21	｛1＃約瑟｜887｝
40	2	21	｛2＃就｜888｝
40	2	21	｛3＃起來｜889｝
40	2	21	｛4＃把｜890｝
40	2	21	｛5＃小孩子｜892｝
40	2	21	｛6＃和｜893｝
40	2	21	｛8＃母親｜895｝
40	2	21	｛7＃他｜896｝
40	2	21	｛9＃帶｜898｝
40	2	21	｛10＃到｜899｝
40	2	21	｛12＃地去。｜900｝
40	2	21	｛11＃以色列｜901｝
40	2	22	｛3＃聽見｜902｝
40	2	22	｛1＃只｜903｝
40	2	22	｛2＃因｜904｝
40	2	22	｛4＃亞基老｜905｝
40	2	22	｛9＃作了｜906｝
40	2	22	｛10＃猶太｜908｝
40	2	22	｛5＃接着｜909｝
40	2	22	｛7＃父親｜911｝
40	2	22	｛6＃他｜912｝
40	2	22	｛8＃希律｜913｝
40	2	22	｛12＃就怕｜914｝
40	2	22	｛14＃那裏｜915｝
40	2	22	｛13＃往｜916｝
40	2	22	｛20＃被主指示，｜917｝
40	2	22	｛16＃又｜918｝
40	2	22	｛19＃中｜919｝
40	2	22	｛18＃夢｜920｝
40	2	22	｛24＃去了。｜921｝
40	2	22	｛21＃便往｜922｝
40	2	22	｛23＃境內｜924｝
40	2	22	｛22＃加利利｜926｝
40	2	22	｛11＊王，｜927｝
40	2	22	｛15＊去；｜928｝
40	2	22	｛17＊在｜929｝
40	2	23	｛5＃就｜930｝
40	2	23	｛1＃到了｜931｝
40	2	23	｛6＃住｜932｝
40	2	23	｛7＃在那裏；｜933｝
40	2	23	｛2＃一座城，｜934｝
40	2	23	｛3＃名叫｜935｝
40	2	23	｛4＃拿撒勒，｜936｝
40	2	23	｛8＃這是｜937｝
40	2	23	｛9＃要應驗｜938｝
40	2	23	｛11＃所說，｜940｝
40	2	23	｛10＃先知｜943｝
40	2	23	｛13＃拿撒勒人｜945｝
40	2	23	｛12＃他將稱為｜946｝
40	2	23	｛14＊的話了。｜947｝
40	3	1	｛3＃有｜949｝
40	3	1	｛1＃那｜950｝
40	3	1	｛2＃時，｜951｝
40	3	1	｛6＃出來，｜953｝
40	3	1	｛5＃約翰｜954｝
40	3	1	｛4＃施洗的｜956｝
