書卷	章Chapter	節Verse	｛和合本字序＊和合本譯字｜1｝
40	5	30	｛2＃右｜2305｝
40	5	30	｛3＃手｜2307｝
40	5	30	｛6＃跌倒，｜2308｝
40	5	30	｛5＃你｜2309｝
40	5	30	｛8＃砍下來｜2310｝
40	5	30	｛7＃就｜2311｝
40	5	30	｛9＃丟掉；｜2313｝
40	5	30	｛10＃寧可｜2316｝
40	5	30	｛11＃失去｜2320｝
40	5	30	｛14＃一體，｜2321｝
40	5	30	｛13＃的｜2322｝
40	5	30	｛12＃百體中｜2323｝
40	5	30	｛15＃不叫｜2326｝
40	5	30	｛16＃全｜2327｝
40	5	30	｛17＃身｜2329｝
40	5	30	｛19＃入｜2331｝
40	5	30	｛20＃地獄。｜2332｝
40	5	30	｛18＃下｜2333｝
40	5	30	｛4＊叫｜2334｝
40	5	31	｛2＃有話說，｜2337｝
40	5	31	｛1＃又｜2338｝
40	5	31	｛4＃若｜2339｝
40	5	31	｛3＃人｜2340｝
40	5	31	｛5＃休｜2341｝
40	5	31	｛6＃妻，｜2343｝
40	5	31	｛7＃就當給｜2345｝
40	5	31	｛8＃他｜2346｝
40	5	31	｛9＃休書。｜2347｝
40	5	32	｛2＃我｜2349｝
40	5	32	｛1＃只是｜2350｝
40	5	32	｛3＃告訴｜2351｝
40	5	32	｛4＃你們，｜2352｝
40	5	32	｛5＃凡｜2354｝
40	5	32	｛6＃休｜2356｝
40	5	32	｛7＃妻｜2358｝
40	5	32	｛9＃若不是為｜2360｝
40	5	32	｛11＃的緣故，｜2361｝
40	5	32	｛10＃淫亂｜2362｝
40	5	32	｛12＃就是叫｜2363｝
40	5	32	｛13＃他｜2364｝
40	5	32	｛20＃也是犯姦淫了。｜2365｝
40	5	32	｛16＃若｜2367｝
40	5	32	｛15＃人｜2368｝
40	5	32	｛18＃這被休的｜2369｝
40	5	32	｛17＃娶｜2370｝
40	5	32	｛14＃作淫婦了；｜2371｝
40	5	32	｛8＊的，｜2372｝
40	5	32	｛19＊婦人，｜2373｝
40	5	33	｛2＃又｜2374｝
40	5	33	｛3＃聽見｜2375｝
40	5	33	｛4＃有｜2376｝
40	5	33	｛7＃的話，說，｜2377｝
40	5	33	｛6＃古人｜2379｝
40	5	33	｛8＃不可｜2380｝
40	5	33	｛9＃背誓，｜2381｝
40	5	33	｛13＃謹守。｜2382｝
40	5	33	｛11＃總要｜2383｝
40	5	33	｛12＃向主｜2385｝
40	5	33	｛10＃所起的誓，｜2387｝
40	5	33	｛1＊你們｜2389｝
40	5	33	｛5＊吩咐｜2390｝
40	5	34	｛2＃我｜2391｝
40	5	34	｛1＃只是｜2392｝
40	5	34	｛3＃告訴｜2393｝
40	5	34	｛4＃你們，｜2394｝
40	5	34	｛6＃不可｜2395｝
40	5	34	｛7＃起，｜2396｝
40	5	34	｛5＃甚麼誓都｜2397｝
40	5	34	｛8＃不可｜2398｝
40	5	34	｛9＃指着｜2399｝
40	5	34	｛10＃天｜2401｝
40	5	34	｛12＃因為｜2402｝
40	5	34	｛17＃座位；｜2403｝
40	5	34	｛14＃是｜2404｝
40	5	34	｛15＃神｜2406｝
40	5	34	｛11＊起誓，｜2407｝
40	5	34	｛13＊天｜2408｝
40	5	34	｛16＊的｜2409｝
40	5	35	｛1＃不可｜2410｝
40	5	35	｛2＃指着｜2411｝
40	5	35	｛3＃地｜2413｝
40	5	35	｛5＃因為｜2414｝
40	5	35	｛11＃凳；｜2415｝
40	5	35	｛7＃是｜2416｝
40	5	35	｛9＃的｜2417｝
40	5	35	｛10＃腳｜2418｝
40	5	35	｛8＃他｜2419｝
40	5	35	｛12＃也不可｜2420｝
40	5	35	｛13＃指着｜2421｝
40	5	35	｛14＃耶路撒冷｜2422｝
40	5	35	｛16＃因為｜2423｝
40	5	35	｛21＃京城。｜2424｝
40	5	35	｛17＃耶路撒冷是｜2425｝
40	5	35	｛20＃的｜2426｝
40	5	35	｛18＃大｜2427｝
40	5	35	｛19＃君｜2428｝
40	5	35	｛4＊起誓，｜2429｝
40	5	35	｛6＊地｜2430｝
40	5	35	｛15＊起誓，｜2431｝
40	5	36	｛1＃又不可｜2432｝
40	5	36	｛2＃指着｜2433｝
40	5	36	｛4＃頭｜2435｝
40	5	36	｛3＃你的｜2436｝
40	5	36	｛5＃起誓，｜2437｝
40	5	36	｛6＃因為｜2438｝
40	5	36	｛8＃不｜2439｝
40	5	36	｛9＃能｜2440｝
40	5	36	｛11＃一根｜2441｝
40	5	36	｛12＃頭髮｜2442｝
40	5	36	｛16＃白了。｜2443｝
40	5	36	｛13＃變｜2444｝
40	5	36	｛15＃變｜2445｝
40	5	36	｛14＃黑｜2446｝
40	5	36	｛7＊你｜2447｝
40	5	36	｛10＊使｜2448｝
40	5	37	｛4＃就說｜2449｝
40	5	37	｛2＃話，｜2452｝
40	5	37	｛1＃你們的｜2453｝
40	5	37	｛3＃是，｜2454｝
40	5	37	｛5＃是；｜2455｝
40	5	37	｛6＃不是，｜2456｝
40	5	37	｛8＃不是；｜2457｝
40	5	37	｛9＃若再｜2459｝
40	5	37	｛10＃多說，｜2460｝
40	5	37	｛11＃就｜2461｝
40	5	37	｛13＃出於｜2462｝
40	5	37	｛14＃那｜2463｝
40	5	37	｛15＃惡者。〔或作是從惡裏出來的〕｜2464｝
40	5	37	｛12＃是｜2465｝
40	5	37	｛7＊就說｜2466｝
40	5	38	｛1＃你們聽見｜2467｝
40	5	38	｛2＃有話說，｜2469｝
40	5	38	｛3＃以眼｜2470｝
40	5	38	｛4＃還｜2471｝
40	5	38	｛5＃眼，｜2472｝
40	5	38	｛6＃以牙｜2474｝
40	5	38	｛7＃還｜2475｝
40	5	38	｛8＃牙。｜2476｝
40	5	39	｛2＃我｜2477｝
40	5	39	｛1＃只是｜2478｝
40	5	39	｛3＃告訴｜2479｝
40	5	39	｛4＃你們，｜2480｝
40	5	39	｛5＃不要｜2481｝
40	5	39	｛8＃作對；｜2482｝
40	5	39	｛6＃與｜2483｝
40	5	39	｛7＃惡人｜2484｝
40	5	39	｛9＃有人｜2486｝
40	5	39	｛10＃打｜2488｝
40	5	39	｛12＃右｜2491｝
40	5	39	｛13＃臉，｜2492｝
40	5	39	｛11＃你的｜2493｝
40	5	39	｛16＃轉過來｜2494｝
40	5	39	｛17＃由他｜2495｝
40	5	39	｛15＃也｜2496｝
40	5	39	｛14＃連左臉｜2498｝
40	5	39	｛18＊打。｜2499｝
40	5	40	｛1＃有人｜2501｝
40	5	40	｛2＃想要｜2502｝
40	5	40	｛4＃你，｜2503｝
40	5	40	｛3＃告｜2504｝
40	5	40	｛7＃裏衣，｜2507｝
40	5	40	｛6＃你的｜2508｝
40	5	40	｛5＃要拿｜2509｝
40	5	40	｛12＃拿去。｜2510｝
40	5	40	｛11＃由他｜2511｝
40	5	40	｛10＃也｜2512｝
40	5	40	｛8＃連｜2513｝
40	5	40	｛9＃外衣｜2514｝
40	5	41	｛1＃有人｜2516｝
40	5	41	｛3＃你｜2517｝
40	5	41	｛2＃強逼｜2518｝
40	5	41	｛6＃里路，｜2519｝
40	5	41	｛5＃一｜2520｝
40	5	41	｛10＃走｜2521｝
40	5	41	｛8＃就同｜2522｝
40	5	41	｛9＃他｜2523｝
40	5	41	｛11＃二｜2524｝
40	5	41	｛4＊走｜2525｝
40	5	41	｛7＊你｜2526｝
40	5	41	｛12＊里。｜2527｝
40	5	42	｛1＃有｜2528｝
40	5	42	｛2＃求｜2529｝
40	5	42	｛3＃你｜2530｝
40	5	42	｛5＃就給他；｜2531｝
40	5	42	｛6＃有｜2533｝
40	5	42	｛7＃向｜2534｝
40	5	42	｛8＃你｜2536｝
40	5	42	｛9＃借貸的，｜2537｝
40	5	42	｛10＃不可｜2538｝
40	5	42	｛11＃推辭。｜2539｝
40	5	42	｛4＊的，｜2540｝
40	5	43	｛1＃你們聽見｜2541｝
40	5	43	｛2＃有｜2542｝
40	5	43	｛3＃話說，｜2543｝
40	5	43	｛4＃當愛｜2544｝
40	5	43	｛6＃鄰舍，｜2546｝
40	5	43	｛5＃你的｜2547｝
40	5	43	｛7＃恨｜2549｝
40	5	43	｛9＃仇敵。｜2551｝
40	5	43	｛8＃你的｜2552｝
40	5	44	｛2＃我｜2553｝
40	5	44	｛1＃只是｜2554｝
40	5	44	｛3＃告訴｜2555｝
40	5	44	｛4＃你們，｜2556｝
40	5	44	｛5＃要愛｜2557｝
40	5	44	｛7＃仇敵；｜2559｝
40	5	44	｛6＃你們的｜2560｝
40	5	44	｛13＃禱告。｜2562｝
40	5	44	｛8＃為｜2563｝
40	5	44	｛9＃那｜2564｝
40	5	44	｛10＃逼迫｜2565｝
40	5	44	｛11＃你們｜2566｝
40	5	44	｛12＊的｜2568｝
40	5	45	｛1＃這樣，｜2579｝
40	5	45	｛2＃就可以作｜2580｝
40	5	45	｛6＃兒子；｜2581｝
40	5	45	｛5＃父的｜2583｝
40	5	45	｛3＃你們｜2584｝
40	5	45	｛4＃天｜2587｝
40	5	45	｛7＃因為｜2588｝
40	5	45	｛9＃日頭｜2590｝
40	5	45	｛8＃他叫｜2592｝
40	5	45	｛10＃照｜2593｝
40	5	45	｛13＃歹人，｜2594｝
40	5	45	｛12＃也照｜2595｝
40	5	45	｛11＃好人，｜2596｝
40	5	45	｛14＃降雨｜2598｝
40	5	45	｛15＃給｜2599｝
40	5	45	｛16＃義人，｜2600｝
40	5	45	｛17＃也給｜2601｝
40	5	45	｛18＃不義的人。｜2602｝
40	5	46	｛1＃你們若｜2604｝
40	5	46	｛2＃單｜2605｝
40	5	46	｛3＃愛｜2606｝
40	5	46	｛4＃那｜2607｝
40	5	46	｛5＃愛｜2608｝
40	5	46	｛6＃你們｜2609｝
40	5	46	｛9＃甚麼｜2610｝
40	5	46	｛10＃賞賜｜2611｝
40	5	46	｛8＃有｜2612｝
40	5	46	｛14＃不｜2613｝
40	5	46	｛15＃也是｜2614｝
40	5	46	｛12＃就是｜2615｝
40	5	46	｛13＃稅吏｜2616｝
40	5	46	｛16＃這｜2617｝
40	5	46	｛17＃樣｜2618｝
40	5	46	｛18＃行麼。｜2619｝
40	5	46	｛7＊的人，｜2620｝
40	5	46	｛11＊呢。｜2621｝
40	5	47	｛2＃若｜2623｝
40	5	47	｛4＃請｜2624｝
40	5	47	｛7＃安，｜2625｝
40	5	47	｛6＃弟兄的｜2626｝
40	5	47	｛5＃你｜2627｝
40	5	47	｛3＃單｜2628｝
40	5	47	｛9＃有甚麼｜2629｝
40	5	47	｛10＃長處｜2630｝
40	5	47	｛8＃比人｜2631｝
40	5	47	｛14＃不｜2632｝
40	5	47	｛15＃也是｜2633｝
40	5	47	｛12＃就是｜2634｝
40	5	47	｛13＃外邦人｜2635｝
40	5	47	｛16＃這｜2636｝
40	5	47	｛17＃樣｜2637｝
40	5	47	｛18＃行麼。｜2638｝
40	5	47	｛1＊你們｜2639｝
40	5	47	｛11＊呢。｜2640｝
40	5	48	｛3＃要｜2641｝
40	5	48	｛1＃所以｜2642｝
40	5	48	｛2＃你們｜2643｝
40	5	48	｛4＃完全，｜2644｝
40	5	48	｛5＃像｜2645｝
40	5	48	｛8＃父｜2647｝
40	5	48	｛6＃你們的｜2648｝
40	5	48	｛7＃天｜2650｝
40	5	48	｛9＃完全｜2651｝
40	5	48	｛10＊一樣。｜2653｝
40	6	1	｛1＃你們要小心，｜2655｝
40	6	1	｛3＃將善事｜2658｝
40	6	1	｛2＃不可｜2660｝
40	6	1	｛4＃行｜2661｝
40	6	1	｛7＃面前，｜2662｝
40	6	1	｛6＃人的｜2664｝
40	6	1	｛8＃故意｜2665｝
40	6	1	｛10＃看見；｜2667｝
40	6	1	｛9＃叫他們｜2668｝
40	6	1	｛11＃若是｜2669｝
40	6	1	｛12＃這樣，｜2671｝
40	6	1	｛18＃的｜2672｝
40	6	1	｛19＃賞賜了。｜2673｝
40	6	1	｛13＃就不能｜2674｝
40	6	1	｛14＃得｜2675｝
40	6	1	｛17＃父｜2678｝
40	6	1	｛15＃你們｜2679｝
40	6	1	｛16＃天｜2683｝
40	6	1	｛5＊在｜2684｝
40	6	2	｛5＃的時候，｜2686｝
40	6	2	｛1＃所以｜2687｝
40	6	2	｛3＃施｜2688｝
40	6	2	｛4＃捨｜2689｝
40	6	2	｛6＃不可｜2690｝
40	6	2	｛10＃吹號，｜2691｝
40	6	2	｛9＃前面｜2692｝
40	6	2	｛8＃你｜2693｝
40	6	2	｛11＃像｜2694｝
40	6	2	｛12＃那｜2695｝
40	6	2	｛13＃假冒為善的人，｜2696｝
40	6	2	｛20＃所行的，｜2697｝
40	6	2	｛14＃在｜2698｝
40	6	2	｛15＃會堂｜2700｝
40	6	2	｛17＃和｜2701｝
40	6	2	｛18＃街道｜2704｝
40	6	2	｛21＃故意要｜2705｝
40	6	2	｛24＃榮耀；｜2706｝
40	6	2	｛22＃得｜2707｝
40	6	2	｛23＃人的｜2709｝
40	6	2	｛26＃實在｜2710｝
40	6	2	｛27＃告訴｜2711｝
40	6	2	｛28＃你們，｜2712｝
40	6	2	｛29＃他們已經得了｜2713｝
40	6	2	｛31＃賞賜。｜2715｝
40	6	2	｛30＃他們的｜2716｝
40	6	2	｛2＊你｜2717｝
40	6	2	｛7＊在｜2718｝
40	6	2	｛16＊裏｜2719｝
40	6	2	｛19＊上｜2720｝
40	6	2	｛25＊我｜2721｝
40	6	3	｛1＃你｜2723｝
40	6	3	｛2＃施｜2724｝
40	6	3	｛3＃捨｜2725｝
40	6	3	｛5＃不要｜2726｝
40	6	3	｛8＃知道｜2727｝
40	6	3	｛7＃左手｜2729｝
40	6	3	｛10＃所｜2731｝
40	6	3	｛11＃作的；｜2732｝
40	6	3	｛9＃右手｜2734｝
40	6	3	｛4＊的時候，｜2736｝
40	6	3	｛6＊叫｜2737｝
40	6	4	｛1＃要叫｜2738｝
40	6	4	｛4＃行｜2739｝
40	6	4	｛2＃你｜2740｝
40	6	4	｛3＃施捨的事｜2742｝
40	6	4	｛5＃在｜2743｝
40	6	4	｛6＃暗｜2745｝
40	6	4	｛9＃父｜2748｝
40	6	4	｛8＃你｜2749｝
40	6	4	｛13＃察看，｜2751｝
40	6	4	｛10＃在｜2752｝
40	6	4	｛11＃暗｜2754｝
40	6	4	｛15＃報答｜2755｝
40	6	4	｛16＃你。〔有古卷作必在明處報答你〕｜2756｝
40	6	4	｛7＊中，｜2758｝
40	6	4	｛12＊中｜2759｝
40	6	4	｛14＊必然｜2760｝
40	6	5	｛2＃的時候，｜2762｝
40	6	5	｛1＃你們禱告｜2763｝
40	6	5	｛3＃不｜2764｝
40	6	5	｛4＃可｜2765｝
40	6	5	｛5＃像｜2766｝
40	6	5	｛6＃那｜2767｝
40	6	5	｛7＃假冒為善的人，｜2768｝
40	6	5	｛8＃愛｜2770｝
40	6	5	｛10＃在｜2771｝
40	6	5	｛11＃會堂｜2773｝
40	6	5	｛13＃和｜2774｝
40	6	5	｛14＃十字｜2777｝
40	6	5	｛16＃上｜2778｝
40	6	5	｛15＃路口｜2779｝
40	6	5	｛9＃站｜2780｝
40	6	5	｛17＃禱告，｜2781｝
40	6	5	｛18＃故意｜2782｝
40	6	5	｛21＃看見；｜2783｝
40	6	5	｛20＃人｜2785｝
40	6	5	｛23＃實在｜2786｝
40	6	5	｛24＃告訴｜2787｝
40	6	5	｛25＃你們，｜2788｝
40	6	5	｛26＃他們已經得了｜2789｝
40	6	5	｛28＃賞賜。｜2791｝
40	6	5	｛27＃他們的｜2792｝
40	6	5	｛12＊裏，｜2794｝
40	6	5	｛19＊叫｜2796｝
40	6	5	｛22＊我｜2797｝
40	6	6	｛1＃你｜2798｝
40	6	6	｛3＃的時候，｜2800｝
40	6	6	｛2＃禱告｜2801｝
40	6	6	｛4＃要進｜2802｝
40	6	6	｛6＃內屋，｜2805｝
40	6	6	｛5＃你的｜2806｝
40	6	6	｛7＃關上｜2808｝
40	6	6	｛8＃門，｜2810｝
40	6	6	｛9＃禱告｜2812｝
40	6	6	｛14＃的｜2813｝
40	6	6	｛15＃父，｜2814｝
40	6	6	｛10＃你｜2815｝
40	6	6	｛11＃在｜2817｝
40	6	6	｛12＃暗｜2819｝
40	6	6	｛17＃父｜2822｝
40	6	6	｛16＃你｜2823｝
40	6	6	｛21＃察看，｜2825｝
40	6	6	｛18＃在｜2826｝
40	6	6	｛19＃暗｜2828｝
40	6	6	｛22＃必然報答｜2829｝
40	6	6	｛23＃你。｜2830｝
40	6	6	｛13＊中｜2832｝
40	6	6	｛20＊中｜2833｝
40	6	7	｛1＃你們禱告，｜2834｝
40	6	7	｛2＃不可｜2836｝
40	6	7	｛5＃用許多重複話；｜2837｝
40	6	7	｛3＃像｜2838｝
40	6	7	｛4＃外邦人，｜2840｝
40	6	7	｛6＃他們以為｜2841｝
40	6	7	｛7＃話多了｜2846｝
40	6	7	｛8＃必蒙垂聽。｜2848｝
40	6	8	｛2＃不可｜2850｝
40	6	8	｛3＃效法｜2852｝
40	6	8	｛4＃他們；｜2853｝
40	6	8	｛15＃早已知道了。｜2854｝
40	6	8	｛5＃因為｜2855｝
40	6	8	｛14＃父｜2857｝
40	6	8	｛13＃你們的｜2858｝
40	6	8	｛11＃所｜2859｝
40	6	8	｛12＃需用的，｜2860｝
40	6	8	｛10＃你們｜2861｝
40	6	8	｛9＃以先，｜2862｝
40	6	8	｛7＃沒有｜2863｝
40	6	8	｛6＃你們｜2864｝
40	6	8	｛8＃祈求｜2865｝
40	6	8	｛1＊你們｜2867｝
40	6	9	｛4＃要這樣說，｜2871｝
40	6	9	｛1＃所以｜2872｝
40	6	9	｛3＃禱告，｜2873｝
40	6	9	｛2＃你們｜2874｝
40	6	9	｛10＃父，｜2875｝
40	6	9	｛5＃我們｜2876｝
40	6	9	｛9＃的｜2877｝
40	6	9	｛6＃在｜2878｝
40	6	9	｛7＃天｜2880｝
40	6	9	｛14＃為聖。｜2881｝
40	6	9	｛11＃願人都尊｜2882｝
40	6	9	｛13＃名｜2883｝
40	6	9	｛12＃你的｜2884｝
40	6	9	｛8＊上｜2885｝
40	6	10	｛3＃降臨。｜2886｝
40	6	10	｛2＃國｜2888｝
40	6	10	｛1＃願你的｜2889｝
40	6	10	｛6＃行｜2890｝
40	6	10	｛5＃旨意｜2892｝
40	6	10	｛4＃願你的｜2893｝
40	6	10	｛10＃如同｜2894｝
40	6	10	｛11＃行在｜2895｝
40	6	10	｛12＃天｜2896｝
40	6	10	｛7＃在｜2898｝
40	6	10	｛8＃地｜2899｝
40	6	10	｛9＊上，｜2900｝
40	6	10	｛13＊上。｜2901｝
40	6	11	｛3＃飲食，｜2903｝
40	6	11	｛1＃我們｜2904｝
40	6	11	｛2＃日用的｜2906｝
40	6	11	｛5＃賜給｜2907｝
40	6	11	｛6＃我們。｜2908｝
40	6	11	｛4＃今日｜2909｝
40	6	12	｛1＃免｜2911｝
40	6	12	｛3＃債，｜2914｝
40	6	12	｛2＃我們的｜2915｝
40	6	12	｛4＃如同｜2916｝
40	6	12	｛5＃我們｜2918｝
40	6	12	｛6＃免了｜2919｝
40	6	12	｛7＃人的債。｜2921｝
40	6	13	｛1＃不叫｜2924｝
40	6	13	｛3＃遇｜2925｝
40	6	13	｛2＃我們｜2926｝
40	6	13	｛4＃見｜2927｝
40	6	13	｛5＃試探；｜2928｝
40	6	13	｛6＃救｜2930｝
40	6	13	｛7＃我們｜2931｝
40	6	13	｛8＃脫離｜2932｝
40	6	13	｛9＃兇惡。〔或作脫離惡者〕｜2934｝
40	6	13	｛10＊因為｜2935｝
40	6	13	｛16＊你的，｜2936｝
40	6	13	｛15＊是｜2937｝
40	6	13	｛11＊國度，｜2939｝
40	6	13	｛12＊權柄，｜2942｝
40	6	13	｛13＊榮耀，｜2945｝
40	6	13	｛17＊直到｜2946｝
40	6	13	｛18＊永遠。｜2948｝
40	6	13	｛19＊阿們。〔有古卷無因為至阿們等字〕｜2949｝
40	6	13	｛14＊全｜2950｝
40	6	14	｛1＃你們饒恕｜2953｝
40	6	14	｛2＃人的｜2955｝
40	6	14	｛3＃過犯，｜2957｝
40	6	14	｛8＃饒恕｜2959｝
40	6	14	｛7＃也必｜2960｝
40	6	14	｛9＃你們的過犯。｜2961｝
40	6	14	｛6＃父｜2963｝
40	6	14	｛4＃你們的｜2964｝
40	6	14	｛5＃天｜2966｝
40	6	15	｛2＃不｜2969｝
40	6	15	｛3＃饒恕｜2970｝
40	6	15	｛4＃人的過犯，｜2972｝
40	6	15	｛7＃也必不｜2973｝
40	6	15	｛6＃天父｜2975｝
40	6	15	｛5＃你們的｜2976｝
40	6	15	｛8＃饒恕｜2977｝
40	6	15	｛10＃過犯。｜2979｝
40	6	15	｛9＃你們的｜2980｝
40	6	15	｛1＊你們｜2981｝
40	6	16	｛2＃的時候，｜2984｝
40	6	16	｛1＃你們禁食｜2986｝
40	6	16	｛3＃不｜2987｝
40	6	16	｛4＃可｜2988｝
40	6	16	｛5＃像｜2989｝
40	6	16	｛6＃那假冒為善的人，｜2991｝
40	6	16	｛7＃臉上帶着愁容；｜2992｝
40	6	16	｛11＃弄得難看，｜2993｝
40	6	16	｛8＃因為｜2994｝
40	6	16	｛10＃臉｜2996｝
40	6	16	｛9＃他們把｜2997｝
40	6	16	｛12＃故意叫｜2998｝
40	6	16	｛14＃看出｜2999｝
40	6	16	｛13＃人｜3001｝
40	6	16	｛16＃禁食；｜3002｝
40	6	16	｛18＃實在｜3003｝
40	6	16	｛19＃告訴｜3004｝
40	6	16	｛20＃你們，｜3005｝
40	6	16	｛21＃他們已經得了｜3006｝
40	6	16	｛23＃賞賜。｜3008｝
40	6	16	｛22＃他們的｜3009｝
40	6	16	｛15＊他們是｜3012｝
40	6	16	｛17＊我｜3013｝
40	6	17	｛1＃你｜3014｝
40	6	17	｛2＃禁食的時候，｜3016｝
40	6	17	｛3＃要梳｜3017｝
40	6	17	｛4＃頭｜3020｝
40	6	17	｛6＃臉，｜3023｝
40	6	17	｛5＃洗｜3025｝
40	6	18	｛2＃叫｜3026｝
40	6	18	｛1＃不｜3027｝
40	6	18	｛4＃看出｜3028｝
40	6	18	｛3＃人｜3030｝
40	6	18	｛6＃禁食來，｜3031｝
40	6	18	｛7＃只｜3032｝
40	6	18	｛12＃父看見；｜3034｝
40	6	18	｛9＃你｜3035｝
40	6	18	｛10＃暗｜3039｝
40	6	18	｛14＃父｜3042｝
40	6	18	｛13＃你｜3043｝
40	6	18	｛18＃察看，｜3045｝
40	6	18	｛15＃在｜3046｝
40	6	18	｛16＃暗｜3048｝
40	6	18	｛19＃必然報答｜3049｝
40	6	18	｛20＃你。｜3050｝
40	6	18	｛8＊叫｜3051｝
40	6	18	｛11＊中的｜3052｝
40	6	18	｛5＊你｜3053｝
40	6	18	｛17＊中｜3054｝
40	6	19	｛1＃不要｜3055｝
40	6	19	｛3＃積儹｜3056｝
40	6	19	｛2＃為自己｜3057｝
40	6	19	｛4＃財寶｜3058｝
40	6	19	｛5＃在｜3059｝
40	6	19	｛6＃地｜3061｝
40	6	19	｛8＃地上｜3062｝
40	6	19	｛9＃有蟲子咬，｜3063｝
40	6	19	｛10＃能銹｜3065｝
40	6	19	｛11＃壞，｜3066｝
40	6	19	｛12＃也有｜3067｝
40	6	19	｛13＃賊｜3069｝
40	6	19	｛14＃挖窟窿｜3070｝
40	6	19	｛15＃來｜3071｝
40	6	19	｛16＃偷；｜3072｝
40	6	19	｛7＊上，｜3073｝
40	6	20	｛2＃積儹｜3074｝
40	6	20	｛1＃只要｜3075｝
40	6	20	｛3＃財寶｜3077｝
40	6	20	｛4＃在｜3078｝
40	6	20	｛5＃天｜3079｝
40	6	20	｛7＃天上｜3080｝
40	6	20	｛8＃沒有｜3081｝
40	6	20	｛9＃蟲子咬，｜3082｝
40	6	20	｛10＃不能｜3083｝
40	6	20	｛11＃銹｜3084｝
40	6	20	｛12＃壞，｜3085｝
40	6	20	｛13＃也｜3086｝
40	6	20	｛15＃賊｜3088｝
40	6	20	｛14＃沒有｜3089｝
40	6	20	｛16＃挖窟窿｜3090｝
40	6	20	｛17＃來｜3091｝
40	6	20	｛18＃偷；｜3092｝
40	6	20	｛6＊上，｜3093｝
40	6	21	｛5＃那裏，｜3094｝
40	6	21	｛1＃因為｜3095｝
40	6	21	｛4＃在｜3096｝
40	6	21	｛3＃財寶｜3098｝
40	6	21	｛2＃你的｜3099｝
40	6	21	｛10＃那裏。｜3100｝
40	6	21	｛9＃在｜3101｝
40	6	21	｛8＃也｜3102｝
40	6	21	｛7＃心｜3104｝
40	6	21	｛6＃你的｜3105｝
40	6	22	｛4＃燈；｜3107｝
40	6	22	｛3＃身上的｜3109｝
40	6	22	｛2＃就是｜3110｝
40	6	22	｛1＃眼睛｜3112｝
40	6	22	｛7＃若｜3113｝
40	6	22	｛8＃瞭｜3115｝
40	6	22	｛6＃眼睛｜3117｝
40	6	22	｛5＃你的｜3118｝
40	6	22	｛9＃亮，｜3119｝
40	6	22	｛10＃全｜3120｝
40	6	22	｛11＃身｜3122｝
40	6	22	｛13＃光明。｜3124｝
40	6	22	｛12＃就｜3125｝
40	6	23	｛3＃若｜3126｝
40	6	23	｛2＃眼睛｜3129｝
40	6	23	｛1＃你的｜3130｝
40	6	23	｛5＃花，｜3131｝
40	6	23	｛8＃就｜3132｝
40	6	23	｛6＃全｜3133｝
40	6	23	｛7＃身｜3135｝
40	6	23	｛9＃黑暗；｜3137｝
40	6	23	｛4＃昏｜3138｝
40	6	23	｛14＃若｜3139｝
40	6	23	｛12＃的｜3141｝
40	6	23	｛13＃光｜3142｝
40	6	23	｛11＃裏頭｜3144｝
40	6	23	｛10＃你｜3145｝
40	6	23	｛16＃暗了，｜3146｝
40	6	23	｛15＃黑｜3147｝
40	6	23	｛17＃那｜3148｝
40	6	23	｛18＃黑暗｜3149｝
40	6	23	｛19＃是何等大呢。｜3150｝
40	6	24	｛1＃一個人不｜3152｝
40	6	24	｛2＃能｜3153｝
40	6	24	｛4＃兩個｜3154｝
40	6	24	｛5＃主；｜3155｝
40	6	24	｛3＃事奉｜3156｝
40	6	24	｛6＃不是｜3157｝
40	6	24	｛8＃這｜3159｝
40	6	24	｛9＃個｜3160｝
40	6	24	｛7＃惡｜3161｝
40	6	24	｛11＃那｜3163｝
40	6	24	｛12＃個，｜3164｝
40	6	24	｛10＃愛｜3165｝
40	6	24	｛13＃就是｜3166｝
40	6	24	｛15＃這個｜3167｝
40	6	24	｛14＃重｜3168｝
40	6	24	｛17＃那個；｜3171｝
40	6	24	｛16＃輕｜3172｝
40	6	24	｛19＃不｜3173｝
40	6	24	｛20＃能｜3174｝
40	6	24	｛22＃神，｜3175｝
40	6	24	｛21＃又事奉｜3176｝
40	6	24	｛23＃又｜3177｝
40	6	24	｛25＃瑪門。〔瑪門是財利的意思〕｜3178｝
40	6	24	｛18＊你們｜3179｝
40	6	24	｛24＊事奉｜3180｝
40	6	25	｛1＃所｜3181｝
40	6	25	｛2＃以｜3182｝
40	6	25	｛3＃我告訴｜3183｝
40	6	25	｛4＃你們，｜3184｝
40	6	25	｛5＃不要｜3185｝
40	6	25	｛8＃憂慮，｜3186｝
40	6	25	｛6＃為｜3187｝
40	6	25	｛7＃生命｜3188｝
40	6	25	｛10＃甚麼，｜3190｝
40	6	25	｛9＃喫｜3191｝
40	6	25	｛12＃甚麼；｜3193｝
40	6	25	｛11＃喝｜3194｝
40	6	25	｛13＃為｜3196｝
40	6	25	｛14＃身體｜3197｝
40	6	25	｛17＃甚麼；｜3199｝
40	6	25	｛16＃穿｜3200｝
40	6	25	｛19＃不｜3201｝
40	6	25	｛18＃生命｜3203｝
40	6	25	｛20＃勝｜3204｝
40	6	25	｛21＃於｜3205｝
40	6	25	｛22＃飲食｜3207｝
40	6	25	｛24＃身體｜3210｝
