Book	Chapter	Verse	OGNTsort	BGBsort
44	16	20	075292	93372
44	16	21	075307	93391
44	16	22	075319	93407
44	16	23	075334	93426
44	16	24	075348	93444
44	16	25	075366	93466
44	16	26	075382	93486
44	16	27	075404	93512
44	16	28	075426	93538
44	16	29	075441	93557
44	16	30	075454	93574
44	16	31	075466	93590
44	16	32	075481	93609
44	16	33	075495	93627
44	16	34	075516	93652
44	16	35	075530	93670
44	16	36	075543	93687
44	16	37	075565	93713
44	16	38	075593	93745
44	16	39	075608	93764
44	16	40	075619	93779
44	17	1	075635	93799
44	17	2	075650	93818
44	17	3	075668	93840
44	17	4	075692	93868
44	17	5	075716	93896
44	17	6	075743	93927
44	17	7	075765	93953
44	17	8	075781	93973
44	17	9	075790	93986
44	17	10	075802	94002
44	17	11	075825	94029
44	17	12	075848	94057
44	17	13	075864	94077
44	17	14	075892	94109
44	17	15	075914	94135
44	17	16	075938	94163
44	17	17	075957	94186
44	17	18	075978	94211
44	17	19	076012	94249
44	17	20	076032	94273
44	17	21	076047	94292
44	17	22	076065	94314
44	17	23	076083	94336
44	17	24	076106	94363
44	17	25	076128	94389
44	17	26	076144	94409
44	17	27	076166	94435
44	17	28	076185	94458
44	17	29	076206	94483
44	17	30	076228	94509
44	17	31	076245	94530
44	17	32	076267	94556
44	17	33	076283	94576
44	17	34	076290	94587
44	18	1	076310	94611
44	18	2	076319	94624
44	18	3	076350	94659
44	18	4	076365	94678
44	18	5	076378	94695
44	18	6	076402	94723
44	18	7	076429	94754
44	18	8	076449	94778
44	18	9	076469	94802
44	18	10	076486	94823
44	18	11	076507	94848
44	18	12	076520	94865
44	18	13	076538	94887
44	18	14	076550	94903
44	18	15	076578	94935
44	18	16	076599	94960
44	18	17	076605	94970
44	18	18	076621	94990
44	18	19	076649	95022
44	18	20	076665	95042
44	18	21	076674	95055
44	18	22	076689	95084
44	18	23	076701	95100
44	18	24	076717	95120
44	18	25	076735	95142
44	18	26	076759	95170
44	18	27	076782	95197
44	18	28	076806	95225
44	19	1	076820	95243
44	19	2	076841	95268
44	19	3	076861	95292
44	19	4	076874	95309
44	19	5	076896	95335
44	19	6	076905	95348
44	19	7	076924	95371
44	19	8	076931	95382
44	19	9	076949	95404
44	19	10	076974	95433
44	19	11	076995	95458
44	19	12	077007	95474
44	19	13	077032	95503
44	19	14	077061	95536
44	19	15	077071	95550
44	19	16	077091	95574
44	19	17	077118	95605
44	19	18	077144	95635
44	19	19	077155	95650
44	19	20	077177	95676
44	19	21	077187	95690
44	19	22	077217	95724
44	19	23	077235	95746
44	19	24	077247	95762
44	19	25	077262	95781
44	19	26	077282	95805
44	19	27	077311	95838
44	19	28	077348	95879
44	19	29	077360	95895
44	19	30	077379	95918
44	19	31	077391	95934
44	19	32	077409	95956
44	19	33	077428	95979
44	19	34	077448	96003
44	19	35	077467	96026
44	19	36	077494	96057
44	19	37	077507	96074
44	19	38	077519	96090
44	19	39	077539	96114
44	19	40	077549	96128
44	20	1	077576	96163
44	20	2	077594	96185
44	20	3	077608	96203
44	20	4	077629	96228
44	20	5	077650	96253
44	20	6	077657	96264
44	20	7	077681	96292
44	20	8	077705	96320
44	20	9	077715	96334
44	20	10	077744	96367
44	20	11	077762	96389
44	20	12	077778	96409
44	20	13	077787	96422
44	20	14	077809	96448
44	20	15	077821	96464
44	20	16	077840	96487
44	20	17	077868	96519
44	20	18	077880	96535
44	20	19	077905	96564
44	20	20	077923	96586
44	20	21	077939	96606
44	20	22	077955	96627
44	20	23	077972	96648
44	20	24	077989	96669
44	20	25	078018	96702
44	20	26	078037	96725
44	20	27	078051	96743
44	20	28	078063	96759
44	20	29	078090	96790
44	20	30	078106	96810
44	20	31	078120	96828
44	20	32	078135	96847
44	20	33	078159	96875
44	20	34	078166	96886
44	20	35	078181	96905
44	20	36	078207	96935
44	20	37	078218	96950
44	20	38	078232	96968
44	21	1	078252	96992
44	21	2	078274	97018
44	21	3	078282	97030
44	21	4	078305	97057
44	21	5	078324	97080
44	21	6	078352	97112
44	21	7	078365	97129
44	21	8	078384	97152
44	21	9	078406	97178
44	21	10	078413	97189
44	21	11	078425	97205
44	21	12	078467	97251
44	21	13	078483	97271
44	21	14	078513	97305
44	21	15	078524	97320
44	21	16	078533	97333
44	21	17	078551	97355
44	21	18	078561	97369
44	21	19	078576	97388
44	21	20	078594	97410
44	21	21	078619	97439
44	21	22	078644	97468
44	21	23	078651	97479
44	21	24	078665	97497
44	21	25	078695	97531
44	21	26	078714	97554
44	21	27	078746	97590
44	21	28	078773	97621
44	21	29	078809	97661
44	21	30	078829	97685
44	21	31	078853	97713
44	21	32	078867	97731
44	21	33	078888	97756
44	21	34	078907	97779
44	21	35	078931	97807
44	21	36	078948	97828
44	21	37	078957	97841
44	21	38	078980	97868
44	21	39	079002	97894
44	21	40	079027	97923
44	22	1	079050	97950
44	22	2	079061	97965
44	22	3	079074	97982
44	22	4	079108	98020
44	22	5	079124	98040
44	22	6	079155	98075
44	22	7	079174	98098
44	22	8	079189	98117
44	22	9	079207	98139
44	22	10	079224	98160
44	22	11	079248	98188
44	22	12	079266	98210
44	22	13	079280	98228
44	22	14	079297	98249
44	22	15	079322	98278
44	22	16	079333	98293
44	22	17	079348	98312
44	22	18	079364	98332
44	22	19	079383	98355
44	22	20	079401	98377
44	22	21	079423	98403
44	22	22	079435	98419
44	22	23	079459	98447
44	22	24	079472	98464
44	22	25	079492	98488
44	22	26	079513	98513
44	22	27	079531	98535
44	22	28	079546	98554
44	22	29	079565	98577
44	22	30	079588	98604
44	23	1	079619	98639
44	23	2	079639	98663
44	23	3	079651	98679
44	23	4	079677	98709
44	23	5	079686	98722
44	23	6	079706	98746
44	23	7	079738	98782
44	23	8	079752	98800
44	23	9	079768	98820
44	23	10	079797	98855
44	23	11	079824	98886
44	23	12	079849	98915
44	23	13	079868	98938
44	23	14	079877	98951
44	23	15	079895	98973
44	23	16	079927	99009
44	23	17	079945	99031
44	23	18	079965	99055
44	23	19	079992	99086
44	23	20	080010	99108
44	23	21	080034	99136
44	23	22	080067	99173
44	23	23	080082	99192
44	23	24	080107	99221
44	23	25	080119	99237
44	23	26	080125	99247
44	23	27	080132	99258
44	23	28	080153	99283
44	23	29	080167	99301
44	23	30	080183	99321
44	23	31	080205	99347
44	23	32	080222	99368
44	23	33	080235	99385
44	23	34	080251	99405
44	23	35	080264	99422
44	24	1	080281	99443
44	24	2	080303	99469
44	24	3	080326	99496
44	24	4	080336	99510
44	24	5	080351	99529
44	24	6	080373	99555
44	24	8	080382	99599
44	24	9	080395	99616
44	24	10	080404	99629
44	24	11	080428	99657
44	24	12	080444	99677
44	24	13	080466	99703
44	24	14	080475	99716
44	24	15	080503	99748
44	24	16	080520	99769
44	24	17	080536	99789
44	24	18	080549	99806
44	24	19	080563	99820
44	24	20	080581	99846
44	24	21	080593	99862
44	24	22	080612	99885
44	24	23	080633	99910
44	24	24	080649	99930
44	24	25	080675	99960
44	24	26	080701	99990
44	24	27	080718	100011
44	25	1	080739	100036
44	25	2	080752	100053
44	25	3	080768	100073
44	25	4	080784	100093
44	25	5	080800	100113
44	25	6	080816	100133
44	25	7	080839	100160
44	25	8	080858	100183
44	25	9	080877	100206
44	25	10	080899	100232
44	25	11	080921	100258
44	25	12	080949	100290
44	25	13	080962	100307
44	25	14	080977	100326
44	25	15	081000	100353
44	25	16	081018	100375
44	25	17	081045	100406
44	25	18	081062	100427
44	25	19	081074	100443
44	25	20	081094	100467
44	25	21	081111	100488
44	25	22	081131	100512
44	25	23	081146	100531
44	25	24	081180	100569
44	25	25	081214	100607
44	25	26	081230	100627
44	25	27	081257	100658
44	26	1	081270	100675
44	26	2	081288	100697
44	26	3	081304	100717
44	26	4	081321	100738
44	26	5	081344	100765
44	26	6	081360	100785
44	26	7	081376	100805
44	26	8	081396	100829
44	26	9	081406	100843
44	26	10	081421	100862
44	26	11	081446	100891
44	26	12	081467	100916
44	26	13	081480	100933
44	26	14	081501	100958
44	26	15	081526	100987
44	26	16	081542	101007
44	26	17	081568	101037
44	26	18	081582	101055
44	26	19	081613	101090
44	26	20	081622	101103
44	26	21	081651	101136
44	26	22	081662	101151
44	26	23	081691	101184
44	26	24	081709	101206
44	26	25	081728	101229
44	26	26	081742	101247
44	26	27	081768	101277
44	26	28	081776	101289
44	26	29	081788	101305
44	26	30	081821	101342
44	26	31	081835	101360
44	26	32	081852	101381
44	27	1	081866	101399
44	27	2	081888	101425
44	27	3	081907	101448
44	27	4	081927	101472
44	27	5	081938	101487
44	27	6	081953	101506
44	27	7	081967	101524
44	27	8	081988	101549
44	27	9	082004	101569
44	27	10	082024	101593
44	27	11	082050	101623
44	27	12	082065	101642
44	27	13	082094	101675
44	27	14	082106	101691
44	27	15	082118	101707
44	27	16	082130	101723
44	27	17	082142	101739
44	27	18	082161	101762
44	27	19	082169	101774
44	27	20	082178	101787
44	27	21	082199	101812
44	27	22	082230	101847
44	27	23	082246	101867
44	27	24	082261	101886
44	27	25	082280	101909
44	27	26	082295	101928
44	27	27	082302	101939
44	27	28	082323	101964
44	27	29	082337	101982
44	27	30	082353	102002
44	27	31	082375	102028
44	27	32	082394	102051
44	27	33	082406	102067
44	27	34	082427	102092
44	27	35	082447	102116
44	27	36	082462	102135
44	27	37	082470	102147
44	27	38	082481	102162
44	27	39	082493	102178
44	27	40	082515	102204
44	27	41	082539	102232
44	27	42	082563	102260
44	27	43	082576	102277
44	27	44	082598	102303
44	28	1	082621	102330
44	28	2	082630	102343
44	28	3	082654	102371
44	28	4	082675	102396
44	28	5	082706	102431
44	28	6	082718	102447
44	28	7	082745	102478
44	28	8	082767	102504
44	28	9	082791	102532
44	28	10	082806	102551
44	28	11	082819	102568
44	28	12	082833	102586
44	28	13	082840	102597
44	28	14	082855	102616
44	28	15	082870	102635
44	28	16	082896	102665
44	28	17	082912	102692
44	28	18	082952	102736
44	28	19	082965	102753
44	28	20	082980	102772
44	28	21	083000	102796
44	28	22	083026	102826
44	28	23	083045	102849
44	28	24	083081	102889
44	28	25	083090	102902
44	28	26	083116	102932
44	28	27	083137	102957
44	28	28	083171	102996
44	28	30	083187	103032
44	28	31	083201	103050
45	1	1	083218	103071
45	1	2	083228	103085
45	1	3	083237	103098
45	1	4	083248	103113
45	1	5	083265	103134
45	1	6	083282	103155
45	1	7	083290	103167
45	1	8	083311	103192
45	1	9	083332	103217
45	1	10	083355	103244
45	1	11	083374	103267
45	1	12	083388	103285
45	1	13	083403	103304
45	1	14	083433	103338
45	1	15	083443	103352
45	1	16	083454	103367
45	1	17	083473	103390
45	1	18	083491	103412
45	1	19	083509	103434
45	1	20	083523	103452
45	1	21	083546	103479
45	1	22	083568	103505
45	1	23	083572	103513
45	1	24	083590	103535
45	1	25	083610	103559
45	1	26	083635	103588
45	1	27	083657	103614
45	1	28	083692	103653
45	1	29	083712	103677
45	1	30	083725	103694
45	1	31	083734	103707
45	1	32	083738	103715
45	2	1	083761	103742
45	2	2	083783	103768
45	2	3	083798	103787
45	2	4	083819	103812
45	2	5	083842	103839
45	2	6	083861	103862
45	2	7	083868	103873
45	2	8	083882	103891
45	2	9	083897	103910
45	2	10	083913	103930
45	2	11	083929	103950
45	2	12	083936	103961
45	2	13	083951	103980
45	2	14	083965	103998
45	2	15	083984	104021
45	2	16	084008	104049
45	2	17	084025	104071
45	2	18	084037	104087
45	2	19	084049	104103
45	2	20	084059	104117
45	2	21	084074	104136
45	2	22	084086	104152
45	2	23	084096	104166
45	2	24	084108	104182
45	2	25	084121	104199
45	2	26	084138	104220
45	2	27	084154	104240
45	2	28	084171	104261
45	2	29	084187	104281
45	3	1	084210	104308
45	3	2	084222	104324
45	3	3	084235	104341
45	3	4	084249	104359
45	3	5	084275	104389
45	3	6	084296	104414
45	3	7	084305	104427
45	3	8	084326	104452
45	3	9	084349	104479
45	3	10	084364	104498
45	3	11	084372	104510
45	3	12	084382	104524
45	3	13	084395	104541
45	3	14	084410	104560
45	3	15	084417	104571
45	3	16	084423	104581
45	3	17	084430	104592
45	3	18	084435	104601
45	3	19	084443	104613
45	3	20	084467	104641
45	3	21	084482	104660
45	3	22	084496	104678
45	3	23	084511	104697
45	3	24	084520	104710
45	3	25	084532	104726
45	3	26	084555	104749
45	3	27	084581	104783
45	3	28	084596	104802
45	3	29	084604	104814
45	3	30	084615	104829
45	3	31	084629	104847
45	4	1	084640	104862
45	4	2	084650	104876
45	4	3	084662	104892
45	4	4	084677	104911
45	4	5	084689	104927
45	4	6	084706	104948
45	4	7	084721	104967
45	4	8	084731	104981
45	4	9	084739	104993
45	4	10	084760	105018
45	4	11	084775	105037
45	4	12	084805	105071
45	4	13	084827	105097
45	4	14	084848	105122
45	4	15	084861	105139
45	4	16	084873	105155
45	4	17	084906	105192
45	4	18	084929	105219
45	4	19	084950	105244
45	4	20	084970	105268
45	4	21	084988	105290
45	4	22	084997	105303
45	4	23	085003	105313
45	4	24	085012	105326
45	4	25	085030	105348
45	5	1	085042	105364
45	5	2	085057	105383
45	5	3	085080	105410
45	5	4	085095	105429
45	5	5	085103	105441
45	5	6	085124	105466
45	5	7	085136	105482
45	5	8	085151	105501
45	5	9	085169	105523
45	5	10	085184	105542
45	5	11	085205	105567
45	5	12	085226	105592
45	5	13	085256	105626
45	5	14	085270	105644
45	5	15	085294	105672
45	5	16	085333	105715
45	5	17	085357	105743
45	5	18	085390	105780
45	5	19	085412	105806
45	5	20	085435	105833
45	5	21	085450	105852
45	6	1	085474	105880
45	6	2	085484	105894
45	6	3	085495	105909
45	6	4	085508	105926
45	6	5	085535	105957
45	6	6	085549	105975
45	6	7	085569	105999
45	6	8	085576	106010
45	6	9	085586	106024
45	6	10	085598	106040
45	6	11	085611	106057
45	6	12	085628	106078
45	6	13	085644	106098
45	6	14	085670	106128
45	6	15	085683	106145
45	6	16	085696	106162
45	6	17	085717	106187
45	6	18	085735	106209
45	6	19	085743	106221
45	6	20	085777	106259
45	6	21	085787	106273
45	6	22	085801	106291
45	6	23	085822	106316
45	7	1	085841	106339
45	7	2	085858	106360
45	7	3	085878	106384
45	7	4	085907	106417
45	7	5	085933	106447
45	7	6	085957	106475
45	7	7	085977	106499
45	7	8	086007	106533
45	7	9	086025	106555
45	7	10	086038	106568
45	7	11	086052	106590
45	7	12	086066	106608
45	7	13	086079	106625
45	7	14	086109	106659
45	7	15	086124	106678
45	7	16	086140	106698
45	7	17	086152	106714
45	7	18	086164	106730
45	7	19	086189	106759
45	7	20	086202	106776
45	7	21	086220	106798
45	7	22	086235	106817
45	7	23	086245	106831
45	7	24	086273	106863
45	7	25	086285	106879
45	8	1	086310	106908
45	8	2	086318	106927
45	8	3	086338	106951
45	8	4	086368	106985
45	8	5	086384	107005
45	8	6	086400	107025
45	8	7	086414	107043
45	8	8	086432	107065
45	8	9	086441	107078
45	8	10	086467	107108
45	8	11	086484	107129
45	8	12	086515	107165
45	8	13	086527	107181
45	8	14	086543	107201
45	8	15	086552	107214
45	8	16	086570	107236
45	8	17	086581	107251
45	8	18	086597	107271
45	8	19	086614	107292
45	8	20	086626	107308
45	8	21	086640	107326
45	8	22	086660	107350
45	8	23	086672	107366
45	8	24	086696	107394
45	8	25	086711	107414
45	8	26	086720	107427
45	8	27	086744	107455
45	8	28	086761	107476
45	8	29	086777	107498
45	8	30	086796	107521
45	8	31	086814	107543
45	8	32	086827	107560
45	8	33	086849	107586
45	8	34	086857	107598
45	8	35	086879	107626
45	8	36	086900	107651
45	8	37	086913	107668
45	8	38	086922	107681
45	8	39	086939	107702
45	9	1	086962	107729
45	9	2	086976	107747
45	9	3	086987	107762
45	9	4	087005	107784
45	9	5	087026	107809
45	9	6	087047	107834
45	9	7	087064	107855
45	9	8	087077	107872
45	9	9	087096	107895
45	9	10	087111	107914
45	9	11	087125	107932
45	9	12	087142	107953
45	9	13	087157	107972
45	9	14	087166	107985
45	9	15	087176	107999
45	9	16	087189	108016
45	9	17	087201	108032
45	9	18	087230	108065
45	9	19	087239	108078
45	9	20	087252	108095
45	9	21	087272	108119
45	9	22	087294	108145
45	9	23	087316	108171
45	9	24	087331	108190
45	9	25	087343	108206
45	9	26	087361	108228
45	9	27	087378	108249
45	9	28	087399	108274
45	9	29	087409	108288
45	9	30	087429	108312
45	9	31	087445	108332
45	9	32	087454	108345
45	9	33	087469	108364
45	10	1	087487	108386
45	10	2	087504	108407
45	10	3	087515	108422
45	10	4	087533	108444
45	10	5	087542	108457
45	10	6	087559	108479
45	10	7	087581	108505
45	10	8	087593	108521
45	10	9	087618	108550
45	10	10	087641	108580
45	10	11	087651	108594
45	10	12	087662	108609
45	10	13	087681	108632
45	10	14	087690	108645
45	10	15	087708	108667
45	10	16	087724	108690
45	10	17	087739	108709
45	10	18	087750	108724
45	10	19	087773	108751
45	10	20	087793	108775
45	10	21	087810	108796
45	11	1	087827	108817
45	11	2	087848	108842
45	11	3	087873	108871
45	11	4	087890	108892
45	11	5	087906	108912
45	11	6	087918	108928
45	11	7	087930	108957
45	11	8	087946	108977
45	11	9	087967	109002
45	11	10	087986	109025
45	11	11	088000	109043
45	11	12	088020	109067
45	11	13	088038	109089
45	11	14	088055	109110
45	11	15	088066	109125
45	11	16	088081	109144
45	11	17	088097	109164
45	11	18	088119	109190
45	11	19	088135	109210
45	11	20	088142	109221
45	11	21	088156	109239
45	11	22	088171	109258
45	11	23	088195	109286
45	11	24	088211	109306
45	11	25	088236	109335
45	11	26	088265	109368
45	11	27	088281	109388
45	11	28	088293	109404
45	11	29	088308	109423
45	11	30	088317	109436
45	11	31	088330	109453
45	11	32	088343	109470
45	11	33	088355	109486
45	11	34	088373	109508
45	11	35	088383	109522
45	11	36	088390	109533
45	12	1	088408	109555
45	12	2	088431	109582
45	12	3	088458	109613
45	12	4	088489	109648
45	12	5	088506	109669
45	12	6	088520	109687
45	12	7	088537	109708
45	12	8	088548	109723
45	12	9	088566	109745
45	12	10	088575	109758
45	12	11	088584	109771
45	12	12	088594	109785
45	12	13	088603	109798
45	12	14	088611	109810
45	12	15	088619	109822
45	12	16	088625	109832
45	12	17	088643	109854
45	12	18	088653	109868
45	12	19	088662	109881
45	12	20	088679	109902
45	12	21	088701	109928
45	13	1	088713	109944
45	13	2	088733	109968
45	13	3	088749	109988
45	13	4	088775	110018
45	13	5	088806	110053
45	13	6	088819	110070
45	13	7	088833	110088
45	13	8	088857	110116
45	13	9	088872	110135
45	13	10	088900	110167
45	13	11	088912	110183
45	13	12	088933	110208
45	13	13	088952	110231
45	13	14	088969	110252
45	14	1	088983	110270
45	14	2	088993	110284
45	14	3	089003	110298
45	14	4	089023	110322
45	14	5	089044	110347
45	14	6	089062	110369
45	14	7	089088	110407
45	14	8	089097	110420
45	14	9	089120	110447
45	14	10	089133	110464
45	14	11	089155	110490
45	14	12	089172	110511
45	14	13	089182	110525
45	14	14	089198	110545
45	14	15	089218	110569
45	14	16	089240	110595
45	14	17	089246	110605
45	14	18	089265	110628
45	14	19	089279	110646
45	14	20	089292	110663
45	14	21	089311	110686
45	14	22	089326	110709
45	14	23	089344	110731
45	15	1	089362	110753
45	15	2	089376	110771
45	15	3	089386	110785
45	15	4	089404	110807
45	15	5	089425	110833
45	15	6	089443	110855
45	15	7	089458	110874
45	15	8	089471	110891
45	15	9	089487	110911
45	15	10	089508	110936
45	15	11	089517	110949
45	15	12	089531	110967
45	15	13	089549	110989
45	15	14	089574	111018
45	15	15	089597	111045
45	15	16	089615	111067
45	15	17	089641	111097
45	15	18	089652	111112
45	15	19	089669	111133
45	15	20	089692	111160
45	15	21	089706	111178
45	15	22	089720	111196
45	15	23	089729	111209
45	15	24	089748	111232
45	15	25	089770	111258
45	15	26	089778	111270
45	15	27	089794	111290
45	15	28	089815	111315
45	15	29	089829	111333
45	15	30	089840	111348
45	15	31	089866	111378
45	15	32	089885	111401
45	15	33	089896	111416
45	16	1	089905	111429
45	16	2	089920	111448
45	16	3	089946	111478
45	16	4	089956	111492
45	16	5	089977	111517
45	16	6	089995	111539
45	16	7	090002	111550
45	16	8	090025	111577
45	16	9	090032	111588
45	16	10	090044	111604
45	16	11	090055	111619
45	16	12	090069	111637
45	16	13	090086	111658
45	16	14	090098	111674
45	16	15	090109	111689
45	16	16	090126	111710
45	16	17	090138	111726
45	16	18	090160	111752
45	16	19	090184	111780
45	16	20	090208	111809
45	16	21	090230	111836
45	16	22	090245	111855
45	16	23	090255	111869
45	16	25	090276	111909
45	16	26	090296	111933
45	16	27	090316	111957
46	1	1	090329	111976
46	1	2	090341	111992
46	1	3	090372	112027
46	1	4	090384	112043
46	1	5	090402	112065
46	1	6	090414	112081
46	1	7	090422	112093
46	1	8	090437	112112
46	1	9	090452	112131
46	1	10	090468	112151
46	1	11	090503	112190
46	1	12	090518	112209
46	1	13	090538	112233
46	1	14	090552	112251
46	1	15	090564	112267
46	1	16	090574	112281
46	1	17	090587	112298
46	1	18	090606	112321
46	1	19	090624	112343
46	1	20	090637	112360
46	1	21	090654	112381
46	1	22	090681	112412
46	1	23	090690	112425
46	1	24	090701	112440
46	1	25	090715	112458
46	1	26	090732	112479
46	1	27	090750	112501
46	1	28	090774	112529
46	1	29	090792	112552
46	1	30	090800	112564
46	1	31	090820	112588
46	2	1	090828	112600
46	2	2	090846	112622
46	2	3	090860	112640
46	2	4	090873	112657
46	2	5	090892	112680
46	2	6	090905	112697
46	2	7	090925	112721
46	2	8	090943	112743
46	2	9	090961	112765
46	2	10	090985	112793
46	2	11	091003	112815
46	2	12	091032	112848
46	2	13	091055	112875
46	2	14	091071	112895
46	2	15	091092	112920
46	2	16	091103	112935
46	3	1	091116	112952
46	3	2	091131	112971
46	3	3	091144	112988
46	3	4	091162	113010
46	3	5	091177	113029
46	3	6	091195	113051
46	3	7	091203	113063
46	3	8	091216	113080
46	3	9	091234	113102
46	3	10	091243	113115
46	3	11	091264	113140
46	3	12	091277	113157
46	3	13	091291	113175
46	3	14	091314	113202
46	3	15	091323	113215
46	3	16	091337	113233
46	3	17	091351	113251
46	3	18	091372	113276
46	3	19	091391	113299
46	3	20	091412	113324
46	3	21	091423	113339
46	3	22	091432	113352
46	3	23	091450	113374
46	4	1	091456	113384
46	4	2	091467	113399
46	4	3	091477	113413
46	4	4	091494	113434
46	4	5	091509	113453
46	4	6	091542	113490
46	4	7	091571	113523
46	4	8	091590	113546
46	4	9	091607	113567
46	4	10	091627	113591
46	4	11	091646	113614
46	4	12	091660	113632
46	4	13	091670	113646
46	4	14	091681	113661
46	4	15	091692	113676
46	4	16	091713	113701
46	4	17	091719	113711
46	4	18	091749	113746
46	4	19	091758	113759
46	4	20	091777	113782
46	4	21	091788	113797
46	5	1	091801	113814
46	5	2	091820	113837
46	5	3	091838	113859
46	5	4	091856	113881
46	5	5	091876	113905
46	5	6	091894	113927
46	5	7	091908	113945
46	5	8	091926	113967
46	5	9	091944	113989
46	5	10	091952	114001
46	5	11	091973	114026
46	5	12	091999	114056
46	5	13	092010	114071
46	6	1	092022	114087
46	6	2	092039	114108
46	6	3	092059	114132
46	6	4	092067	114143
46	6	5	092080	114160
46	6	6	092099	114183
46	6	7	092108	114196
46	6	8	092130	114222
46	6	9	092138	114234
46	6	10	092159	114259
46	6	11	092172	114276
46	6	12	092196	114305
46	6	13	092212	114325
46	6	14	092243	114360
46	6	15	092257	114378
46	6	16	092277	114402
46	6	17	092296	114425
46	6	18	092304	114437
46	6	19	092325	114462
46	6	20	092347	114488
46	7	1	092358	114512
46	7	2	092367	114525
46	7	3	092382	114544
46	7	4	092396	114562
46	7	5	092419	114589
46	7	6	092449	114623
46	7	7	092457	114635
46	7	8	092478	114660
46	7	9	092491	114677
46	7	10	092502	114692
46	7	11	092516	114710
46	7	12	092531	114729
46	7	13	092554	114756
46	7	14	092571	114777
46	7	15	092600	114810
46	7	16	092623	114837
46	7	17	092639	114857
46	7	18	092660	114882
46	7	19	092671	114897
46	7	20	092684	114914
46	7	21	092693	114927
46	7	22	092706	114944
46	7	23	092722	114964
46	7	24	092728	114974
46	7	25	092738	114988
46	7	26	092755	115009
46	7	27	092770	115028
46	7	28	092781	115043
46	7	29	092805	115071
46	7	30	092824	115094
46	7	31	092842	115116
46	7	32	092857	115135
46	7	33	092872	115154
46	7	34	092883	115169
46	7	35	092917	115207
46	7	36	092939	115233
46	7	37	092961	115259
46	7	38	092992	115294
46	7	39	093007	115313
46	7	40	093029	115339
46	8	1	093045	115359
46	8	2	093061	115379
46	8	3	093071	115393
46	8	4	093081	115407
46	8	5	093100	115430
46	8	6	093119	115453
46	8	7	093146	115484
46	8	8	093170	115512
46	8	9	093186	115533
46	8	10	093198	115549
46	8	11	093221	115576
46	8	12	093235	115594
46	8	13	093250	115613
46	9	1	093270	115637
46	9	2	093290	115661
46	9	3	093309	115684
46	9	4	093317	115696
46	9	5	093324	115707
46	9	6	093343	115730
46	9	7	093353	115744
46	9	8	093379	115774
46	9	9	093391	115790
46	9	10	093407	115810
46	9	11	093430	115837
46	9	12	093443	115854
46	9	13	093470	115885
46	9	14	093489	115908
46	9	15	093502	115925
46	9	16	093528	115955
46	9	17	093546	115977
46	9	18	093558	115993
46	9	19	093580	116019
46	9	20	093592	116035
46	9	21	093617	116064
46	9	22	093632	116083
46	9	23	093648	116103
46	9	24	093658	116117
46	9	25	093677	116140
46	9	26	093693	116160
46	9	27	093706	116177
46	10	1	093720	116195
46	10	2	093741	116220
46	10	3	093754	116237
46	10	4	093761	116248
46	10	5	093780	116271
46	10	6	093794	116289
46	10	7	093809	116308
46	10	8	093826	116329
46	10	9	093839	116346
46	10	10	093852	116363
46	10	11	093863	116378
46	10	12	093880	116399
46	10	13	093887	116410
46	10	14	093917	116444
46	10	15	093924	116455
46	10	16	093931	116466
46	10	17	093955	116494
46	10	18	093971	116514
46	10	19	093985	116532
46	10	20	093997	116548
46	10	21	094014	116571
46	10	22	094030	116591
46	10	23	094038	116603
46	10	24	094050	116619
46	10	25	094058	116631
46	10	26	094069	116646
46	10	27	094078	116659
46	10	28	094097	116682
46	10	29	094114	116712
46	10	30	094133	116736
46	10	31	094143	116750
46	10	32	094156	116767
46	10	33	094167	116782
46	11	1	094183	116802
46	11	2	094189	116812
46	11	3	094203	116830
46	11	4	094226	116857
46	11	5	094238	116873
46	11	6	094259	116898
46	11	7	094275	116918
46	11	8	094294	116941
46	11	9	094304	116955
46	11	10	094317	116972
46	11	11	094330	116989
46	11	12	094341	117004
46	11	13	094361	117028
46	11	14	094372	117043
46	11	15	094386	117061
46	11	16	094400	117079
46	11	17	094416	117099
46	11	18	094431	117118
46	11	19	094447	117138
46	11	20	094462	117157
46	11	21	094473	117172
46	11	22	094489	117192
46	11	23	094519	117226
46	11	24	094540	117251
46	11	25	094559	117274
46	11	26	094587	117306
46	11	27	094606	117329
46	11	28	094628	117355
46	11	29	094643	117374
46	11	30	094657	117392
46	11	31	094668	117407
46	11	32	094675	117418
46	11	33	094687	117434
46	11	34	094696	117447
46	12	1	094714	117469
46	12	2	094723	117482
46	12	3	094737	117500
46	12	4	094760	117527
46	12	5	094768	117539
46	12	6	094776	117551
46	12	7	094790	117570
46	12	8	094800	117584
46	12	9	094817	117605
46	12	10	094831	117623
46	12	11	094849	117645
46	12	12	094864	117664
46	12	13	094889	117693
46	12	14	094913	117721
46	12	15	094923	117735
46	12	16	094944	117760
46	12	17	094966	117786
46	12	18	094980	117804
46	12	19	094995	117823
46	12	20	095005	117837
46	12	21	095013	117849
46	12	22	095035	117875
46	12	23	095047	117891
46	12	24	095065	117913
46	12	25	095083	117935
46	12	26	095098	117954
46	12	27	095115	117975
46	12	28	095124	117988
46	12	29	095148	118016
46	12	30	095160	118032
46	12	31	095172	118048
46	13	1	095185	118065
46	13	2	095204	118088
46	13	3	095232	118120
46	13	4	095252	118145
46	13	5	095266	118163
