Book	Chapter	Verse	OGNTsort	BGBsort
43	7	9	054161	67445
43	7	10	054169	67457
43	7	11	054188	67480
43	7	12	054201	67497
43	7	13	054224	67524
43	7	14	054235	67539
43	7	15	054247	67555
43	7	16	054258	67570
43	7	17	054275	67591
43	7	18	054296	67616
43	7	19	054322	67646
43	7	20	054339	67667
43	7	21	054348	67680
43	7	22	054359	67695
43	7	23	054381	67721
43	7	24	054402	67747
43	7	25	054411	67760
43	7	26	054423	67776
43	7	27	054441	67799
43	7	28	054455	67817
43	7	29	054486	67852
43	7	30	054496	67866
43	7	31	054513	67887
43	7	32	054534	67912
43	7	33	054554	67936
43	7	34	054570	67956
43	7	35	054584	67974
43	7	36	054611	68005
43	7	37	054632	68030
43	7	38	054655	68057
43	7	39	054671	68077
43	7	40	054692	68102
43	7	41	054706	68121
43	7	42	054723	68142
43	7	43	054743	68166
43	7	44	054751	68178
43	7	45	054765	68196
43	7	46	054783	68218
43	7	47	054790	68234
43	7	48	054799	68247
43	7	49	054811	68263
43	7	50	054822	68278
43	7	51	054836	68296
43	7	52	054853	68317
43	7	53	054874	68342
43	8	1	054881	68353
43	8	2	054889	68365
43	8	3	054907	68387
43	8	4	054923	68409
43	8	5	054933	68423
43	8	6	054947	68441
43	8	7	054967	68465
43	8	8	054984	68487
43	8	9	054991	68498
43	8	10	055011	68532
43	8	11	055023	68559
43	8	12	055043	68584
43	8	13	055071	68616
43	8	14	055086	68635
43	8	15	055117	68670
43	8	16	055126	68683
43	8	17	055148	68709
43	8	18	055163	68728
43	8	19	055177	68746
43	8	20	055203	68776
43	8	21	055224	68801
43	8	22	055246	68827
43	8	23	055262	68847
43	8	24	055288	68877
43	8	25	055309	68902
43	8	26	055326	68922
43	8	27	055349	68949
43	8	28	055356	68960
43	8	29	055385	68993
43	8	30	055403	69015
43	8	31	055410	69026
43	8	32	055431	69051
43	8	33	055440	69064
43	8	34	055456	69084
43	8	35	055474	69106
43	8	36	055491	69127
43	8	37	055500	69140
43	8	38	055518	69162
43	8	39	055534	69182
43	8	40	055557	69209
43	8	41	055577	69233
43	8	42	055597	69257
43	8	43	055627	69291
43	8	44	055643	69311
43	8	45	055690	69362
43	8	46	055699	69375
43	8	47	055715	69395
43	8	48	055736	69420
43	8	49	055753	69441
43	8	50	055768	69460
43	8	51	055780	69476
43	8	52	055797	69497
43	8	53	055828	69532
43	8	54	055845	69553
43	8	55	055870	69582
43	8	56	055896	69612
43	8	57	055911	69631
43	8	58	055924	69648
43	8	59	055936	69664
43	9	1	055951	69690
43	9	2	055958	69701
43	9	3	055976	69723
43	9	4	055994	69745
43	9	5	056011	69766
43	9	6	056020	69779
43	9	7	056038	69801
43	9	8	056058	69825
43	9	9	056078	69849
43	9	10	056095	69870
43	9	11	056104	69883
43	9	12	056133	69916
43	9	13	056142	69929
43	9	14	056150	69941
43	9	15	056166	69961
43	9	16	056189	69988
43	9	17	056222	70025
43	9	18	056243	70050
43	9	19	056263	70074
43	9	20	056282	70097
43	9	21	056300	70119
43	9	22	056323	70146
43	9	23	056345	70172
43	9	24	056356	70187
43	9	25	056380	70215
43	9	26	056395	70234
43	9	27	056406	70249
43	9	28	056425	70272
43	9	29	056440	70291
43	9	30	056453	70308
43	9	31	056476	70335
43	9	32	056495	70358
43	9	33	056506	70373
43	9	34	056516	70387
43	9	35	056533	70408
43	9	36	056550	70429
43	9	37	056562	70445
43	9	38	056576	70463
43	9	39	056584	70475
43	9	40	056606	70501
43	9	41	056623	70522
43	10	1	056643	70546
43	10	2	056666	70573
43	10	3	056676	70587
43	10	4	056697	70612
43	10	5	056715	70634
43	10	6	056731	70654
43	10	7	056747	70674
43	10	8	056763	70695
43	10	9	056778	70714
43	10	10	056795	70735
43	10	11	056815	70759
43	10	12	056832	70780
43	10	13	056861	70813
43	10	14	056871	70827
43	10	15	056886	70846
43	10	16	056903	70867
43	10	17	056929	70897
43	10	18	056945	70917
43	10	19	056974	70950
43	10	20	056984	70964
43	10	21	056996	70980
43	10	22	057010	70998
43	10	23	057019	71011
43	10	24	057031	71027
43	10	25	057053	71053
43	10	26	057077	71081
43	10	27	057089	71097
43	10	28	057103	71115
43	10	29	057124	71140
43	10	30	057142	71162
43	10	31	057148	71172
43	10	32	057156	71185
43	10	33	057174	71207
43	10	34	057195	71232
43	10	35	057211	71252
43	10	36	057228	71273
43	10	37	057247	71296
43	10	38	057258	71311
43	10	39	057281	71338
43	10	40	057292	71353
43	10	41	057310	71375
43	10	42	057332	71401
43	11	1	057338	71411
43	11	2	057354	71431
43	11	3	057375	71456
43	11	4	057387	71472
43	11	5	057413	71502
43	11	6	057426	71519
43	11	7	057440	71537
43	11	8	057451	71552
43	11	9	057466	71571
43	11	10	057489	71598
43	11	11	057504	71617
43	11	12	057521	71638
43	11	13	057530	71651
43	11	14	057548	71673
43	11	15	057557	71686
43	11	16	057571	71704
43	11	17	057586	71723
43	11	18	057599	71740
43	11	19	057610	71755
43	11	20	057627	71776
43	11	21	057643	71796
43	11	22	057660	71817
43	11	23	057674	71835
43	11	24	057682	71847
43	11	25	057696	71865
43	11	26	057714	71887
43	11	27	057730	71907
43	11	28	057750	71931
43	11	29	057768	71953
43	11	30	057778	71967
43	11	31	057797	71990
43	11	32	057829	72026
43	11	33	057856	72057
43	11	34	057874	72079
43	11	35	057885	72094
43	11	36	057888	72101
43	11	37	057896	72113
43	11	38	057916	72137
43	11	39	057934	72159
43	11	40	057953	72182
43	11	41	057968	72201
43	11	42	057987	72224
43	11	43	058007	72248
43	11	44	058016	72261
43	11	45	058042	72291
43	11	46	058059	72312
43	11	47	058073	72330
43	11	48	058092	72353
43	11	49	058113	72378
43	11	50	058130	72399
43	11	51	058148	72421
43	11	52	058168	72445
43	11	53	058186	72467
43	11	54	058195	72480
43	11	55	058222	72511
43	11	56	058243	72536
43	11	57	058265	72562
43	12	1	058283	72584
43	12	2	058302	72607
43	12	3	058321	72630
43	12	4	058352	72665
43	12	5	058366	72683
43	12	6	058378	72699
43	12	7	058399	72724
43	12	8	058414	72743
43	12	9	058426	72759
43	12	10	058454	72791
43	12	11	058463	72804
43	12	12	058475	72820
43	12	13	058492	72841
43	12	14	058516	72869
43	12	15	058527	72884
43	12	16	058540	72901
43	12	17	058564	72929
43	12	18	058584	72953
43	12	19	058598	72971
43	12	20	058615	72992
43	12	21	058627	73008
43	12	22	058645	73030
43	12	23	058660	73049
43	12	24	058675	73068
43	12	25	058699	73096
43	12	26	058721	73122
43	12	27	058746	73151
43	12	28	058769	73178
43	12	29	058785	73198
43	12	30	058800	73217
43	12	31	058814	73235
43	12	32	058828	73253
43	12	33	058838	73267
43	12	34	058846	73279
43	12	35	058881	73318
43	12	36	058914	73355
43	12	37	058934	73379
43	12	38	058945	73394
43	12	39	058966	73419
43	12	40	058975	73432
43	12	41	058998	73459
43	12	42	059010	73475
43	12	43	059030	73499
43	12	44	059042	73515
43	12	45	059060	73537
43	12	46	059068	73549
43	12	47	059085	73570
43	12	48	059111	73600
43	12	49	059135	73628
43	12	50	059155	73652
43	13	1	059175	73676
43	13	2	059209	73714
43	13	3	059225	73734
43	13	4	059245	73758
43	13	5	059258	73775
43	13	6	059278	73799
43	13	7	059291	73816
43	13	8	059307	73836
43	13	9	059331	73864
43	13	10	059348	73885
43	13	11	059373	73914
43	13	12	059386	73931
43	13	13	059406	73955
43	13	14	059419	73972
43	13	15	059438	73995
43	13	16	059450	74011
43	13	17	059467	74032
43	13	18	059475	74044
43	13	19	059500	74073
43	13	20	059514	74091
43	13	21	059533	74114
43	13	22	059554	74139
43	13	23	059563	74152
43	13	24	059579	74172
43	13	25	059591	74191
43	13	26	059605	74209
43	13	27	059628	74237
43	13	28	059647	74260
43	13	29	059657	74274
43	13	30	059683	74304
43	13	31	059693	74318
43	13	32	059710	74339
43	13	33	059727	74360
43	13	34	059752	74389
43	13	35	059767	74408
43	13	36	059780	74425
43	13	37	059800	74449
43	13	38	059818	74471
43	14	1	059839	74496
43	14	2	059852	74513
43	14	3	059872	74537
43	14	4	059893	74562
43	14	5	059900	74573
43	14	6	059913	74590
43	14	7	059936	74617
43	14	8	059952	74637
43	14	9	059963	74652
43	14	10	059990	74683
43	14	11	060023	74720
43	14	12	060043	74744
43	14	13	060068	74773
43	14	14	060086	74794
43	14	15	060096	74808
43	14	16	060104	74820
43	14	17	060120	74840
43	14	18	060147	74871
43	14	19	060154	74882
43	14	20	060172	74904
43	14	21	060191	74927
43	14	22	060220	74960
43	14	23	060239	74983
43	14	24	060267	75015
43	14	25	060289	75041
43	14	26	060295	75051
43	14	27	060322	75082
43	14	28	060345	75109
43	14	29	060371	75139
43	14	30	060381	75153
43	14	31	060398	75174
43	15	1	060418	75199
43	15	2	060431	75216
43	15	3	060451	75240
43	15	4	060461	75254
43	15	5	060490	75287
43	15	6	060515	75316
43	15	7	060538	75343
43	15	8	060556	75365
43	15	9	060570	75383
43	15	10	060584	75401
43	15	11	060608	75429
43	15	12	060624	75449
43	15	13	060636	75465
43	15	14	060651	75484
43	15	15	060661	75498
43	15	16	060689	75530
43	15	17	060724	75568
43	15	18	060730	75578
43	15	19	060741	75593
43	15	20	060772	75628
43	15	21	060801	75661
43	15	22	060817	75681
43	15	23	060835	75703
43	15	24	060843	75715
43	15	25	060869	75745
43	15	26	060884	75764
43	15	27	060908	75792
43	16	1	060918	75806
43	16	2	060924	75816
43	16	3	060940	75836
43	16	4	060950	75850
43	16	5	060977	75881
43	16	6	060992	75900
43	16	7	061003	75915
43	16	8	061031	75948
43	16	9	061045	75966
43	16	10	061053	75978
43	16	11	061065	75994
43	16	12	061075	76008
43	16	13	061085	76022
43	16	14	061113	76054
43	16	15	061124	76069
43	16	16	061142	76091
43	16	17	061153	76111
43	16	18	061184	76146
43	16	19	061197	76163
43	16	20	061225	76195
43	16	21	061247	76221
43	16	22	061276	76254
43	16	23	061300	76282
43	16	24	061324	76310
43	16	25	061342	76332
43	16	26	061362	76356
43	16	27	061382	76380
43	16	28	061400	76402
43	16	29	061418	76424
43	16	30	061431	76441
43	16	31	061451	76465
43	16	32	061456	76474
43	16	33	061480	76502
43	17	1	061499	76525
43	17	2	061524	76554
43	17	3	061539	76573
43	17	4	061557	76595
43	17	5	061571	76613
43	17	6	061590	76636
43	17	7	061612	76662
43	17	8	061622	76676
43	17	9	061646	76704
43	17	10	061663	76725
43	17	11	061677	76743
43	17	12	061709	76779
43	17	13	061740	76814
43	17	14	061760	76838
43	17	15	061784	76866
43	17	16	061799	76885
43	17	17	061811	76901
43	17	18	061822	76916
43	17	19	061834	76932
43	17	20	061847	76949
43	17	21	061864	76970
43	17	22	061890	77000
43	17	23	061904	77018
43	17	24	061930	77048
43	17	25	061958	77080
43	17	26	061977	77103
43	18	1	061997	77127
43	18	2	062021	77155
43	18	3	062039	77177
43	18	4	062062	77204
43	18	5	062076	77222
43	18	6	062094	77244
43	18	7	062107	77261
43	18	8	062119	77277
43	18	9	062133	77295
43	18	10	062148	77314
43	18	11	062174	77344
43	18	12	062197	77371
43	18	13	062214	77392
43	18	14	062230	77412
43	18	15	062245	77431
43	18	16	062271	77461
43	18	17	062297	77491
43	18	18	062319	77517
43	18	19	062343	77545
43	18	20	062358	77564
43	18	21	062385	77595
43	18	22	062400	77614
43	18	23	062417	77635
43	18	24	062433	77655
43	18	25	062443	77669
43	18	26	062467	77697
43	18	27	062490	77724
43	18	28	062498	77736
43	18	29	062525	77767
43	18	30	062541	77787
43	18	31	062556	77806
43	18	32	062580	77834
43	18	33	062593	77851
43	18	34	062614	77876
43	18	35	062627	77893
43	18	36	062646	77916
43	18	37	062688	77962
43	18	38	062730	78008
43	18	39	062754	78036
43	18	40	062773	78059
43	19	1	062787	78077
43	19	2	062796	78090
43	19	3	062812	78110
43	19	4	062827	78129
43	19	5	062849	78155
43	19	6	062868	78178
43	19	7	062897	78211
43	19	8	062915	78233
43	19	9	062925	78247
43	19	10	062945	78271
43	19	11	062965	78295
43	19	12	062989	78323
43	19	13	063017	78355
43	19	14	063039	78381
43	19	15	063056	78402
43	19	16	063080	78430
43	19	17	063091	78445
43	19	18	063106	78464
43	19	19	063121	78483
43	19	20	063142	78508
43	19	21	063167	78537
43	19	22	063189	78563
43	19	23	063195	78573
43	19	24	063227	78609
43	19	25	063264	78650
43	19	26	063288	78678
43	19	27	063307	78701
43	19	28	063327	78725
43	19	29	063342	78744
43	19	30	063357	78763
43	19	31	063373	78783
43	19	32	063408	78822
43	19	33	063425	78843
43	19	34	063440	78862
43	19	35	063455	78881
43	19	36	063475	78905
43	19	37	063486	78920
43	19	38	063495	78933
43	19	39	063533	78975
43	19	40	063552	78998
43	19	41	063571	79021
43	19	42	063591	79045
43	20	1	063606	79064
43	20	2	063630	79092
43	20	3	063661	79127
43	20	4	063674	79144
43	20	5	063693	79167
43	20	6	063702	79180
43	20	7	063719	79201
43	20	8	063739	79225
43	20	9	063756	79246
43	20	10	063767	79261
43	20	11	063774	79272
43	20	12	063789	79291
43	20	13	063811	79317
43	20	14	063831	79341
43	20	15	063848	79362
43	20	16	063877	79395
43	20	17	063890	79412
43	20	18	063925	79451
43	20	19	063940	79470
43	20	20	063975	79509
43	20	21	063992	79531
43	20	22	064008	79551
43	20	23	064018	79565
43	20	24	064029	79580
43	20	25	064045	79600
43	20	26	064091	79650
43	20	27	064120	79683
43	20	28	064151	79718
43	20	29	064163	79734
43	20	30	064177	79752
43	20	31	064198	79777
43	21	1	064221	79804
43	21	2	064238	79825
43	21	3	064265	79856
43	21	4	064291	79886
43	21	5	064308	79907
43	21	6	064321	79924
43	21	7	064348	79955
43	21	8	064382	79993
43	21	9	064406	80021
43	21	10	064420	80039
43	21	11	064431	80054
43	21	12	064455	80082
43	21	13	064476	80107
43	21	14	064489	80125
43	21	15	064499	80140
43	21	16	064529	80174
43	21	17	064552	80201
43	21	18	064590	80243
43	21	19	064619	80276
43	21	20	064635	80296
43	21	21	064664	80329
43	21	22	064676	80345
43	21	23	064692	80365
43	21	24	064725	80402
43	21	25	064745	80426
44	1	1	064768	80453
44	1	2	064785	80474
44	1	3	064797	80490
44	1	4	064822	80519
44	1	5	064839	80540
44	1	6	064855	80560
44	1	7	064873	80582
44	1	8	064892	80605
44	1	9	064920	80637
44	1	10	064934	80655
44	1	11	064952	80677
44	1	12	064983	80712
44	1	13	064999	80732
44	1	14	065033	80770
44	1	15	065052	80794
44	1	16	065074	80820
44	1	17	065097	80847
44	1	18	065109	80863
44	1	19	065129	80887
44	1	20	065150	80912
44	1	21	065173	80939
44	1	22	065191	80961
44	1	23	065212	80986
44	1	24	065224	81002
44	1	25	065239	81021
44	1	26	065257	81043
44	2	1	065273	81063
44	2	2	065287	81081
44	2	3	065306	81104
44	2	4	065319	81121
44	2	5	065335	81141
44	2	6	065350	81160
44	2	7	065369	81183
44	2	8	065382	81200
44	2	9	065394	81216
44	2	10	065412	81238
44	2	11	065429	81259
44	2	12	065446	81280
44	2	13	065459	81297
44	2	14	065467	81309
44	2	15	065497	81343
44	2	16	065510	81360
44	2	17	065519	81373
44	2	18	065557	81415
44	2	19	065579	81441
44	2	20	065598	81464
44	2	21	065616	81487
44	2	22	065626	81501
44	2	23	065659	81538
44	2	24	065673	81556
44	2	25	065690	81577
44	2	26	065710	81601
44	2	27	065730	81625
44	2	28	065745	81644
44	2	29	065756	81659
44	2	30	065784	81691
44	2	31	065805	81716
44	2	32	065823	81738
44	2	33	065834	81753
44	2	34	065859	81782
44	2	35	065879	81806
44	2	36	065889	81820
44	2	37	065910	81845
44	2	38	065928	81867
44	2	39	065955	81898
44	2	40	065976	81923
44	2	41	065992	81943
44	2	42	066009	81964
44	2	43	066026	81985
44	2	44	066040	82003
44	2	45	066052	82019
44	2	46	066068	82039
44	2	47	066088	82063
44	3	1	066109	82088
44	3	2	066124	82107
44	3	3	066155	82142
44	3	4	066168	82159
44	3	5	066180	82175
44	3	6	066189	82188
44	3	7	066214	82217
44	3	8	066231	82238
44	3	9	066250	82261
44	3	10	066261	82276
44	3	11	066287	82306
44	3	12	066308	82331
44	3	13	066335	82362
44	3	14	066368	82399
44	3	15	066381	82416
44	3	16	066397	82436
44	3	17	066427	82470
44	3	18	066440	82487
44	3	19	066456	82507
44	3	20	066466	82521
44	3	21	066482	82541
44	3	22	066503	82566
44	3	23	066529	82596
44	3	24	066544	82615
44	3	25	066561	82636
44	3	26	066592	82671
44	4	1	066612	82695
44	4	2	066630	82717
44	4	3	066647	82738
44	4	4	066663	82758
44	4	5	066679	82778
44	4	6	066696	82799
44	4	7	066712	82819
44	4	8	066729	82840
44	4	9	066742	82857
44	4	10	066754	82873
44	4	11	066787	82910
44	4	12	066802	82929
44	4	13	066827	82958
44	4	14	066852	82987
44	4	15	066864	83003
44	4	16	066874	83017
44	4	17	066897	83044
44	4	18	066916	83067
44	4	19	066931	83086
44	4	20	066953	83112
44	4	21	066963	83126
44	4	22	066985	83152
44	4	23	067000	83171
44	4	24	067017	83192
44	4	25	067045	83224
44	4	26	067064	83248
44	4	27	067084	83272
44	4	28	067110	83302
44	4	29	067121	83317
44	4	30	067142	83342
44	4	31	067164	83368
44	4	32	067188	83396
44	4	33	067213	83425
44	4	34	067233	83449
44	4	35	067253	83473
44	4	36	067268	83492
44	4	37	067285	83513
44	5	1	067299	83531
44	5	2	067311	83547
44	5	3	067330	83570
44	5	4	067356	83600
44	5	5	067383	83631
44	5	6	067400	83652
44	5	7	067409	83665
44	5	8	067424	83684
44	5	9	067441	83705
44	5	10	067468	83736
44	5	11	067491	83763
44	5	12	067505	83781
44	5	13	067527	83807
44	5	14	067539	83823
44	5	15	067550	83838
44	5	16	067573	83865
44	5	17	067592	83888
44	5	18	067608	83908
44	5	19	067621	83925
44	5	20	067635	83943
44	5	21	067650	83962
44	5	22	067686	84002
44	5	23	067699	84019
44	5	24	067720	84044
44	5	25	067741	84069
44	5	26	067764	84096
44	5	27	067782	84118
44	5	28	067794	84134
44	5	29	067823	84167
44	5	30	067836	84184
44	5	31	067849	84201
44	5	32	067867	84223
44	5	33	067886	84246
44	5	34	067894	84258
44	5	35	067914	84282
44	5	36	067929	84301
44	5	37	067958	84334
44	5	38	067982	84362
44	5	39	068008	84392
44	5	40	068024	84413
44	5	41	068039	84432
44	5	42	068054	84451
44	6	1	068071	84472
44	6	2	068096	84501
44	6	3	068116	84525
44	6	4	068134	84547
44	6	5	068144	84561
44	6	6	068175	84596
44	6	7	068186	84611
44	6	8	068209	84638
44	6	9	068223	84656
44	6	10	068246	84683
44	6	11	068257	84698
44	6	12	068272	84717
44	6	13	068291	84740
44	6	14	068312	84765
44	6	15	068333	84790
44	7	1	068350	84811
44	7	2	068358	84823
44	7	3	068385	84854
44	7	4	068408	84881
44	7	5	068434	84911
44	7	6	068461	84942
44	7	7	068482	84967
44	7	8	068504	84993
44	7	9	068530	85023
44	7	10	068545	85042
44	7	11	068575	85076
44	7	12	068594	85099
44	7	13	068606	85115
44	7	14	068624	85137
44	7	15	068640	85157
44	7	16	068652	85173
44	7	17	068672	85197
44	7	18	068692	85221
44	7	19	068704	85237
44	7	20	068723	85260
44	7	21	068742	85283
44	7	22	068756	85301
44	7	23	068771	85320
44	7	24	068789	85342
44	7	25	068802	85359
44	7	26	068821	85382
44	7	27	068840	85406
44	7	28	068856	85426
44	7	29	068867	85441
44	7	30	068884	85462
44	7	31	068901	85483
44	7	32	068915	85501
44	7	33	068935	85525
44	7	34	068955	85549
44	7	35	068981	85579
44	7	36	069010	85612
44	7	37	069030	85636
44	7	38	069050	85660
44	7	39	069080	85694
44	7	40	069098	85716
44	7	41	069122	85744
44	7	42	069141	85767
44	7	43	069172	85802
44	7	44	069196	85830
44	7	45	069220	85858
44	7	46	069247	85889
44	7	47	069260	85906
44	7	48	069265	85915
44	7	49	069276	85930
44	7	50	069299	85957
44	7	51	069306	85968
44	7	52	069326	85992
44	7	53	069350	86020
44	7	54	069360	86034
44	7	55	069373	86051
44	7	56	069392	86074
44	7	57	069409	86095
44	7	58	069422	86112
44	7	59	069441	86135
44	7	60	069454	86152
44	8	1	069472	86174
44	8	2	069506	86212
44	8	3	069518	86228
44	8	4	069535	86249
44	8	5	069543	86261
44	8	6	069555	86277
44	8	7	069575	86301
44	8	8	069591	86321
44	8	9	069599	86333
44	8	10	069620	86358
44	8	11	069637	86379
44	8	12	069648	86394
44	8	13	069669	86419
44	8	14	069689	86443
44	8	15	069709	86467
44	8	16	069718	86480
44	8	17	069735	86501
44	8	18	069745	86515
44	8	19	069763	86537
44	8	20	069778	86556
44	8	21	069800	86582
44	8	22	069820	86606
44	8	23	069840	86630
44	8	24	069850	86644
44	8	25	069869	86667
44	8	26	069888	86690
44	8	27	069912	86718
44	8	28	069936	86746
44	8	29	069950	86764
44	8	30	069962	86780
44	8	31	069979	86801
44	8	32	069999	86825
44	8	33	070027	86857
44	8	34	070048	86882
44	8	35	070069	86907
44	8	36	070086	86928
44	8	38	070106	86979
44	8	39	070126	87003
44	8	40	070150	87031
44	9	1	070167	87052
44	9	2	070183	87072
44	9	3	070207	87100
44	9	4	070224	87121
44	9	5	070238	87139
44	9	6	070251	87171
44	9	7	070266	87190
44	9	8	070281	87209
44	9	9	070300	87232
44	9	10	070311	87247
44	9	11	070334	87274
44	9	12	070358	87302
44	9	13	070373	87321
44	9	14	070392	87344
44	9	15	070406	87362
44	9	16	070432	87393
44	9	17	070444	87409
44	9	18	070480	87449
44	9	19	070494	87467
44	9	20	070507	87484
44	9	21	070522	87503
44	9	22	070553	87538
44	9	23	070571	87560
44	9	24	070581	87574
44	9	25	070600	87597
44	9	26	070614	87615
44	9	27	070631	87636
44	9	28	070663	87672
44	9	29	070678	87691
44	9	30	070690	87707
44	9	31	070703	87724
44	9	32	070731	87756
44	9	33	070745	87774
44	9	34	070761	87794
44	9	35	070778	87815
44	9	36	070793	87834
44	9	37	070814	87859
44	9	38	070829	87878
44	9	39	070854	87907
44	9	40	070884	87941
44	9	41	070914	87975
44	9	42	070930	87995
44	9	43	070943	88012
44	10	1	070954	88027
44	10	2	070967	88044
44	10	3	070988	88069
44	10	4	071008	88093
44	10	5	071035	88124
44	10	6	071048	88141
44	10	7	071059	88163
44	10	8	071077	88185
44	10	9	071086	88198
44	10	10	071104	88220
44	10	11	071117	88237
44	10	12	071135	88259
44	10	13	071149	88277
44	10	14	071159	88291
44	10	15	071172	88308
44	10	16	071186	88326
44	10	17	071199	88343
44	10	18	071230	88378
44	10	19	071240	88392
44	10	20	071256	88412
44	10	21	071269	88429
44	10	22	071287	88458
44	10	23	071321	88496
44	10	24	071341	88520
44	10	25	071362	88545
44	10	26	071378	88565
44	10	27	071390	88581
44	10	28	071398	88593
44	10	29	071423	88622
44	10	30	071434	88637
44	10	31	071462	88669
44	10	32	071477	88688
44	10	33	071495	88710
44	10	34	071521	88740
44	10	35	071536	88759
44	10	36	071549	88776
44	10	37	071565	88796
44	10	38	071584	88819
44	10	39	071614	88853
44	10	40	071635	88878
44	10	41	071648	88895
44	10	42	071671	88922
44	10	43	071691	88946
44	10	44	071708	88967
44	10	45	071726	88989
44	10	46	071747	89015
44	10	47	071759	89031
44	10	48	071778	89054
44	11	1	071793	89073
44	11	2	071814	89098
44	11	3	071826	89114
44	11	4	071836	89128
44	11	5	071843	89139
44	11	6	071870	89170
44	11	7	071891	89195
44	11	8	071902	89210
44	11	9	071916	89228
44	11	10	071931	89247
44	11	11	071943	89263
44	11	12	071960	89284
44	11	13	071985	89313
44	11	14	072008	89340
44	11	15	072022	89358
44	11	16	072041	89381
44	11	17	072059	89403
44	11	18	072084	89432
44	11	19	072104	89456
44	11	20	072130	89486
44	11	21	072152	89512
44	11	22	072167	89531
44	11	23	072188	89556
44	11	24	072208	89581
44	11	25	072224	89601
44	11	26	072230	89611
44	11	27	072257	89642
44	11	28	072268	89657
44	11	29	072291	89684
44	11	30	072309	89706
44	12	1	072321	89722
44	12	2	072338	89743
44	12	3	072345	89754
44	12	4	072362	89775
44	12	5	072382	89799
44	12	6	072403	89824
44	12	7	072431	89856
44	12	8	072462	89891
44	12	9	072487	89920
44	12	10	072505	89942
44	12	11	072538	89979
44	12	12	072569	90014
44	12	13	072589	90038
44	12	14	072601	90054
44	12	15	072623	90080
44	12	16	072641	90102
44	12	17	072652	90117
44	12	18	072682	90151
44	12	19	072697	90170
44	12	20	072717	90194
44	12	21	072748	90229
44	12	22	072764	90249
44	12	23	072773	90262
44	12	24	072791	90284
44	12	25	072799	90296
44	13	1	072814	90315
44	13	2	072845	90350
44	13	3	072870	90379
44	13	4	072880	90393
44	13	5	072896	90413
44	13	6	072915	90436
44	13	7	072931	90456
44	13	8	072951	90480
44	13	9	072970	90503
44	13	10	072981	90518
44	13	11	073003	90544
44	13	12	073031	90576
44	13	13	073044	90593
44	13	14	073065	90618
44	13	15	073086	90643
44	13	16	073114	90675
44	13	17	073130	90695
44	13	18	073158	90727
44	13	19	073167	90740
44	13	20	073178	90755
44	13	21	073192	90773
44	13	22	073210	90795
44	13	23	073239	90828
44	13	24	073252	90845
44	13	25	073265	90862
44	13	26	073293	90894
44	13	27	073312	90917
44	13	28	073335	90944
44	13	29	073344	90957
44	13	30	073359	90976
44	13	31	073366	90987
44	13	32	073387	91012
44	13	33	073397	91026
44	13	34	073424	91057
44	13	35	073445	91082
44	13	36	073457	91098
44	13	37	073477	91122
44	13	38	073485	91134
44	13	39	073508	91161
44	13	40	073514	91171
44	13	41	073523	91184
44	13	42	073547	91212
44	13	43	073560	91229
44	13	44	073587	91260
44	13	45	073601	91278
44	13	46	073616	91297
44	13	47	073649	91334
44	13	48	073669	91358
44	13	49	073688	91381
44	13	50	073698	91395
44	13	51	073727	91428
44	13	52	073739	91444
44	14	1	073747	91456
44	14	2	073772	91485
44	14	3	073786	91503
44	14	4	073812	91533
44	14	5	073830	91555
44	14	6	073847	91576
44	14	7	073860	91593
44	14	8	073863	91600
44	14	9	073880	91621
44	14	10	073895	91640
44	14	11	073908	91657
44	14	12	073928	91681
44	14	13	073944	91701
44	14	14	073966	91727
44	14	15	073982	91747
44	14	16	074019	91788
44	14	17	074032	91805
44	14	18	074052	91829
44	14	19	074063	91844
44	14	20	074085	91870
44	14	21	074104	91893
44	14	22	074122	91915
44	14	23	074144	91941
44	14	24	074160	91961
44	14	25	074168	91973
44	14	26	074177	91986
44	14	27	074193	92006
44	14	28	074213	92030
44	15	1	074221	92042
44	15	2	074241	92066
44	15	3	074276	92105
44	15	4	074301	92134
44	15	5	074323	92160
44	15	6	074344	92185
44	15	7	074356	92201
44	15	8	074391	92240
44	15	9	074405	92258
44	15	10	074419	92276
44	15	11	074441	92302
44	15	12	074454	92319
44	15	13	074477	92346
44	15	14	074489	92362
44	15	15	074503	92380
44	15	16	074512	92393
44	15	17	074530	92415
44	15	18	074555	92444
44	15	19	074558	92458
44	15	20	074571	92475
44	15	21	074589	92497
44	15	22	074607	92519
44	15	23	074641	92557
44	15	24	074664	92584
44	15	25	074681	92611
44	15	26	074697	92631
44	15	27	074710	92648
44	15	28	074722	92664
44	15	29	074739	92685
44	15	30	074754	92704
44	15	31	074768	92722
44	15	32	074774	92732
44	15	33	074790	92752
44	15	35	074803	92779
44	15	36	074821	92801
44	15	37	074846	92830
44	15	38	074856	92844
44	15	39	074875	92867
44	15	40	074892	92888
44	15	41	074905	92905
44	16	1	074915	92919
44	16	2	074938	92946
44	16	3	074947	92959
44	16	4	074976	92992
44	16	5	074996	93016
44	16	6	075009	93033
44	16	7	075027	93055
44	16	8	075044	93076
44	16	9	075051	93087
44	16	10	075074	93114
44	16	11	075092	93136
44	16	12	075105	93153
44	16	13	075125	93177
44	16	14	075146	93202
44	16	15	075170	93230
44	16	16	075195	93259
44	16	17	075217	93285
44	16	18	075239	93311
44	16	19	075267	93343
