Book	Chapter	Verse	【Heading】
41	6	7	<pm>¶</pm>【The Ministry of the Twelve】 (<a href='bible://matthew.10.5'>Matthew 10:5-15</a>; <a href='bible://luke.9.1'>Luke 9:1-6</a>)
41	6	14	【The Beheading of John】 (<a href='bible://matthew.14.1'>Matthew 14:1-12</a>; <a href='bible://luke.9.7'>Luke 9:7-9</a>)
41	6	30	【The Feeding of the Five Thousand】 (<a href='bible://matthew.14.13'>Matthew 14:13-21</a>; <a href='bible://luke.9.10'>Luke 9:10-17</a>; <a href='bible://john.6.1'>John 6:1-15</a>)
41	6	45	【Jesus Walks on Water】 (<a href='bible://matthew.14.22'>Matthew 14:22-33</a>; <a href='bible://john.6.16'>John 6:16-25</a>)
41	6	53	【Jesus Heals at Gennesaret】 (<a href='bible://matthew.14.34'>Matthew 14:34-36</a>)
41	7	1	【Tradition and Worship】 (<a href='bible://matthew.15.1'>Matthew 15:1-9</a>)
41	7	14	【What Defiles a Man】 (<a href='bible://matthew.15.10'>Matthew 15:10-20</a>)
41	7	24	【The Faith of the Gentile Woman】 (<a href='bible://matthew.15.21'>Matthew 15:21-28</a>)
41	7	31	【The Deaf and Mute Man】 (<a href='bible://isaiah.35.1'>Isaiah 35:1-10</a>; <a href='bible://matthew.9.32'>Matthew 9:32-34</a>)
41	8	1	【The Feeding of the Four Thousand】 (<a href='bible://matthew.15.29'>Matthew 15:29-39</a>)
41	8	11	【The Demand for a Sign】 (<a href='bible://matthew.16.1'>Matthew 16:1-4</a>; <a href='bible://luke.12.54'>Luke 12:54-56</a>)
41	8	14	【The Leaven to Beware】 (<a href='bible://matthew.16.5'>Matthew 16:5-12</a>)
41	8	22	【The Blind Man at Bethsaida】
41	8	27	【Peter's Confession of Christ】 (<a href='bible://matthew.16.13'>Matthew 16:13-20</a>; <a href='bible://luke.9.18'>Luke 9:18-20</a>; <a href='bible://john.6.66'>John 6:66-71</a>)
41	8	31	【Christ's Passion Foretold】 (<a href='bible://matthew.16.21'>Matthew 16:21-23</a>; <a href='bible://luke.9.21'>Luke 9:21-22</a>)
41	8	34	【Take up Your Cross】 (<a href='bible://matthew.10.37'>Matthew 10:37-39</a>; <a href='bible://matthew.16.24'>Matthew 16:24-28</a>; <a href='bible://luke.9.23'>Luke 9:23-27</a>)
41	9	1	【The Transfiguration】 (<a href='bible://matthew.17.1'>Matthew 17:1-13</a>; <a href='bible://luke.9.28'>Luke 9:28-36</a>; <a href='bible://2_peter.1.16'>2 Peter 1:16-21</a>)
41	9	14	【The Boy with an Evil Spirit】 (<a href='bible://matthew.17.14'>Matthew 17:14-21</a>; <a href='bible://luke.9.37'>Luke 9:37-42</a>)
41	9	30	<pm>¶</pm>【The Second Prediction of the Passion】 (<a href='bible://matthew.17.22'>Matthew 17:22-23</a>; <a href='bible://luke.9.43'>Luke 9:43-45</a>)
41	9	33	【The Greatest in the Kingdom】 (<a href='bible://matthew.18.1'>Matthew 18:1-6</a>; <a href='bible://luke.9.46'>Luke 9:46-50</a>)
41	9	38	【Miracles in Jesus' Name】
41	9	42	【Temptations and Trespasses】 (<a href='bible://matthew.18.7'>Matthew 18:7-9</a>; <a href='bible://luke.17.1'>Luke 17:1-4</a>)
41	10	1	【Teachings about Divorce】 (<a href='bible://matthew.19.1'>Matthew 19:1-12</a>)
41	10	13	【Jesus Blesses the Children】 (<a href='bible://matthew.19.13'>Matthew 19:13-15</a>; <a href='bible://luke.18.15'>Luke 18:15-17</a>)
41	10	17	【The Rich Young Man】 (<a href='bible://matthew.19.16'>Matthew 19:16-30</a>; <a href='bible://luke.18.18'>Luke 18:18-30</a>)
41	10	32	【The Third Prediction of the Passion】 (<a href='bible://matthew.20.17'>Matthew 20:17-19</a>; <a href='bible://luke.18.31'>Luke 18:31-34</a>)
41	10	35	【The Request of James and John】 (<a href='bible://matthew.20.20'>Matthew 20:20-28</a>)
41	10	46	【Jesus Heals Bartimaeus】 (<a href='bible://matthew.20.29'>Matthew 20:29-34</a>; <a href='bible://luke.18.35'>Luke 18:35-43</a>)
41	11	1	【The Triumphal Entry】 (<a href='bible://zechariah.9.9'>Zechariah 9:9-13</a>; <a href='bible://matthew.21.1'>Matthew 21:1-11</a>; <a href='bible://luke.19.28'>Luke 19:28-40</a>; <a href='bible://john.12.12'>John 12:12-19</a>)
41	11	12	【Jesus Curses the Fig Tree】 (<a href='bible://matthew.21.18'>Matthew 21:18-22</a>; <a href='bible://mark.11.20'>Mark 11:20-26</a>)
41	11	15	<pm>¶</pm>【Jesus Cleanses the Temple】 (<a href='bible://matthew.21.12'>Matthew 21:12-17</a>; <a href='bible://luke.19.45'>Luke 19:45-48</a>; <a href='bible://john.2.12'>John 2:12-25</a>)
41	11	20	【The Withered Fig Tree】 (<a href='bible://matthew.21.18'>Matthew 21:18-22</a>; <a href='bible://mark.11.12'>Mark 11:12-14</a>)
41	11	27	【Jesus' Authority Challenged】 (<a href='bible://matthew.21.23'>Matthew 21:23-27</a>; <a href='bible://luke.20.1'>Luke 20:1-8</a>)
41	12	1	【The Parable of the Wicked Tenants】 (<a href='bible://matthew.21.33'>Matthew 21:33-46</a>; <a href='bible://luke.20.9'>Luke 20:9-18</a>)
41	12	13	【Paying Taxes to Caesar】 (<a href='bible://matthew.22.15'>Matthew 22:15-22</a>; <a href='bible://luke.20.19'>Luke 20:19-26</a>)
41	12	18	【The Sadducees and the Resurrection】 (<a href='bible://matthew.22.23'>Matthew 22:23-33</a>; <a href='bible://luke.20.27'>Luke 20:27-40</a>)
41	12	28	【The Greatest Commandment】 (<a href='bible://deuteronomy.6.1'>Deuteronomy 6:1-19</a>; <a href='bible://matthew.22.34'>Matthew 22:34-40</a>)
41	12	35	【Whose Son is the Christ?】 (<a href='bible://matthew.22.41'>Matthew 22:41-46</a>; <a href='bible://luke.20.41'>Luke 20:41-44</a>)
41	12	38	【Warning against the Scribes】 (<a href='bible://luke.20.45'>Luke 20:45-47</a>)
41	12	41	【The Widow's Offering】 (<a href='bible://luke.21.1'>Luke 21:1-4</a>)
41	13	1	【Temple Destruction Foretold】 (<a href='bible://matthew.24.1'>Matthew 24:1-4</a>; <a href='bible://luke.21.5'>Luke 21:5-9</a>)
41	13	9	【Witnessing to All Nations】 (<a href='bible://matthew.24.9'>Matthew 24:9-14</a>; <a href='bible://luke.21.10'>Luke 21:10-19</a>)
41	13	14	【The Abomination of Desolation】 (<a href='bible://matthew.24.15'>Matthew 24:15-25</a>; <a href='bible://luke.21.20'>Luke 21:20-24</a>)
41	13	24	【The Return of the Son of Man】 (<a href='bible://matthew.24.26'>Matthew 24:26-31</a>; <a href='bible://luke.21.25'>Luke 21:25-28</a>)
41	13	28	【The Lesson of the Fig Tree】 (<a href='bible://matthew.24.32'>Matthew 24:32-35</a>; <a href='bible://luke.21.29'>Luke 21:29-33</a>)
41	13	32	【Readiness at Any Hour】 (<a href='bible://genesis.6.1'>Genesis 6:1-7</a>; <a href='bible://matthew.24.36'>Matthew 24:36-51</a>; <a href='bible://luke.12.35'>Luke 12:35-48</a>)
41	14	1	【The Plot to Kill Jesus】 (<a href='bible://matthew.26.1'>Matthew 26:1-5</a>; <a href='bible://luke.22.1'>Luke 22:1-6</a>; <a href='bible://john.11.45'>John 11:45-57</a>)
41	14	3	【Jesus Anointed at Bethany】 (<a href='bible://matthew.26.6'>Matthew 26:6-13</a>; <a href='bible://john.12.1'>John 12:1-8</a>)
41	14	10	【Judas Agrees to Betray Jesus】 (<a href='bible://zechariah.11.10'>Zechariah 11:10-17</a>; <a href='bible://matthew.26.14'>Matthew 26:14-16</a>; <a href='bible://matthew.27.3'>Matthew 27:3-10</a>)
41	14	12	【Preparing the Passover】 (<a href='bible://psalms.41.1'>Psalm 41:1-13</a>; <a href='bible://matthew.26.17'>Matthew 26:17-25</a>; <a href='bible://luke.22.7'>Luke 22:7-13</a>; <a href='bible://john.13.18'>John 13:18-30</a>)
41	14	22	【The Last Supper】 (<a href='bible://matthew.26.26'>Matthew 26:26-30</a>; <a href='bible://luke.22.14'>Luke 22:14-23</a>; <a href='bible://1_corinthians.11.17'>1 Corinthians 11:17-34</a>)
41	14	27	<pm>¶</pm>【Jesus Predicts Peter's Denial】 (<a href='bible://matthew.26.31'>Matthew 26:31-35</a>; <a href='bible://luke.22.31'>Luke 22:31-38</a>; <a href='bible://john.13.36'>John 13:36-38</a>)
41	14	32	【Jesus Prays at Gethsemane】 (<a href='bible://matthew.26.36'>Matthew 26:36-46</a>; <a href='bible://luke.22.39'>Luke 22:39-46</a>)
41	14	43	【The Betrayal of Jesus】 (<a href='bible://matthew.26.47'>Matthew 26:47-56</a>; <a href='bible://luke.22.47'>Luke 22:47-53</a>; <a href='bible://john.18.1'>John 18:1-14</a>)
41	14	53	<pm>¶</pm>【Jesus Faces the Sanhedrin】 (<a href='bible://isaiah.53.1'>Isaiah 53:1-8</a>; <a href='bible://matthew.26.57'>Matthew 26:57-68</a>; <a href='bible://john.18.19'>John 18:19-24</a>; <a href='bible://1_peter.2.21'>1 Peter 2:21-25</a>)
41	14	66	【Peter Denies Jesus】 (<a href='bible://matthew.26.69'>Matthew 26:69-75</a>; <a href='bible://luke.22.54'>Luke 22:54-62</a>; <a href='bible://john.18.15'>John 18:15-18</a>)
41	15	1	【Jesus Delivered to Pilate】 (<a href='bible://matthew.27.1'>Matthew 27:1-2</a>)
41	15	6	【The Crowd Chooses Barabbas】 (<a href='bible://matthew.27.15'>Matthew 27:15-23</a>; <a href='bible://luke.23.13'>Luke 23:13-25</a>)
41	15	12	<pm>¶</pm>【Pilate Delivers up Jesus】 (<a href='bible://matthew.27.24'>Matthew 27:24-26</a>)
41	15	16	【The Soldiers Mock Jesus】 (<a href='bible://isaiah.50.4'>Isaiah 50:4-11</a>; <a href='bible://matthew.27.27'>Matthew 27:27-31</a>; <a href='bible://luke.22.63'>Luke 22:63-65</a>; <a href='bible://john.19.1'>John 19:1-15</a>)
41	15	21	<pm>¶</pm>【The Crucifixion】 (<a href='bible://psalms.22.1'>Psalm 22:1-36</a>; <a href='bible://psalms.69.1'>Psalm 69:1-36</a>; <a href='bible://matthew.27.32'>Matthew 27:32-44</a>; <a href='bible://luke.23.26'>Luke 23:26-43</a>; <a href='bible://john.19.16'>John 19:16-27</a>)
41	15	33	【The Death of Jesus】 (<a href='bible://psalms.22.1'>Psalm 22:1-31</a>; <a href='bible://matthew.27.45'>Matthew 27:45-56</a>; <a href='bible://luke.23.44'>Luke 23:44-49</a>; <a href='bible://john.19.28'>John 19:28-30</a>)
41	15	42	【The Burial of Jesus】 (<a href='bible://isaiah.53.9'>Isaiah 53:9-12</a>; <a href='bible://matthew.27.57'>Matthew 27:57-61</a>; <a href='bible://luke.23.50'>Luke 23:50-56</a>; <a href='bible://john.19.38'>John 19:38-42</a>)
41	16	1	【The Resurrection】 (<a href='bible://psalms.16.1'>Psalm 16:1-11</a>; <a href='bible://psalms.49.1'>Psalm 49:1-20</a>; <a href='bible://matthew.28.1'>Matthew 28:1-10</a>; <a href='bible://luke.24.1'>Luke 24:1-12</a>; <a href='bible://john.20.1'>John 20:1-9</a>)
41	16	9	<pm>¶</pm>【Jesus Appears to Mary Magdalene】 (<a href='bible://john.20.10'>John 20:10-18</a>)
41	16	12	【Jesus Appears to Two Disciples】 (<a href='bible://luke.24.13'>Luke 24:13-24</a>)
41	16	14	【The Great Commission】 (<a href='bible://matthew.28.16'>Matthew 28:16-20</a>)
41	16	19	【The Ascension】 (<a href='bible://luke.24.50'>Luke 24:50-53</a>; <a href='bible://acts.1.6'>Acts 1:6-11</a>)
42	1	1	【Dedication to Theophilus】 (<a href='bible://acts.1.1'>Acts 1:1-3</a>)
42	1	5	【Gabriel Foretells John's Birth】 (<a href='bible://matthew.11.7'>Matthew 11:7-19</a>; <a href='bible://luke.7.24'>Luke 7:24-35</a>; <a href='bible://luke.16.14'>Luke 16:14-17</a>)
42	1	26	<pm>¶</pm>【Gabriel Foretells Jesus' Birth】
42	1	39	【Mary Visits Elizabeth】
42	1	46	【Mary's Song】 (<a href='bible://1_samuel.2.1'>1 Samuel 2:1-11</a>)
42	1	57	【The Birth of John the Baptist】
42	1	67	【Zechariah's Song】
42	2	1	【The Birth of Jesus】 (<a href='bible://isaiah.7.10'>Isaiah 7:10-16</a>; <a href='bible://micah.5.1'>Micah 5:1-6</a>; <a href='bible://matthew.1.18'>Matthew 1:18-25</a>)
42	2	8	【The Shepherds and the Angels】
42	2	21	【Jesus Presented at the Temple】
42	2	25	【The Prophecy of Simeon】
42	2	36	<pm>¶</pm>【The Prophecy of Anna】
42	2	39	【The Return to Nazareth】 (<a href='bible://isaiah.61.1'>Isaiah 61:1-11</a>; <a href='bible://matthew.2.19'>Matthew 2:19-23</a>; <a href='bible://matthew.13.53'>Matthew 13:53-58</a>; <a href='bible://mark.6.1'>Mark 6:1-6</a>; <a href='bible://luke.4.16'>Luke 4:16-30</a>)
42	2	41	【The Boy Jesus at the Temple】
42	3	1	【The Mission of John the Baptist】 (<a href='bible://isaiah.40.1'>Isaiah 40:1-5</a>; <a href='bible://matthew.3.1'>Matthew 3:1-12</a>; <a href='bible://mark.1.1'>Mark 1:1-8</a>; <a href='bible://john.1.19'>John 1:19-28</a>)
42	3	21	【The Baptism of Jesus】 (<a href='bible://matthew.3.13'>Matthew 3:13-17</a>; <a href='bible://mark.1.9'>Mark 1:9-11</a>; <a href='bible://john.1.29'>John 1:29-34</a>)
42	3	23	【The Genealogy of Jesus】 (<a href='bible://ruth.4.18'>Ruth 4:18-22</a>; <a href='bible://matthew.1.1'>Matthew 1:1-17</a>)
42	4	1	【The Temptation of Jesus】 (<a href='bible://matthew.4.1'>Matthew 4:1-11</a>; <a href='bible://mark.1.12'>Mark 1:12-13</a>)
42	4	14	【Jesus Begins His Ministry】 (<a href='bible://isaiah.9.1'>Isaiah 9:1-7</a>; <a href='bible://matthew.4.12'>Matthew 4:12-17</a>; <a href='bible://mark.1.14'>Mark 1:14-15</a>)
42	4	16	【The Rejection at Nazareth】 (<a href='bible://isaiah.61.1'>Isaiah 61:1-11</a>; <a href='bible://matthew.2.19'>Matthew 2:19-23</a>; <a href='bible://matthew.13.53'>Matthew 13:53-58</a>; <a href='bible://mark.6.1'>Mark 6:1-6</a>; <a href='bible://luke.2.39'>Luke 2:39-40</a>)
42	4	31	【Jesus Expels an Unclean Spirit】 (<a href='bible://mark.1.21'>Mark 1:21-28</a>)
42	4	38	【Jesus Heals at Peter's House】 (<a href='bible://matthew.8.14'>Matthew 8:14-17</a>; <a href='bible://mark.1.29'>Mark 1:29-34</a>)
42	4	42	【Jesus Preaches in Judea】 (<a href='bible://mark.1.35'>Mark 1:35-39</a>)
42	5	1	【The First Disciples】 (<a href='bible://matthew.4.18'>Matthew 4:18-22</a>; <a href='bible://matthew.13.47'>Matthew 13:47-52</a>; <a href='bible://mark.1.16'>Mark 1:16-20</a>; <a href='bible://john.1.35'>John 1:35-42</a>)
42	5	12	【The Leper's Prayer】 (<a href='bible://leviticus.14.1'>Leviticus 14:1-32</a>; <a href='bible://matthew.8.1'>Matthew 8:1-4</a>; <a href='bible://mark.1.40'>Mark 1:40-45</a>)
42	5	17	【Jesus Heals a Paralytic】 (<a href='bible://matthew.9.1'>Matthew 9:1-8</a>; <a href='bible://mark.2.1'>Mark 2:1-12</a>)
42	5	27	【The Calling of Levi】 (<a href='bible://matthew.9.9'>Matthew 9:9-13</a>; <a href='bible://mark.2.13'>Mark 2:13-17</a>)
42	5	33	【Questions about Fasting】 (<a href='bible://matthew.9.14'>Matthew 9:14-15</a>; <a href='bible://mark.2.18'>Mark 2:18-20</a>)
42	5	36	【The Patches and the Wineskins】 (<a href='bible://matthew.9.16'>Matthew 9:16-17</a>; <a href='bible://mark.2.21'>Mark 2:21-22</a>)
42	6	1	【The Lord of the Sabbath】 (<a href='bible://1_samuel.21.1'>1 Samuel 21:1-9</a>; <a href='bible://matthew.12.1'>Matthew 12:1-8</a>; <a href='bible://mark.2.23'>Mark 2:23-28</a>)
42	6	6	<pm>¶</pm>【Jesus Heals on the Sabbath】 (<a href='bible://matthew.12.9'>Matthew 12:9-14</a>; <a href='bible://mark.3.1'>Mark 3:1-6</a>)
42	6	12	【The Twelve Apostles】 (<a href='bible://matthew.10.1'>Matthew 10:1-4</a>; <a href='bible://mark.3.13'>Mark 3:13-19</a>)
42	6	17	【Jesus Ministers to a Great Crowd】 (<a href='bible://matthew.4.23'>Matthew 4:23-25</a>)
42	6	20	【The Beatitudes】 (<a href='bible://psalms.1.1'>Psalm 1:1-6</a>; <a href='bible://matthew.5.3'>Matthew 5:3-12</a>)
42	6	24	<pm>¶</pm>【Woes】 (<a href='bible://amos.6.1'>Amos 6:1-7</a>)
42	6	27	【Love Your Enemies】 (<a href='bible://leviticus.24.17'>Leviticus 24:17-23</a>; <a href='bible://matthew.5.38'>Matthew 5:38-48</a>)
42	6	37	<pm>¶</pm>【Do Not Judge】 (<a href='bible://matthew.7.1'>Matthew 7:1-6</a>; <a href='bible://romans.14.1'>Romans 14:1-12</a>)
42	6	43	【A Tree and its Fruit】 (<a href='bible://matthew.7.15'>Matthew 7:15-23</a>; <a href='bible://matthew.12.33'>Matthew 12:33-37</a>)
42	6	46	【The House on the Rock】 (<a href='bible://matthew.7.24'>Matthew 7:24-27</a>)
42	7	1	【The Faith of the Centurion】 (<a href='bible://matthew.8.5'>Matthew 8:5-13</a>; <a href='bible://john.4.43'>John 4:43-54</a>)
42	7	11	【Jesus Raises a Widow's Son】
42	7	18	【John's Inquiry】 (<a href='bible://matthew.11.1'>Matthew 11:1-6</a>)
42	7	24	【Jesus Testifies about John】 (<a href='bible://matthew.11.7'>Matthew 11:7-19</a>; <a href='bible://luke.1.5'>Luke 1:5-25</a>; <a href='bible://luke.16.14'>Luke 16:14-17</a>)
42	7	36	【A Sinful Woman Anoints Jesus】
42	8	1	【Women Minister to Jesus】
42	8	4	【The Parable of the Sower】 (<a href='bible://matthew.13.1'>Matthew 13:1-9</a>; <a href='bible://mark.4.1'>Mark 4:1-9</a>)
42	8	16	【The Lesson of the Lamp】 (<a href='bible://mark.4.21'>Mark 4:21-25</a>)
42	8	19	【Jesus' Mother and Brothers】 (<a href='bible://matthew.12.46'>Matthew 12:46-50</a>; <a href='bible://mark.3.31'>Mark 3:31-35</a>)
42	8	22	【Jesus Calms the Storm】 (<a href='bible://matthew.8.23'>Matthew 8:23-27</a>; <a href='bible://mark.4.35'>Mark 4:35-41</a>)
42	8	26	【The Demons and the Pigs】 (<a href='bible://matthew.8.28'>Matthew 8:28-34</a>; <a href='bible://mark.5.1'>Mark 5:1-20</a>)
42	8	40	【The Healing Touch of Jesus】 (<a href='bible://matthew.9.18'>Matthew 9:18-26</a>; <a href='bible://mark.5.21'>Mark 5:21-43</a>)
42	9	1	【The Ministry of the Twelve】 (<a href='bible://matthew.10.5'>Matthew 10:5-15</a>; <a href='bible://mark.6.7'>Mark 6:7-13</a>)
42	9	7	【Herod Desires to See Jesus】 (<a href='bible://matthew.14.1'>Matthew 14:1-12</a>; <a href='bible://mark.6.14'>Mark 6:14-29</a>)
42	9	10	【The Feeding of the Five Thousand】 (<a href='bible://matthew.14.13'>Matthew 14:13-21</a>; <a href='bible://mark.6.30'>Mark 6:30-44</a>; <a href='bible://john.6.1'>John 6:1-15</a>)
42	9	18	【Peter's Confession of Christ】 (<a href='bible://matthew.16.13'>Matthew 16:13-20</a>; <a href='bible://mark.8.27'>Mark 8:27-30</a>; <a href='bible://john.6.66'>John 6:66-71</a>)
42	9	21	<pm>¶</pm>【Christ's Passion Foretold】 (<a href='bible://matthew.16.21'>Matthew 16:21-23</a>; <a href='bible://mark.8.31'>Mark 8:31-33</a>)
42	9	23	【Take Up Your Cross】 (<a href='bible://matthew.10.37'>Matthew 10:37-39</a>; <a href='bible://matthew.16.24'>Matthew 16:24-28</a>; <a href='bible://mark.8.34'>Mark 8:34-38</a>)
42	9	28	【The Transfiguration】 (<a href='bible://matthew.17.1'>Matthew 17:1-13</a>; <a href='bible://mark.9.1'>Mark 9:1-13</a>; <a href='bible://2_peter.1.16'>2 Peter 1:16-21</a>)
42	9	37	【The Boy with an Evil Spirit】 (<a href='bible://matthew.17.14'>Matthew 17:14-21</a>; <a href='bible://mark.9.14'>Mark 9:14-29</a>; <a href='bible://luke.17.5'>Luke 17:5-10</a>)
42	9	43	<pm>¶</pm>【The Second Prediction of the Passion】 (<a href='bible://luke.18.31'>Luke 18:31-34</a>; <a href='bible://mark.9.30'>Mark 9:30-32</a>)
42	9	46	【The Greatest in the Kingdom】 (<a href='bible://matthew.18.1'>Matthew 18:1-6</a>; <a href='bible://mark.9.33'>Mark 9:33-37</a>)
42	9	51	【The Samaritans Reject Jesus】
42	9	57	【The Cost of Discipleship】 (<a href='bible://matthew.8.18'>Matthew 8:18-22</a>; <a href='bible://luke.14.25'>Luke 14:25-33</a>; <a href='bible://john.6.60'>John 6:60-65</a>)
42	10	1	【Jesus Sends Out the Disciples】
42	10	13	【Woe to the Unrepentant】 (<a href='bible://matthew.11.20'>Matthew 11:20-24</a>)
42	10	17	【The Joyful Return】
42	10	21	【Jesus' Prayer of Thanksgiving】 (<a href='bible://matthew.11.25'>Matthew 11:25-30</a>)
42	10	25	【The Parable of the Good Samaritan】
42	10	38	【Martha and Mary】
42	11	1	【The Lord's Prayer】 (<a href='bible://matthew.6.5'>Matthew 6:5-15</a>)
42	11	5	<pm>¶</pm>【Ask, Seek, Knock】 (<a href='bible://matthew.7.7'>Matthew 7:7-12</a>)
42	11	14	【A House Divided】 (<a href='bible://matthew.12.22'>Matthew 12:22-30</a>; <a href='bible://mark.3.20'>Mark 3:20-27</a>)
42	11	24	<pm>¶</pm>【An Unclean Spirit Returns】 (<a href='bible://matthew.12.43'>Matthew 12:43-45</a>)
42	11	27	【True Blessedness】
42	11	29	【The Sign of Jonah】 (<a href='bible://matthew.12.38'>Matthew 12:38-42</a>)
42	11	33	【The Lamp of the Body】 (<a href='bible://matthew.6.22'>Matthew 6:22-24</a>)
42	11	37	【Woes to Religious Leaders】 (<a href='bible://matthew.23.1'>Matthew 23:1-36</a>)
42	12	1	<pm>¶</pm>【The Leaven of the Pharisees】
42	12	4	【Fear God Alone】 (<a href='bible://matthew.10.26'>Matthew 10:26-31</a>)
42	12	8	<pm>¶</pm>【Confessing Christ】 (<a href='bible://matthew.10.32'>Matthew 10:32-33</a>)
42	12	13	【The Parable of the Rich Fool】
42	12	22	【Do Not Worry】 (<a href='bible://matthew.6.25'>Matthew 6:25-34</a>)
42	12	35	【Be Ready for Service】 (<a href='bible://genesis.6.1'>Genesis 6:1-7</a>; <a href='bible://matthew.24.36'>Matthew 24:36-51</a>; <a href='bible://mark.13.32'>Mark 13:32-37</a>)
42	12	49	【Not Peace, But Division】 (<a href='bible://matthew.10.34'>Matthew 10:34-36</a>)
42	12	54	<pm>¶</pm>【Interpreting the Present Time】 (<a href='bible://matthew.16.1'>Matthew 16:1-4</a>; <a href='bible://mark.8.11'>Mark 8:11-13</a>)
42	12	57	【Reconcile with an Adversary】 (<a href='bible://matthew.5.21'>Matthew 5:21-26</a>)
42	13	1	【A Call to Repentance】 (<a href='bible://joel.1.13'>Joel 1:13-20</a>; <a href='bible://amos.5.4'>Amos 5:4-15</a>; <a href='bible://zephaniah.2.1'>Zephaniah 2:1-3</a>)
42	13	6	【The Parable of the Barren Fig Tree】 (<a href='bible://isaiah.5.1'>Isaiah 5:1-7</a>)
42	13	10	【Jesus Heals a Woman on the Sabbath】
42	13	18	【The Parable of the Mustard Seed】 (<a href='bible://matthew.13.31'>Matthew 13:31-32</a>; <a href='bible://mark.4.30'>Mark 4:30-34</a>)
42	13	20	【The Parable of the Leaven】 (<a href='bible://judges.20.18'>Judges 20:18-23</a>; <a href='bible://2_samuel.2.12'>2 Samuel 2:12-32</a>; <a href='bible://2_chronicles.13.4'>2 Chronicles 13:4-19</a>; <a href='bible://matthew.13.33'>Matthew 13:33</a>)
42	13	22	【The Narrow Door】 (<a href='bible://matthew.7.13'>Matthew 7:13-14</a>)
42	13	31	【Lament over Jerusalem】 (<a href='bible://matthew.23.37'>Matthew 23:37-39</a>)
42	14	1	【Jesus Heals a Man with Dropsy】
42	14	7	【The Parable of the Guests】
42	14	15	【The Parable of the Banquet】 (<a href='bible://matthew.22.1'>Matthew 22:1-14</a>)
42	14	25	【The Cost of Discipleship】 (<a href='bible://matthew.8.18'>Matthew 8:18-22</a>; <a href='bible://luke.9.57'>Luke 9:57-62</a>; <a href='bible://john.6.60'>John 6:60-65</a>)
42	14	34	【Good Salt】
42	15	1	【The Parable of the Lost Sheep】 (<a href='bible://matthew.18.10'>Matthew 18:10-14</a>)
42	15	8	【The Parable of the Lost Coin】
42	15	11	【The Parable of the Prodigal Son】 (<a href='bible://deuteronomy.21.18'>Deuteronomy 21:18-21</a>)
42	16	1	【The Parable of the Shrewd Manager】
42	16	14	【The Law and the Prophets】 (<a href='bible://matthew.11.7'>Matthew 11:7-19</a>; <a href='bible://luke.1.5'>Luke 1:5-25</a>; <a href='bible://luke.7.24'>Luke 7:24-35</a>)
42	16	19	【The Rich Man and Lazarus】 (<a href='bible://john.5.39'>John 5:39-47</a>)
42	17	1	【Temptations and Trespasses】 (<a href='bible://matthew.18.7'>Matthew 18:7-9</a>; <a href='bible://mark.9.42'>Mark 9:42-50</a>)
42	17	5	【The Power of Faith】 (<a href='bible://matthew.17.14'>Matthew 17:14-21</a>; <a href='bible://mark.9.14'>Mark 9:14-29</a>)
42	17	11	【The Ten Lepers】 (<a href='bible://2_kings.5.1'>2 Kings 5:1-14</a>)
42	17	20	【The Coming of the Kingdom】
42	18	1	【The Persistent Widow】
42	18	9	【The Pharisee and Tax Collector】
42	18	15	【Jesus Blesses the Children】 (<a href='bible://matthew.19.13'>Matthew 19:13-15</a>; <a href='bible://mark.10.13'>Mark 10:13-16</a>)
42	18	18	【The Rich Young Ruler】 (<a href='bible://matthew.19.16'>Matthew 19:16-30</a>; <a href='bible://mark.10.17'>Mark 10:17-31</a>)
42	18	31	【The Third Prediction of the Passion】 (<a href='bible://matthew.20.17'>Matthew 20:17-19</a>; <a href='bible://luke.9.43'>Luke 9:43-45</a>)
42	18	35	【Jesus Heals a Blind Beggar】 (<a href='bible://matthew.20.29'>Matthew 20:29-34</a>; <a href='bible://mark.10.46'>Mark 10:46-52</a>)
42	19	1	【Jesus and Zacchaeus】 (<a href='bible://numbers.5.5'>Numbers 5:5-10</a>)
42	19	11	【The Parable of the Ten Minas】 (<a href='bible://matthew.25.14'>Matthew 25:14-30</a>)
42	19	28	【The Triumphal Entry】 (<a href='bible://zechariah.9.9'>Zechariah 9:9-13</a>; <a href='bible://matthew.21.1'>Matthew 21:1-11</a>; <a href='bible://mark.11.1'>Mark 11:1-11</a>; <a href='bible://john.12.12'>John 12:12-19</a>)
42	19	41	【Jesus Weeps over Jerusalem】 (<a href='bible://isaiah.29.1'>Isaiah 29:1-16</a>)
42	19	45	【Jesus Cleanses the Temple】 (<a href='bible://matthew.21.12'>Matthew 21:12-17</a>; <a href='bible://mark.11.15'>Mark 11:15-19</a>; <a href='bible://john.2.12'>John 2:12-25</a>)
42	20	1	【Jesus' Authority Challenged】 (<a href='bible://matthew.21.23'>Matthew 21:23-27</a>; <a href='bible://mark.11.27'>Mark 11:27-33</a>)
42	20	9	【The Parable of the Wicked Tenants】 (<a href='bible://matthew.21.33'>Matthew 21:33-46</a>; <a href='bible://mark.12.1'>Mark 12:1-12</a>)
42	20	19	【Paying Taxes to Caesar】 (<a href='bible://matthew.22.15'>Matthew 22:15-22</a>; <a href='bible://mark.12.13'>Mark 12:13-17</a>)
